"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Luke",1.6911,18,12,10000,5926,3274,0,10000,1,0.593,0.327,0
"Paul",1.3153,19,13,10000,5940,3148,0,10000,1,0.594,0.315,0
"Lester",3.9998,13,7,7320,3229,1506,127,10000,0.732,0.323,0.151,0.013
"James",4.0789,13,7,7052,2938,1321,120,10000,0.705,0.294,0.132,0.012
"Anthony",5.3886,12,6,2798,987,344,852,10000,0.28,0.099,0.034,0.085
"Mark",6.153,11,5,1402,563,280,2166,10000,0.14,0.056,0.028,0.217
"Jordan",6.6128,11,5,738,220,85,2975,10000,0.074,0.022,0.009,0.298
"Simon",6.7605,11,5,690,197,60,3760,10000,0.069,0.02,0.006,0.376
