"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Luke",1,17,16,10000,6655,4073,0,10000,1,0.665,0.407,0
"Paul",2,16,15,10000,5134,2339,0,10000,1,0.513,0.234,0
"Lester",3.0031,12,11,10000,4864,2196,0,10000,1,0.486,0.22,0
"James",4.0296,11,10,9673,3258,1370,0,10000,0.967,0.326,0.137,0
"Anthony",4.9673,10,9,327,89,37,0,10000,0.033,0.009,0.004,0
"Simon",6.5018,8,7,0,0,0,0,10000,0,0,0,0
"Mark",7.2413,7,6,0,0,0,4928,10000,0,0,0,0.493
"Jordan",7.2569,7,6,0,0,0,5072,10000,0,0,0,0.507
