"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Luke",2.4786,19,6,8833,5184,2939,83,10000,0.883,0.518,0.294,0.008
"Paul",1.9691,20,6,9376,5202,2671,25,10000,0.938,0.52,0.267,0.002
"Mark",5.2334,16,3,3677,1761,878,1596,10000,0.368,0.176,0.088,0.16
"James",5.2859,16,3,3543,1678,816,1631,10000,0.354,0.168,0.082,0.163
"Simon",4.7083,18,4,4739,1849,779,1050,10000,0.474,0.185,0.078,0.105
"Lester",5.341,17,3,3427,1552,717,1676,10000,0.343,0.155,0.072,0.168
"Jordan",5.4105,16,3,3407,1530,704,1846,10000,0.341,0.153,0.07,0.185
"Anthony",5.5732,16,3,2998,1244,518,2093,10000,0.3,0.124,0.052,0.209
