"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Luke",1.3559,18,15,10000,6620,4042,0,10000,1,0.662,0.404,0
"Paul",1.6441,18,15,10000,5647,2663,0,10000,1,0.565,0.266,0
"Lester",3.4389,12,9,9535,3828,1689,0,10000,0.954,0.383,0.169,0
"James",3.6832,12,9,9374,3542,1451,0,10000,0.937,0.354,0.145,0
"Anthony",5.4757,10,7,680,212,95,164,10000,0.068,0.021,0.01,0.016
"Mark",6.0956,9,6,411,151,78,1078,10000,0.041,0.015,0.008,0.108
"Simon",6.83,9,6,0,0,0,2670,10000,0,0,0,0.267
"Jordan",7.4766,8,5,0,0,0,6088,10000,0,0,0,0.609
