"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Luke",2.1665,19,7,9345,5833,3348,20,10000,0.934,0.583,0.335,0.002
"Paul",1.7544,21,8,9711,5467,2831,8,10000,0.971,0.547,0.283,0.001
"Simon",4.1533,18,4,6154,2474,1015,493,10000,0.615,0.247,0.102,0.049
"Jordan",4.9747,17,3,4215,1634,707,1101,10000,0.422,0.163,0.071,0.11
"James",5.6458,16,3,2798,1304,616,1951,10000,0.28,0.13,0.062,0.195
"Mark",5.6382,16,3,2833,1273,593,1898,10000,0.283,0.127,0.059,0.19
"Lester",5.6916,15,2,2757,1183,561,2012,10000,0.276,0.118,0.056,0.201
"Anthony",5.9755,16,2,2187,832,343,2517,10000,0.219,0.083,0.034,0.252
