"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Luke",1.6788,19,10,9994,6261,3517,0,10000,0.999,0.626,0.352,0
"Paul",1.3952,20,11,9998,5979,3132,0,10000,1,0.598,0.313,0
"Lester",3.9434,15,6,7277,3051,1390,193,10000,0.728,0.305,0.139,0.019
"James",4.7648,14,5,4936,2016,926,529,10000,0.494,0.202,0.093,0.053
"Mark",5.6681,13,4,2738,1134,511,1647,10000,0.274,0.113,0.051,0.165
"Anthony",6.1584,13,4,1686,543,203,2438,10000,0.169,0.054,0.02,0.244
"Jordan",6.1045,13,4,1785,574,190,2294,10000,0.178,0.057,0.019,0.229
"Simon",6.2868,13,4,1586,442,147,2899,10000,0.159,0.044,0.015,0.29
