"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Luke",1.4051,18,14,10000,6431,3791,0,10000,1,0.643,0.379,0
"Paul",1.5949,18,14,10000,5724,2792,0,10000,1,0.572,0.279,0
"Lester",3.2585,13,9,9577,4123,1925,0,10000,0.958,0.412,0.192,0
"James",4.1572,12,8,7104,2638,1102,0,10000,0.71,0.264,0.11,0
"Anthony",5.0834,11,7,2754,905,332,176,10000,0.275,0.09,0.033,0.018
"Mark",6.779,9,5,266,101,51,3226,10000,0.027,0.01,0.005,0.323
"Simon",6.5142,10,6,258,60,22,1923,10000,0.026,0.006,0.002,0.192
"Jordan",7.2077,9,5,41,18,7,4675,10000,0.004,0.002,0.001,0.468
