"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Luke",1.5095,20,10,9994,6440,3689,0,10000,0.999,0.644,0.369,0
"Paul",1.5633,20,10,9996,6034,3119,0,10000,1,0.603,0.312,0
"Lester",4.3527,15,5,6111,2565,1173,388,10000,0.611,0.256,0.117,0.039
"Mark",5.252,14,4,3745,1483,696,1144,10000,0.374,0.148,0.07,0.114
"James",5.3208,14,4,3520,1433,625,1182,10000,0.352,0.143,0.062,0.118
"Jordan",5.6237,14,4,2889,902,334,1538,10000,0.289,0.09,0.033,0.154
"Simon",5.8291,14,4,2462,708,225,2074,10000,0.246,0.071,0.022,0.207
"Anthony",6.5489,13,3,1283,435,161,3674,10000,0.128,0.044,0.016,0.367
