"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Luke",1.4347,18,13,10000,6249,3598,0,10000,1,0.625,0.36,0
"Paul",1.566,18,13,10000,5824,3021,0,10000,1,0.582,0.302,0
"Lester",3.6157,13,8,8400,3592,1611,26,10000,0.84,0.359,0.161,0.003
"James",4.6531,12,7,4870,1918,800,183,10000,0.487,0.192,0.08,0.018
"Anthony",4.7657,12,7,4716,1680,668,217,10000,0.472,0.168,0.067,0.022
"Mark",6.584,10,5,821,367,180,3081,10000,0.082,0.037,0.018,0.308
"Simon",6.2807,11,6,1000,299,102,1923,10000,0.1,0.03,0.01,0.192
"Jordan",7.1001,10,5,193,71,33,4570,10000,0.019,0.007,0.003,0.457
