"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Luke",2.8973,19,5,8002,4592,2547,218,10000,0.8,0.459,0.255,0.022
"Paul",2.2884,20,6,8873,4820,2481,74,10000,0.887,0.482,0.248,0.007
"James",4.9113,16,4,4244,2071,1006,1287,10000,0.424,0.207,0.101,0.129
"Jordan",4.9601,16,2,4233,1970,961,1427,10000,0.423,0.197,0.096,0.143
"Lester",4.9967,17,3,4080,1843,884,1372,10000,0.408,0.184,0.088,0.137
"Anthony",5.092,18,3,3934,1718,730,1557,10000,0.393,0.172,0.073,0.156
"Simon",5.1188,16,3,3910,1634,713,1600,10000,0.391,0.163,0.071,0.16
"Mark",5.7354,16,3,2724,1352,692,2465,10000,0.272,0.135,0.069,0.246
