id,feed_id,player_name,last_name,team,pos,avg,avg3,avg5,Median,user_team_id,user,Bye,,user_team_id,,,team,
441,1001438,B.Fritsch,Fritsch,MEL,FWD,56,57.3333,54.6,67.5,,,14,,,,,,
310,999326,B.Close,Close,GEE,FWD,68.7778,64,75.2,67.5,,,14,,,,,,
158,291849,B.Mihocek,Mihocek,COL,FWD,62.75,53.6667,65.4,67.5,,,15,,,,,,
105,1002228,L.Fogarty,Fogarty,CAR,FWD,67.5,63.3333,63.3333,67.5,,,14,,,,,,
280,1006144,B.King,King,GCS,FWD,62.5556,67.3333,67.4,67.5,,,14,,,,,,
410,1023482,C.Mackenzie,Mackenzie,HAW,FWD/MID,61.1111,57,54.8,67.5,,,15,,,,,,
256,998130,B.Ainsworth,Ainsworth,GCS,FWD,68.2222,68.3333,69.8,67,,,14,,,,,,
744,993820,T.Cole,Cole,WCE,DEF,68.1111,75.3333,76,67,,,14,,,,,,
275,1026960,W.Graham,Graham,GCS,DEF/MID,73,69,73,67,,,14,,,,,,
633,1023272,M.Owens,Owens,STK,FWD,70.6667,64.6667,64.8,66.5,,,15,,,,,,
598,992049,J.Short,Short,RIC,DEF,77.75,71.3333,68,66,716,Garter,15,,,,,,
508,1006058,B.Scott,Scott,NTH,DEF/MID,68.1111,60,70.4,66,,,12,,,,,,
109,1009241,B.Kemp,Kemp,CAR,DEF,68.5714,57,63,66,,,14,,,,,,
189,297473,J.Kelly,Kelly,ESS,DEF/MID,71.875,77.3333,72.2,66,,,14,,,,,,
66,293581,L.McCarthy,McCarthy,BRL,FWD,63,47.3333,61.6,66,,,12,,,,,,
107,1012862,E.Hollands,Hollands,CAR,FWD/MID,65.4286,67.6667,64.6,66,,,14,,,,,,
709,1006533,R.Garcia,Garcia,WBD,FWD,74,71.3333,74,66,,,15,,,,,,
144,1015332,H.Harrison,Harrison,COL,FWD,45.3333,45.3333,45.3333,65.5,,,15,,,,,,
19,993946,B.Keays,Keays,ADE,FWD,65.6667,69.6667,73.2,65,,,15,,,,,,
674,1008198,T.McCartin,McCartin,SYD,DEF,60.125,50.6667,58,65,,,12,,,,,,
551,296225,W.Rioli,Rioli,PTA,FWD,63,87.3333,68.2,65,,,13,,,,,,
182,996232,M.Guelfi,Guelfi,ESS,FWD,74.6667,74.6667,74.6667,65,,,14,,,,,,
395,994077,M.Chol,Chol,HAW,FWD,64.4286,63.6667,62.2,65,,,15,,,,,,
91,1013233,J.Carroll,Carroll,CAR,MID,50.1429,27,42.4,65,,,14,,,,,,
22,1015370,M.Michalanney,Michalanney,ADE,DEF,64.4444,71,62.2,64.5,,,15,,,,,,
75,1002235,C.Rayner,Rayner,BRL,FWD/MID,71.2222,54.6667,71.8,64,,,12,,,,,,
12,999331,D.Fogarty,Fogarty,ADE,FWD,66.1111,91,70.4,64,,,15,,,,,,
625,993480,D.Howard,Howard,STK,DEF,58.6667,58.6667,58.6667,64,,,15,,,,,,
277,1023500,B.Humphrey,Humphrey,GCS,FWD,56.4286,50.6667,59.6,64,,,14,,,,,,
402,291351,J.Gunston,Gunston,HAW,FWD,48.3333,39,43.2,64,,,15,,,,,,
711,297899,J.Harmes,Harmes,WBD,MID/FWD,78.4,92.6667,78.4,64,713,Pmac,15,,,,,,
481,294508,A.Corr,Corr,NTH,DEF,65.6667,79,83,63.5,,,12,,,,,,
400,1012857,J.Ginnivan,Ginnivan,HAW,FWD,65.3333,63,65.4,63.5,,,15,,,,,,
646,1027875,D.Wilson,Wilson,STK,MID/FWD,71.3333,101.333,86.8,63.5,716,Garter,15,,,,,,
758,994385,J.Hunt,Hunt,WCE,DEF/MID,64.25,49.6667,55.8,63,,,14,,,,,,
177,1005577,S.Draper,Draper,ESS,FWD/RUC,58.3333,69.3333,59,63,,,14,,,,,,
683,290307,D.Rampe,Rampe,SYD,DEF,63.6667,67,59.8,63,,,12,,,,,,
98,993795,D.Cuningham,Cuningham,CAR,FWD,66,62,62,63,,,14,,,,,,
351,1014038,C.Brown,Brown,GWS,FWD,60.25,54.3333,57.8,63,,,12,,,,,,
693,1008855,O.Baker,Baker,WBD,MID,59.6,43.3333,59.6,63,,,15,,,,,,
583,293813,T.Lynch,Lynch,RIC,FWD,46,46,46,63,,,15,,,,,,
535,1010174,M.Georgiades,Georgiades,PTA,FWD,63.8333,50.6667,56.8,63,,,13,,,,,,
254,1021015,K.Worner,Worner,FRE,DEF,63,63,63,63,,,13,,,,,,
295,294643,A.Sexton,Sexton,GCS,DEF/FWD,66.25,64,64,63,713,Pmac,14,,,,,,
445,1017122,B.Howes,Howes,MEL,DEF,60.6667,63,59.4,63,,,14,,,,,,
397,1008550,W.Day,Day,HAW,MID,71.3333,71.3333,71.3333,62.5,719,Kappaz,15,,,,,,
181,298421,J.Gresham,Gresham,ESS,FWD,66.4444,55.6667,66.4,62.5,,,14,,,,,,
231,1016825,M.Johnson,Johnson,FRE,MID,62.4444,83,68.4,62.5,,,13,,,,,,
759,1011243,C.Jamieson,Jamieson,WCE,DEF/FWD,59,57.6667,59,62.5,,,14,,,,,,
314,1025034,O.Dempsey,Dempsey,GEE,FWD/MID,67.7778,60,57.8,62.5,,,14,,,,,,
164,1008089,I.Quaynor,Quaynor,COL,DEF,58.2222,44.3333,50.2,62,,,15,,,,,,
733,1011803,C.Weightman,Weightman,WBD,FWD,65.2857,45,53,62,,,15,,,,,,
754,1023025,R.Ginbey,Ginbey,WCE,MID,64.8889,57.6667,66.8,62,,,14,,,,,,
94,1016268,A.Cincotta,Cincotta,CAR,DEF,65,65,65,62,,,14,,,,,,
353,1019038,A.Cadman,Cadman,GWS,FWD,57.8889,43.3333,50.8,62,,,12,,,,,,
304,296733,M.Blicavs,Blicavs,GEE,RUC/MID,67.3333,58.3333,59.2,61.5,,,14,,,,,,
563,1002245,N.Balta,Balta,RIC,DEF/FWD,65.6,42,63.5,61.5,,,15,,,,,,
260,1008882,C.Ballard,Ballard,GCS,DEF,65.8889,53.3333,56.6,61.5,,,14,,,,,,
313,1009229,S.De Koning,De Koning,GEE,DEF,60.8889,64.6667,60.4,61.5,,,14,,,,,,
726,1017939,R.Sanders,Sanders,WBD,FWD/MID,60.3333,47.6667,63.8,61.5,718,Chief,15,,,,,,
568,1017086,T.Brown,Brown,RIC,DEF,64.2857,67.6667,65.4,61.5,,,15,,,,,,
30,1017051,J.Rachele,Rachele,ADE,FWD,61.1111,65,63.4,61,,,15,,,,,,
519,998484,C.Zurhaar,Zurhaar,NTH,FWD,64.25,64.6667,58.2,61,,,12,,,,,,
211,298289,P.Wright,Wright,ESS,FWD,64.6,67.3333,64.6,61,,,14,,,,,,
329,296291,J.Kolodjashnij,Kolodjashnij,GEE,DEF,66.5,70.6667,61.2,61,,,14,,,,,,
550,1002220,E.Ratugolea,Ratugolea,PTA,DEF,60.6667,64,62.8,61,,,13,,,,,,
188,1011755,H.Jones,Jones,ESS,FWD,55.5,35.6667,56.2,61,,,14,,,,,,
480,1015781,C.Comben,Comben,NTH,DEF/FWD,78.3333,70.3333,68.2,61,717,Lester,12,,,,,,
631,294596,T.Membrey,Membrey,STK,FWD,58.1111,51,55,60.5,,,15,,,,,,
471,1020959,D.Turner,Turner,MEL,DEF,49,49,49,60.5,,,14,,,,,,
778,998128,A.Witherden,Witherden,WCE,DEF,73.5,93.6667,77.6,60,717,Lester,14,,,,,,
511,993998,J.Simpkin,Simpkin,NTH,FWD/MID,57.8571,60,60.4,60,,,12,,,,,,
520,294469,A.Aliir,Aliir,PTA,DEF,66,52,65.8,60,,,13,,,,,,
324,1012860,O.Henry,Henry,GEE,FWD,60,61,55.2,60,,,14,,,,,,
591,993771,M.Pickett,Pickett,RIC,MID/FWD,58.7778,61,53.8,60,,,15,,,,,,
146,291720,W.Hoskin-Elliott,Hoskin-Elliott,COL,DEF/MID,64.25,52.6667,69.6,60,,,15,,,,,,
411,1009421,F.Maginness,Maginness,HAW,FWD/MID,52.75,48,59.4,60,,,15,,,,,,
498,1001017,N.Larkey,Larkey,NTH,FWD,55.8889,61.3333,58.6,59.5,,,12,,,,,,
475,1027821,C.Windsor,Windsor,MEL,MID/FWD,65,86.6667,71.8,59.5,,,14,,,,,,
502,296355,L.McDonald,McDonald,NTH,DEF,63.5,68.6667,65,59,,,12,,,,,,
191,298280,J.Laverde,Laverde,ESS,DEF,61.125,65.3333,61.2,59,,,14,,,,,,
409,1017094,C.Macdonald,Macdonald,HAW,FWD,65.1111,68.6667,75.2,59,,,15,,,,,,
561,1004034,B.Zerk-Thatcher,Zerk-Thatcher,PTA,DEF,57.4444,46.3333,48.4,59,,,13,,,,,,
43,298437,C.Ah Chee,Ah Chee,BRL,MID,59.75,56.3333,54.6,59,,,12,,,,,,
784,1017754,P.Voss,Voss,FRE,FWD,43,43,43,59,,,13,,,,,,
76,1009317,B.Reville,Reville,BRL,MID/FWD,57,57,57,59,,,12,,,,,,
428,1017110,J.Ward,Ward,HAW,MID,52.3333,43,52.6,58.5,,,15,,,,,,
399,293738,S.Frost,Frost,HAW,DEF,59.3333,47.3333,54,58.5,,,15,,,,,,
206,293884,J.Stringer,Stringer,ESS,FWD,61.4444,60,61.4,58,,,14,,,,,,
494,281091,H.Greenwood,Greenwood,NTH,MID,58,58,58,58,,,12,,,,,,
609,1011994,R.Byrnes,Byrnes,STK,MID,53.625,40.3333,47.2,57.5,,,15,,,,,,
539,1011583,L.Jones,Jones,PTA,DEF,56.125,65.3333,58,57.5,,,13,,,,,,
180,271129,T.Goldstein,Goldstein,ESS,RUC,65.7778,70,76.8,57,719,Kappaz,14,,,,,,
167,1000860,L.Schultz,Schultz,COL,FWD,58.125,50,55.2,57,,,15,,,,,,
596,1006133,J.Ross,Ross,RIC,MID,65.6,81.6667,73.5,57,,,15,,,,,,
186,1017088,B.Hobbs,Hobbs,ESS,FWD/MID,54.75,30,53.2,57,,,14,,,,,,
17,1006203,C.Jones,Jones,ADE,DEF/MID,58.4444,45.3333,57.8,57,,,15,,,,,,
95,1008154,M.Cottrell,Cottrell,CAR,MID/FWD,60.7778,51.3333,61.2,57,,,14,,,,,,
771,997823,J.Rotham,Rotham,WCE,DEF,51,42.3333,54.8,57,,,14,,,,,,
5,1004995,J.Butts,Butts,ADE,DEF,52.8333,52,52,57,,,15,,,,,,
524,1013462,J.Burgoyne,Burgoyne,PTA,DEF,66.4286,84.6667,75.2,57,,,13,,,,,,
346,1008691,L.Aleer,Aleer,GWS,DEF,57,57,57,57,,,12,,,,,,
339,280317,R.Stanley,Stanley,GEE,RUC,59,41.3333,66.6,56.5,,,14,,,,,,
227,999321,M.Frederick,Frederick,FRE,FWD,52.1429,56.3333,53,56.5,,,13,,,,,,
381,1008123,J.Riccardi,Riccardi,GWS,FWD,52.4444,47.6667,51,56.5,,,12,,,,,,
434,296351,J.Billings,Billings,MEL,FWD/MID,58.6667,54.3333,57.4,56.5,,,14,,,,,,
174,1015827,N.Cox,Cox,ESS,DEF/MID,55.8889,59,59.4,56.5,,,14,,,,,,
615,294307,B.Crouch,Crouch,STK,MID,56,56,56,56,720,Jmerc,15,,,,,,
675,1013230,L.McDonald,McDonald,SYD,FWD,63.8889,59,61,56,,,12,,,,,,
512,1004848,D.Stephens,Stephens,NTH,MID,49.1429,50.3333,51.2,56,,,12,,,,,,
140,1009197,C.Dean,Dean,COL,DEF,56,57,57,56,,,15,,,,,,
388,1004530,J.Wehr,Wehr,GWS,MID,56.875,54,58.2,56,,,12,,,,,,
398,1032100,C.Dear,Dear,HAW,FWD,43.5,43.5,43.5,56,,,15,,,,,,
747,290838,J.Darling,Darling,WCE,FWD,56.6667,49,65.6,55.5,,,14,,,,,,
767,1006550,J.Petruccelle,Petruccelle,WCE,FWD,55.2222,50.6667,57.4,55.5,,,14,,,,,,
678,996743,L.Melican,Melican,SYD,DEF,54.4444,65,59,55.5,,,12,,,,,,
732,1005000,L.Vandermeer,Vandermeer,WBD,DEF/FWD,55.1111,47.3333,47.4,55.5,,,15,,,,,,
292,1005986,M.Rosas,Rosas,GCS,FWD,57.75,51.6667,51.6667,55.5,,,14,,,,,,
482,1002947,P.Curtis,Curtis,NTH,FWD,49.8889,34.6667,46.6,55.5,,,12,,,,,,
142,293801,J.Elliott,Elliott,COL,FWD,64.125,56.6667,71.8,55,,,15,,,,,,
460,1008893,H.Petty,Petty,MEL,DEF/FWD,45,41.3333,41,55,,,14,,,,,,
377,1006135,X.O'Halloran,O'Halloran,GWS,FWD/MID,53.1429,58.6667,58.2,55,,,12,,,,,,
638,1018018,C.Sharman,Sharman,STK,FWD,47.2857,34.6667,42.2,55,,,15,,,,,,
595,1009551,M.Rioli,Rioli,RIC,FWD,54.625,51.3333,51.4,55,,,15,,,,,,
592,290627,D.Prestia,Prestia,RIC,MID,65,49.5,49.5,54.5,717,Lester,15,,,,,,
574,1009226,T.Dow,Dow,RIC,MID,59.3333,73.6667,63,54.5,,,15,,,,,,
757,1023167,B.Hough,Hough,WCE,DEF,53.1111,51.6667,52.8,54,,,14,,,,,,
63,1014026,K.Lohmann,Lohmann,BRL,FWD,55.1111,65.6667,68,54,,,12,,,,,,
786,1008747,M.Lefau,Lefau,RIC,FWD,53.7143,51.3333,62.2,54,,,15,,,,,,
731,1009301,J.Ugle-Hagan,Ugle-Hagan,WBD,FWD,53.4286,46,49,53.5,,,15,,,,,,
261,1006100,T.Berry,Berry,GCS,FWD,59.6667,48,61.2,53.5,,,14,,,,,,
716,998782,B.Khamis,Khamis,WBD,DEF/FWD,58.375,50.6667,53.8,53.5,,,15,,,,,,
435,1012825,J.Bowey,Bowey,MEL,DEF,51,49,49,53,,,14,,,,,,
323,1000937,J.Henry,Henry,GEE,DEF,52.7778,43.3333,41.4,53,,,14,,,,,,
135,998647,M.Cox,Cox,COL,RUC/FWD,57.6667,45.6667,55.6,53,,,15,,,,,,
516,993816,D.Tucker,Tucker,NTH,MID,58.4444,57.6667,66.2,53,,,12,,,,,,
614,991939,Z.Cordy,Cordy,STK,DEF/FWD,51.2857,50,54.8,53,,,15,,,,,,
96,1021353,L.Cowan,Cowan,CAR,DEF,48.25,44.3333,48.25,53,,,14,,,,,,
484,1012144,K.Dawson,Dawson,NTH,DEF,54.25,51,54.25,53,,,12,,,,,,
145,1006148,B.Hill,Hill,COL,FWD,59.3333,57,58,52.5,,,15,,,,,,
153,298358,O.Markov,Markov,COL,DEF,43.8,37,40.75,52.5,,,15,,,,,,
155,1004757,B.McCreery,McCreery,COL,FWD,52,40,47.2,52.5,,,15,,,,,,
659,291848,R.Fox,Fox,SYD,DEF/FWD,51.75,41.3333,48.6,52,,,12,,,,,,
251,1009410,B.Walker,Walker,FRE,DEF,55.125,55,55.8,52,,,13,,,,,,
1,1012807,S.Berry,Berry,ADE,MID,50.4,40,50.4,52,,,15,,,,,,
298,1017665,B.Uwland,Uwland,GCS,DEF,59,68,63,52,,,14,,,,,,
444,996692,M.Hore,Hore,MEL,DEF,41.3333,41.3333,41.3333,52,,,14,,,,,,
50,990609,C.Cameron,Cameron,BRL,FWD,60.4444,66.6667,68,51.5,,,12,,,,,,
421,1001024,N.Reeves,Reeves,HAW,RUC,51.5,51.5,51.5,51.5,,,15,,,,,,
229,996580,E.Hughes,Hughes,FRE,DEF,52.6667,43.6667,52.8,51.5,,,13,,,,,,
366,295265,N.Haynes,Haynes,GWS,DEF,60,46.5,46.5,51,,,12,,,,,,
58,993953,E.Hipwood,Hipwood,BRL,FWD,56.5556,55.6667,52,51,,,12,,,,,,
252,281007,M.Walters,Walters,FRE,FWD,46.7778,39,37.6,51,,,13,,,,,,
81,1002401,B.Starcevich,Starcevich,BRL,DEF,57.7143,56.6667,56.4,51,,,12,,,,,,
641,1008312,L.Stocker,Stocker,STK,DEF,51.6667,42.3333,49,50.5,,,15,,,,,,
56,298211,D.Fort,Fort,BRL,RUC/FWD,50.5,50.5,50.5,50.5,,,12,,,,,,
168,280965,S.Sidebottom,Sidebottom,COL,MID,63.875,75,69.4,50,714,Richo,15,,,,,,
322,261510,T.Hawkins,Hawkins,GEE,FWD,57.75,42,45.8,50,,,14,,,,,,
416,1000963,H.Morrison,Morrison,HAW,MID,58.75,71.3333,58.75,50,,,15,,,,,,
69,997846,C.McKenna,McKenna,BRL,DEF,64.5,69.6667,64.5,50,,,12,,,,,,
378,1006013,J.Peatling,Peatling,GWS,FWD/MID,57,75.3333,63.2,49.5,,,12,,,,,,
777,1020371,J.Williams,Williams,WCE,FWD,55,72.6667,65.2,49.5,,,14,,,,,,
617,1027790,H.Garcia,Garcia,STK,MID/FWD,54.6,53.6667,54.6,49.5,,,15,,,,,,
543,1004998,T.Marshall,Marshall,PTA,FWD,61.6667,53.6667,47.6,49,,,13,,,,,,
547,1005326,J.Mead,Mead,PTA,MID/FWD,52.2222,54.3333,46.4,49,,,13,,,,,,
269,293713,B.Ellis,Ellis,GCS,MID,46.6667,46,46,48,,,14,,,,,,
584,1008478,R.Mansell,Mansell,RIC,FWD,62.25,50.6667,52,48,,,15,,,,,,
576,1017059,J.Gibcus,Gibcus,RIC,DEF,47.5,19,19,47.5,,,15,,,,,,
703,295136,C.Daniel,Daniel,WBD,MID/FWD,55,53.3333,55,47,,,15,,,,,,
238,294613,J.O'Meara,O'Meara,FRE,MID,49.75,72,65.2,47,,,13,,,,,,
349,1008139,T.Bedford,Bedford,GWS,FWD,55,52.6667,58.6,47,,,12,,,,,,
73,1002347,J.Payne,Payne,BRL,DEF,55.375,77,67.8,47,,,12,,,,,,
102,1008510,C.Durdin,Durdin,CAR,FWD,43,42,47.6,47,,,14,,,,,,
604,1018433,T.Young,Young,RIC,DEF,45.5,64,57.6,47,,,15,,,,,,
122,1013973,M.Owies,Owies,CAR,FWD,50.5556,57.6667,51.8,46.5,,,14,,,,,,
722,1032966,J.O'Donnell,O'Donnell,WBD,DEF,49,50.6667,49,46.5,,,15,,,,,,
499,1012852,C.Lazzaro,Lazzaro,NTH,MID/FWD,44.7143,30,41,46.5,,,12,,,,,,
654,1013133,B.Campbell,Campbell,SYD,DEF/MID,44.5714,21.3333,43.4,46,,,12,,,,,,
263,1008454,C.Budarick,Budarick,GCS,DEF,52.3333,31.5,31.5,46,,,14,,,,,,
207,1023785,E.Tsatas,Tsatas,ESS,MID/FWD,45.3333,45.3333,45.3333,46,,,14,,,,,,
336,1027877,C.O'Sullivan,O'Sullivan,GEE,DEF,46,46,46,46,,,14,,,,,,
504,1006193,B.Nyuon,Nyuon,NTH,FWD,60.3333,60.3333,60.3333,46,,,12,,,,,,
708,1017087,H.Gallagher,Gallagher,WBD,FWD/MID,47.1111,44,40.2,45.5,,,15,,,,,,
393,280744,L.Breust,Breust,HAW,FWD,45.5,39.6667,45.5,45,,,15,,,,,,
764,1023496,N.Long,Long,WCE,FWD,48.5714,47.6667,53.2,45,,,14,,,,,,
626,991988,Z.Jones,Jones,STK,MID,43.5,44,43.5,45,,,15,,,,,,
6,1018335,B.Cook,Cook,ADE,FWD/MID,51.5,60.6667,52,45,,,15,,,,,,
57,296269,D.Gardiner,Gardiner,BRL,DEF/FWD,49.7143,48.6667,50.2,45,,,12,,,,,,
589,298144,S.Naismith,Naismith,RIC,RUC,60.6667,44.5,44.5,45,,,15,,,,,,
741,1013511,T.Brockman,Brockman,WCE,FWD,45.5,46,46.6,44.5,,,14,,,,,,
486,1023475,B.Drury,Drury,NTH,FWD,44.2,34.6667,44.2,44.5,,,12,,,,,,
610,1023784,A.Caminiti,Caminiti,STK,FWD,50.8,53.6667,50.8,44,,,15,,,,,,
635,1020137,M.Phillipou,Phillipou,STK,FWD,45.125,27,37.4,44,,,15,,,,,,
579,280819,D.Grimes,Grimes,RIC,DEF,40.8,46,42.5,44,,,15,,,,,,
332,1024982,O.Mullin,Mullin,GEE,DEF,42.6667,42.6667,42.6667,44,,,14,,,,,,
4,1000068,C.Burgess,Burgess,ADE,FWD,43.75,47,43.75,44,,,15,,,,,,
385,1027925,H.Thomas,Thomas,GWS,MID/FWD,50.2222,42.3333,48.4,44,,,12,,,,,,
505,1012829,W.Phillips,Phillips,NTH,MID,51,51,51,43.5,,,12,,,,,,
496,1023625,R.Hardeman,Hardeman,NTH,DEF,44.3333,44.3333,44.3333,43.5,,,12,,,,,,
736,1004385,O.Allen,Allen,WCE,FWD,43,43,43,43,,,14,,,,,,
472,1017720,J.van Rooyen,van Rooyen,MEL,FWD,52.7778,51.6667,54.6,43,,,14,,,,,,
8,1024023,D.Curtin,Curtin,ADE,DEF/MID,26,26,26,43,,,15,,,,,,
569,1023275,S.Campbell,Campbell,RIC,FWD,49,39,43.4,43,,,15,,,,,,
330,993878,S.Mannagh,Mannagh,GEE,MID/FWD,43,43,43,43,,,14,,,,,,
650,1008091,J.Amartey,Amartey,SYD,FWD,43.6667,44.6667,50,42,,,12,,,,,,
493,1017118,J.Goater,Goater,NTH,DEF,42,42,42,42,,,12,,,,,,
224,1020668,J.Draper,Draper,FRE,DEF,42,37.3333,42.4,42,,,13,,,,,,
489,1012833,E.Ford,Ford,NTH,FWD,43.1667,60.6667,42.4,41.5,,,12,,,,,,
549,993979,S.Powell-Pepper,Powell-Pepper,PTA,FWD,52.6667,52.6667,52.6667,41,,,13,,,,,,
276,297456,N.Holman,Holman,GCS,FWD,47.7778,40.3333,50.2,41,,,14,,,,,,
414,1018016,S.Mitchell,Mitchell,HAW,DEF,44.4,46.6667,44.4,41,,,15,,,,,,
108,1023495,O.Hollands,Hollands,CAR,MID,50.375,51,45.6,41,,,14,,,,,,
21,1008185,N.McHenry,McHenry,ADE,FWD,45.375,50.3333,43.6,41,,,15,,,,,,
743,1017057,C.Chesser,Chesser,WCE,MID,43.7778,49,52.8,41,,,14,,,,,,
429,1023473,N.Watson,Watson,HAW,MID/FWD,50,56,50,41,,,15,,,,,,
720,1009015,L.McNeil,McNeil,WBD,FWD,41,41,41,41,,,15,,,,,,
225,1020695,T.Emmett,Emmett,FRE,FWD,39.1111,31.3333,40.4,40.5,,,13,,,,,,
248,293854,M.Taberner,Taberner,FRE,FWD,37.5,32.6667,37.5,40.5,,,13,,,,,,
24,1000998,L.Murphy,Murphy,ADE,FWD,32.6667,32.6667,32.6667,40,,,15,,,,,,
299,1023736,J.Walter,Walter,GCS,FWD,41.7143,40.6667,42.6,40,,,14,,,,,,
761,998791,J.Jones,Jones,WCE,DEF,39.5,39.5,39.5,39.5,,,14,,,,,,
600,1017114,T.Sonsie,Sonsie,RIC,FWD,50,57.6667,50,39.5,,,15,,,,,,
559,1009195,D.Williams,Williams,PTA,DEF,37,37,37,39,,,13,,,,,,
582,1006030,J.Koschitzke,Koschitzke,RIC,FWD,41,50,50,39,,,15,,,,,,
692,1006232,S.Wicks,Wicks,SYD,FWD,45.7143,57.6667,55.2,38.5,,,12,,,,,,
407,1000887,M.Lewis,Lewis,HAW,FWD,37.6667,37.6667,37.6667,38,,,15,,,,,,
264,281124,L.Casboult,Casboult,GCS,FWD,47.3333,52,52,38,,,14,,,,,,
290,1027033,E.Read,Read,GCS,FWD/RUC,39.25,37.6667,39.25,38,,,14,,,,,,
487,1023494,Z.Duursma,Duursma,NTH,MID/FWD,45.5,45.3333,42.2,37.5,,,12,,,,,,
220,997033,B.Cox,Cox,FRE,DEF,37,37,37,37,,,13,,,,,,
51,1006059,K.Coleman,Coleman,BRL,DEF,37,0,0,37,,,12,,,,,,
718,990740,R.Lobb,Lobb,WBD,FWD,43,43,43,37,,,15,,,,,,
437,291867,B.Brown,Brown,MEL,FWD,40,34.6667,40,37,,,14,,,,,,
513,1002240,J.Stephenson,Stephenson,NTH,FWD,45.3333,49.3333,43.8,37,,,12,,,,,,
71,1028019,L.Morris,Morris,BRL,FWD,33.5,33.5,33.5,37,,,12,,,,,,
244,1027656,C.Simpson,Simpson,FRE,MID/FWD,37,37,37,37,,,13,,,,,,
586,1019916,K.McAuliffe,McAuliffe,RIC,MID,37,37,37,37,,,15,,,,,,
156,1013278,R.McInnes,McInnes,COL,FWD,47.2,45.3333,47.2,36.5,,,15,,,,,,
467,1002282,C.Spargo,Spargo,MEL,FWD,36,0,0,36,,,14,,,,,,
14,1008159,W.Hamill,Hamill,ADE,DEF,38.6667,38.6667,38.6667,36,,,15,,,,,,
296,290832,D.Swallow,Swallow,GCS,FWD/MID,30.75,17,20,35.5,,,14,,,,,,
751,1006576,L.Edwards,Edwards,WCE,FWD/MID,41.25,45.6667,38.6,35,,,14,,,,,,
104,296334,O.Fantasia,Fantasia,CAR,FWD,32.8571,32.3333,31.2,35,,,14,,,,,,
564,1013197,S.Banks,Banks,RIC,DEF/MID,36.5,43,34.6,34,,,15,,,,,,
469,1023640,K.Tholstrup,Tholstrup,MEL,FWD,34,34,34,34,,,14,,,,,,
765,1029416,R.Maric,Maric,WCE,FWD,37.2857,51.6667,43.2,33.5,,,14,,,,,,
587,294592,K.McIntosh,McIntosh,RIC,MID,34.375,27,28.8,33,,,15,,,,,,
246,1013611,S.Sturt,Sturt,FRE,FWD,33,33,33,33,,,13,,,,,,
510,280737,L.Shiels,Shiels,NTH,MID,29.25,36.6667,29.25,32,,,12,,,,,,
376,1027971,T.McMullin,McMullin,GWS,FWD,32,0,0,32,,,12,,,,,,
506,1002138,T.Pink,Pink,NTH,DEF,32.5,28.6667,32.5,31.5,,,12,,,,,,
691,1018424,Co.Warner,Warner,SYD,FWD,31.5,31.5,31.5,31.5,,,12,,,,,,
476,1018425,T.Woewodin,Woewodin,MEL,DEF/FWD,30.8571,47.3333,37.8,31,,,14,,,,,,
259,294472,R.Atkins,Atkins,GCS,DEF,38,38,38,30,,,14,,,,,,
185,297452,N.Hind,Hind,ESS,DEF/FWD,43.1429,69.3333,47.8,30,714,Richo,14,,,,,,
772,1004364,L.Ryan,Ryan,WCE,FWD,35.3333,35.3333,35.3333,30,,,14,,,,,,
545,1004819,J.McEntee,McEntee,PTA,FWD,30.2857,28,32.6,30,,,13,,,,,,
152,1012828,F.Macrae,Macrae,COL,FWD/MID,40.75,45,40.75,28,,,15,,,,,,
291,1018123,J.Rogers,Rogers,GCS,MID,52.75,61,52.75,28,,,14,,,,,,
308,1023537,J.Clark,Clark,GEE,MID,37,41.6667,31,28,,,14,,,,,,
680,1024096,C.Mitchell,Mitchell,SYD,DEF/MID,14,14,14,28,,,12,,,,,,
424,1017091,J.Serong,Serong,HAW,DEF,40.6667,40.6667,40.6667,27.5,,,15,,,,,,
479,1000061,C.Coleman-Jones,Coleman-Jones,NTH,FWD,34,34,34,27,,,12,,,,,,
28,1013153,P.Parnell,Parnell,ADE,DEF,27,27,27,27,,,15,,,,,,
235,992472,O.McDonald,McDonald,FRE,DEF,27,27,27,27,,,13,,,,,,
464,993841,J.Schache,Schache,MEL,FWD,27,0,0,27,,,14,,,,,,
196,1013201,J.Menzie,Menzie,ESS,FWD,28.4,20.3333,28.4,26,,,14,,,,,,
700,1005717,N.Coffield,Coffield,WBD,DEF,26,26,26,26,,,15,,,,,,
101,295518,S.Docherty,Docherty,CAR,MID,25,0,0,25,,,14,,,,,,
77,1009385,D.Robertson,Robertson,BRL,MID/FWD,25,25,25,25,,,12,,,,,,
404,1023680,H.Hustwaite,Hustwaite,HAW,MID,25,18,25,25,,,15,,,,,,
420,1027965,M.Ramsden,Ramsden,HAW,FWD,34,34,34,25,,,15,,,,,,
394,1010708,S.Butler,Butler,HAW,FWD,23.5,23.5,23.5,23.5,,,15,,,,,,
29,1012218,L.Pedlar,Pedlar,ADE,FWD,27.75,18,27.75,22,,,15,,,,,,
112,298302,C.Marchbank,Marchbank,CAR,DEF,22,22,22,22,,,14,,,,,,
738,1020057,H.Barnett,Barnett,WCE,RUC/FWD,22,22,22,22,,,14,,,,,,
618,1027872,A.Hastie,Hastie,STK,DEF,20.4,27.6667,20.4,22,,,15,,,,,,
