"season","round","fixture","user_team_id","team","coach","team_score","opponent_team_id","opponent_team","opponent_coach","opponent_score","differential","win","draw","loss","position","points","wins","draws","losses","points_for","points_against","pcnt","sim_pos","sim_finals","sim_gfinal","sim_champ","sim_spoon"
2021,7,4,23345,"Pink Lloyd","Jordan",1617,20323,"La MacRaena","Anthony",1524,93,1,0,0,3,16,4,0,3,10956,10631,103.06,4.21,0.5503,0.25033,0.11499,0.06183
2021,7,2,22859,"Ariana Grundy","Lester",1717,2018,"Surviving J.Kelly","Mark",1551,166,1,0,0,4,16,4,0,3,11628,11415,101.87,3.89,0.61157,0.32077,0.16669,0.04615
2021,7,2,2018,"Surviving J.Kelly","Mark",1551,22859,"Ariana Grundy","Lester",1717,-166,0,0,1,5,16,4,0,3,11221,11305,99.26,4.09,0.57176,0.27631,0.13385,0.05467
2021,7,1,20240,"MakingTheirMarcus","James",1587,2016,"At Witts End","Paul",1640,-53,0,0,1,6,12,3,0,4,11708,11359,103.07,4.79,0.43486,0.23472,0.12745,0.10233
2021,7,1,2016,"At Witts End","Paul",1640,20240,"MakingTheirMarcus","James",1587,53,1,0,0,7,12,3,0,4,11176,11653,95.91,5.04,0.38507,0.18902,0.09309,0.12149
2021,7,3,23413,"The West Wingard","Simon",1376,6510,"The Big Short","Luke",1829,-453,0,0,1,8,4,1,0,6,10255,11855,86.5,7,0.08115,0.03582,0.01658,0.54563
2021,8,4,23345,"Pink Lloyd","Jordan",1674,23413,"The West Wingard","Simon",1529,145,1,0,0,1,20,5,0,3,12630,12160,103.87,3.75,0.63361,0.28613,0.12607,0.0288
2021,8,3,22859,"Ariana Grundy","Lester",1800,20323,"La MacRaena","Anthony",1629,171,1,0,0,2,20,5,0,3,13428,13044,102.94,3.38,0.70477,0.37541,0.19619,0.02147
2021,8,3,20323,"La MacRaena","Anthony",1629,22859,"Ariana Grundy","Lester",1800,-171,0,0,1,3,20,5,0,3,13129,12759,102.9,3.52,0.67627,0.33997,0.1702,0.02409
2021,8,2,6510,"The Big Short","Luke",1674,20240,"MakingTheirMarcus","James",1753,-79,0,0,1,4,16,4,0,4,13191,12537,105.22,4.44,0.49757,0.25565,0.13221,0.0601
2021,8,2,20240,"MakingTheirMarcus","James",1753,6510,"The Big Short","Luke",1674,79,1,0,0,5,16,4,0,4,13461,13033,103.28,4.3,0.52789,0.28724,0.1551,0.05515
2021,8,1,2018,"Surviving J.Kelly","Mark",1570,2016,"At Witts End","Paul",1624,-54,0,0,1,6,16,4,0,4,12791,12929,98.93,4.63,0.45939,0.21843,0.10648,0.06914
2021,8,1,2016,"At Witts End","Paul",1624,2018,"Surviving J.Kelly","Mark",1570,54,1,0,0,7,16,4,0,4,12800,13223,96.8,4.64,0.45873,0.21938,0.10616,0.07078
2021,8,4,23413,"The West Wingard","Simon",1529,23345,"Pink Lloyd","Jordan",1674,-145,0,0,1,8,4,1,0,7,11784,13529,87.1,7.36,0.04177,0.01779,0.00759,0.67047
2021,9,4,22859,"Ariana Grundy","Lester",1762,23413,"The West Wingard","Simon",1460,302,1,0,0,1,24,6,0,3,15190,14504,104.73,2.95,0.78872,0.42212,0.22354,0.00577
2021,9,2,20323,"La MacRaena","Anthony",1812,2018,"Surviving J.Kelly","Mark",1525,287,1,0,0,2,24,6,0,3,14941,14284,104.6,3.05,0.77576,0.39599,0.20038,0.00665
2021,9,3,23345,"Pink Lloyd","Jordan",1726,20240,"MakingTheirMarcus","James",1653,73,1,0,0,3,24,6,0,3,14356,13813,103.93,3.32,0.72334,0.32101,0.14023,0.00879
2021,9,1,6510,"The Big Short","Luke",1802,2016,"At Witts End","Paul",1659,143,1,0,0,4,20,5,0,4,14993,14196,105.61,3.94,0.6011,0.31289,0.16213,0.02337
2021,9,3,20240,"MakingTheirMarcus","James",1653,23345,"Pink Lloyd","Jordan",1726,-73,0,0,1,5,16,4,0,5,15114,14759,102.41,4.84,0.41205,0.22202,0.11883,0.05792
2021,9,2,2018,"Surviving J.Kelly","Mark",1525,20323,"La MacRaena","Anthony",1812,-287,0,0,1,6,16,4,0,5,14316,14741,97.12,5.19,0.3366,0.15522,0.0725,0.07682
2021,9,1,2016,"At Witts End","Paul",1659,6510,"The Big Short","Luke",1802,-143,0,0,1,7,16,4,0,5,14459,15025,96.23,5.13,0.34544,0.16361,0.07929,0.07207
2021,9,4,23413,"The West Wingard","Simon",1460,22859,"Ariana Grundy","Lester",1762,-302,0,0,1,8,4,1,0,8,13244,15291,86.61,7.58,0.01699,0.00714,0.0031,0.74861
2021,10,2,6510,"The Big Short","Luke",1791,23345,"Pink Lloyd","Jordan",1291,500,1,0,0,1,24,6,0,4,16784,15487,108.37,3.33,0.71671,0.38128,0.19994,0.0151
2021,10,1,20323,"La MacRaena","Anthony",1736,2016,"At Witts End","Paul",1801,-65,0,0,1,2,24,6,0,4,16677,16085,103.68,3.39,0.70685,0.36859,0.18947,0.01529
2021,10,4,22859,"Ariana Grundy","Lester",1506,20240,"MakingTheirMarcus","James",1741,-235,0,0,1,3,24,6,0,4,16696,16245,102.78,3.38,0.707,0.36866,0.1892,0.0136
2021,10,2,23345,"Pink Lloyd","Jordan",1291,6510,"The Big Short","Luke",1791,-500,0,0,1,4,24,6,0,4,15647,15604,100.28,3.85,0.61418,0.25056,0.10163,0.02447
2021,10,4,20240,"MakingTheirMarcus","James",1741,22859,"Ariana Grundy","Lester",1506,235,1,0,0,5,20,5,0,5,16855,16265,103.63,4.29,0.52679,0.28584,0.15601,0.04571
2021,10,1,2016,"At Witts End","Paul",1801,20323,"La MacRaena","Anthony",1736,65,1,0,0,6,20,5,0,5,16260,16761,97.01,4.61,0.45829,0.22052,0.10573,0.05397
2021,10,3,2018,"Surviving J.Kelly","Mark",1657,23413,"The West Wingard","Simon",1703,-46,0,0,1,7,16,4,0,6,15973,16444,97.14,5.69,0.2436,0.11351,0.05301,0.13222
2021,10,3,23413,"The West Wingard","Simon",1703,2018,"Surviving J.Kelly","Mark",1657,46,1,0,0,8,8,2,0,8,14947,16948,88.19,7.47,0.02658,0.01104,0.00501,0.69964
2021,11,3,6510,"The Big Short","Luke",1702,22859,"Ariana Grundy","Lester",1502,200,1,0,0,1,28,7,0,4,18486,16989,108.81,2.84,0.80824,0.4312,0.2249,0.00424
2021,11,2,20323,"La MacRaena","Anthony",1757,23413,"The West Wingard","Simon",1475,282,1,0,0,2,28,7,0,4,18434,17560,104.98,2.87,0.79916,0.42029,0.21749,0.00332
2021,11,3,22859,"Ariana Grundy","Lester",1502,6510,"The Big Short","Luke",1702,-200,0,0,1,3,24,6,0,5,18198,17947,101.4,3.98,0.59154,0.29753,0.14941,0.0159
2021,11,1,23345,"Pink Lloyd","Jordan",1716,2016,"At Witts End","Paul",1812,-96,0,0,1,4,24,6,0,5,17363,17416,99.7,4.4,0.49988,0.21006,0.08859,0.02488
2021,11,1,2016,"At Witts End","Paul",1812,23345,"Pink Lloyd","Jordan",1716,96,1,0,0,5,24,6,0,5,18072,18477,97.81,4.04,0.58247,0.28802,0.14273,0.01972
2021,11,4,20240,"MakingTheirMarcus","James",1480,2018,"Surviving J.Kelly","Mark",1737,-257,0,0,1,6,20,5,0,6,18335,18002,101.85,4.91,0.3894,0.20159,0.10656,0.05334
2021,11,4,2018,"Surviving J.Kelly","Mark",1737,20240,"MakingTheirMarcus","James",1480,257,1,0,0,7,20,5,0,6,17710,17924,98.81,5.24,0.32069,0.14788,0.06891,0.05831
2021,11,2,23413,"The West Wingard","Simon",1475,20323,"La MacRaena","Anthony",1757,-282,0,0,1,8,8,2,0,9,16422,18705,87.79,7.72,0.00862,0.00343,0.00141,0.82029
2021,12,4,6510,"The Big Short","Luke",1829,2018,"Surviving J.Kelly","Mark",964,865,1,0,0,1,32,8,0,4,20315,17953,113.16,2.17,0.92578,0.53109,0.29512,0.00086
2021,12,3,20323,"La MacRaena","Anthony",1512,20240,"MakingTheirMarcus","James",1348,164,1,0,0,2,32,8,0,4,19946,18908,105.49,2.32,0.90844,0.48979,0.25302,0.00094
2021,12,2,23345,"Pink Lloyd","Jordan",1619,22859,"Ariana Grundy","Lester",1157,462,1,0,0,3,28,7,0,5,18982,18573,102.2,3.69,0.67906,0.2898,0.12524,0.01122
2021,12,2,22859,"Ariana Grundy","Lester",1157,23345,"Pink Lloyd","Jordan",1619,-462,0,0,1,4,24,6,0,6,19355,19566,98.92,4.47,0.50435,0.23693,0.11273,0.03213
2021,12,1,2016,"At Witts End","Paul",875,23413,"The West Wingard","Simon",1334,-459,0,0,1,5,24,6,0,6,18947,19811,95.64,4.71,0.44395,0.19756,0.08893,0.0376
2021,12,3,20240,"MakingTheirMarcus","James",1348,20323,"La MacRaena","Anthony",1512,-164,0,0,1,6,20,5,0,7,19683,19514,100.87,5.33,0.30953,0.15732,0.08182,0.0937
2021,12,4,2018,"Surviving J.Kelly","Mark",964,6510,"The Big Short","Luke",1829,-865,0,0,1,7,20,5,0,7,18674,19753,94.54,5.78,0.21345,0.09156,0.04079,0.1135
2021,12,1,23413,"The West Wingard","Simon",1334,2016,"At Witts End","Paul",875,459,1,0,0,8,12,3,0,9,17756,19580,90.68,7.53,0.01544,0.00595,0.00235,0.71005
2021,13,4,20323,"La MacRaena","Anthony",1716,6510,"The Big Short","Luke",1237,479,1,0,0,1,36,9,0,4,21662,20145,107.53,1.81,0.95781,0.53839,0.29212,8e-05
2021,13,4,6510,"The Big Short","Luke",1237,20323,"La MacRaena","Anthony",1716,-479,0,0,1,2,32,8,0,5,21552,19669,109.57,2.63,0.87105,0.47433,0.24882,0.00162
2021,13,3,23345,"Pink Lloyd","Jordan",1472,2018,"Surviving J.Kelly","Mark",1840,-368,0,0,1,3,28,7,0,6,20454,20413,100.2,4.27,0.54217,0.23129,0.10087,0.01161
2021,13,1,2016,"At Witts End","Paul",1581,22859,"Ariana Grundy","Lester",1356,225,1,0,0,4,28,7,0,6,20528,21167,96.98,4.24,0.55217,0.25124,0.11272,0.01098
2021,13,2,20240,"MakingTheirMarcus","James",1426,23413,"The West Wingard","Simon",1235,191,1,0,0,5,24,6,0,7,21109,20749,101.74,4.88,0.40406,0.19841,0.10088,0.03387
2021,13,1,22859,"Ariana Grundy","Lester",1356,2016,"At Witts End","Paul",1581,-225,0,0,1,6,24,6,0,7,20711,21147,97.94,5.12,0.35106,0.16299,0.07852,0.03689
2021,13,3,2018,"Surviving J.Kelly","Mark",1840,23345,"Pink Lloyd","Jordan",1472,368,1,0,0,7,24,6,0,7,20514,21225,96.65,5.25,0.31852,0.14225,0.06564,0.04126
2021,13,2,23413,"The West Wingard","Simon",1235,20240,"MakingTheirMarcus","James",1426,-191,0,0,1,8,12,3,0,10,18991,21006,90.41,7.81,0.00316,0.0011,0.00043,0.86369
2021,14,4,20323,"La MacRaena","Anthony",890,23345,"Pink Lloyd","Jordan",797,93,1,0,0,1,40,10,0,4,22552,20942,107.69,1.56,0.97957,0.5128,0.26056,0
2021,14,3,6510,"The Big Short","Luke",1143,23413,"The West Wingard","Simon",1436,-293,0,0,1,2,32,8,0,6,22695,21105,107.53,3.05,0.80923,0.43046,0.22783,0.00312
2021,14,1,2016,"At Witts End","Paul",1498,20240,"MakingTheirMarcus","James",1218,280,1,0,0,3,32,8,0,6,22026,22385,98.4,3.47,0.73329,0.34769,0.16659,0.00504
2021,14,4,23345,"Pink Lloyd","Jordan",797,20323,"La MacRaena","Anthony",890,-93,0,0,1,4,28,7,0,7,21251,21303,99.76,4.91,0.3988,0.17147,0.07502,0.03629
2021,14,2,22859,"Ariana Grundy","Lester",1559,2018,"Surviving J.Kelly","Mark",1533,26,1,0,0,5,28,7,0,7,22270,22680,98.19,4.37,0.52894,0.26261,0.13115,0.02077
2021,14,1,20240,"MakingTheirMarcus","James",1218,2016,"At Witts End","Paul",1498,-280,0,0,1,6,24,6,0,8,22327,22247,100.36,5.4,0.2903,0.14824,0.07655,0.07689
2021,14,2,2018,"Surviving J.Kelly","Mark",1533,22859,"Ariana Grundy","Lester",1559,-26,0,0,1,7,24,6,0,8,22047,22784,96.77,5.57,0.25241,0.12366,0.06111,0.08088
2021,14,3,23413,"The West Wingard","Simon",1436,6510,"The Big Short","Luke",1143,293,1,0,0,8,16,4,0,10,20427,22149,92.23,7.67,0.00746,0.00307,0.00119,0.77701
2021,15,3,20323,"La MacRaena","Anthony",1697,22859,"Ariana Grundy","Lester",1653,44,1,0,0,1,44,11,0,4,24249,22595,107.32,1.29,0.997,0.519,0.26227,0
2021,15,1,2016,"At Witts End","Paul",1855,2018,"Surviving J.Kelly","Mark",1671,184,1,0,0,2,36,9,0,6,23881,24056,99.27,2.79,0.88044,0.42578,0.2067,0.00092
2021,15,2,6510,"The Big Short","Luke",1627,20240,"MakingTheirMarcus","James",1731,-104,0,0,1,3,32,8,0,7,24322,22836,106.51,3.46,0.76117,0.39843,0.20678,0.00706
2021,15,2,20240,"MakingTheirMarcus","James",1731,6510,"The Big Short","Luke",1627,104,1,0,0,4,28,7,0,8,24058,23874,100.77,4.75,0.45431,0.22972,0.1175,0.04477
2021,15,4,23345,"Pink Lloyd","Jordan",1568,23413,"The West Wingard","Simon",1663,-95,0,0,1,5,28,7,0,8,22819,22966,99.36,5.37,0.29685,0.1273,0.05538,0.06272
2021,15,3,22859,"Ariana Grundy","Lester",1653,20323,"La MacRaena","Anthony",1697,-44,0,0,1,6,28,7,0,8,23923,24377,98.14,4.84,0.42579,0.21122,0.1072,0.04827
2021,15,1,2018,"Surviving J.Kelly","Mark",1671,2016,"At Witts End","Paul",1855,-184,0,0,1,7,24,6,0,9,23718,24639,96.26,6.04,0.16874,0.08254,0.04178,0.16767
2021,15,4,23413,"The West Wingard","Simon",1663,23345,"Pink Lloyd","Jordan",1568,95,1,0,0,8,20,5,0,10,22090,23717,93.14,7.46,0.0157,0.00601,0.00239,0.66859
2021,16,2,20323,"La MacRaena","Anthony",1779,2018,"Surviving J.Kelly","Mark",1498,281,1,0,0,1,48,12,0,4,26028,24093,108.03,1.2,0.99998,0.51806,0.26284,0
2021,16,1,2016,"At Witts End","Paul",1997,6510,"The Big Short","Luke",1652,345,1,0,0,2,40,10,0,6,25878,25708,100.66,2.33,0.96082,0.48095,0.23961,0
2021,16,1,6510,"The Big Short","Luke",1652,2016,"At Witts End","Paul",1997,-345,0,0,1,3,32,8,0,8,25974,24833,104.59,4.03,0.65624,0.33429,0.17377,0.0054
2021,16,3,20240,"MakingTheirMarcus","James",1617,23345,"Pink Lloyd","Jordan",1514,103,1,0,0,4,32,8,0,8,25675,25388,101.13,4.21,0.5853,0.28661,0.1416,0.00556
2021,16,4,22859,"Ariana Grundy","Lester",1764,23413,"The West Wingard","Simon",1362,402,1,0,0,5,32,8,0,8,25687,25739,99.8,4.22,0.57473,0.2837,0.13918,0.00424
2021,16,3,23345,"Pink Lloyd","Jordan",1514,20240,"MakingTheirMarcus","James",1617,-103,0,0,1,6,28,7,0,9,24333,24583,98.98,5.87,0.1482,0.06087,0.02595,0.0518
2021,16,2,2018,"Surviving J.Kelly","Mark",1498,20323,"La MacRaena","Anthony",1779,-281,0,0,1,7,24,6,0,10,25216,26418,95.45,6.45,0.07318,0.03503,0.01686,0.17694
2021,16,4,23413,"The West Wingard","Simon",1362,22859,"Ariana Grundy","Lester",1764,-402,0,0,1,8,20,5,0,11,23452,25481,92.04,7.69,0.00155,0.00049,0.00019,0.75606
2021,17,1,20323,"La MacRaena","Anthony",1555,2016,"At Witts End","Paul",1893,-338,0,0,1,1,48,12,0,5,27583,25986,106.15,1.39,0.99999,0.51091,0.24833,0
2021,17,1,2016,"At Witts End","Paul",1893,20323,"La MacRaena","Anthony",1555,338,1,0,0,2,44,11,0,6,27771,27263,101.86,1.89,0.99387,0.51418,0.26546,0
2021,17,4,20240,"MakingTheirMarcus","James",1859,22859,"Ariana Grundy","Lester",1708,151,1,0,0,3,36,9,0,8,27534,27096,101.62,3.56,0.80458,0.39983,0.20242,0.00056
2021,17,2,6510,"The Big Short","Luke",1630,23345,"Pink Lloyd","Jordan",1689,-59,0,0,1,4,32,8,0,9,27604,26522,104.08,4.6,0.486,0.2459,0.12707,0.01599
2021,17,2,23345,"Pink Lloyd","Jordan",1689,6510,"The Big Short","Luke",1630,59,1,0,0,5,32,8,0,9,26022,26213,99.27,5.33,0.24978,0.10161,0.04153,0.02623
2021,17,4,22859,"Ariana Grundy","Lester",1708,20240,"MakingTheirMarcus","James",1859,-151,0,0,1,6,32,8,0,9,27395,27598,99.26,4.75,0.43657,0.21435,0.10888,0.0135
2021,17,3,2018,"Surviving J.Kelly","Mark",1620,23413,"The West Wingard","Simon",1702,-82,0,0,1,7,24,6,0,11,26836,28120,95.43,6.99,0.02626,0.01222,0.00602,0.34246
2021,17,3,23413,"The West Wingard","Simon",1702,2018,"Surviving J.Kelly","Mark",1620,82,1,0,0,8,24,6,0,11,25154,27101,92.82,7.49,0.00295,0.001,0.00029,0.60126
2021,18,2,20323,"La MacRaena","Anthony",1760,23413,"The West Wingard","Simon",1518,242,1,0,0,1,52,13,0,5,29343,27504,106.69,1.35,1,0.51676,0.25483,0
2021,18,1,2016,"At Witts End","Paul",1839,23345,"Pink Lloyd","Jordan",1571,268,1,0,0,2,48,12,0,6,29610,28834,102.69,1.78,1,0.52972,0.27948,0
2021,18,4,20240,"MakingTheirMarcus","James",1598,2018,"Surviving J.Kelly","Mark",1327,271,1,0,0,3,40,10,0,8,29132,28423,102.49,3.28,0.93231,0.44807,0.21724,0
2021,18,3,22859,"Ariana Grundy","Lester",1704,6510,"The Big Short","Luke",1600,104,1,0,0,4,36,9,0,9,29099,29198,99.66,4.17,0.67404,0.32462,0.16107,0
2021,18,3,6510,"The Big Short","Luke",1600,22859,"Ariana Grundy","Lester",1704,-104,0,0,1,5,32,8,0,10,29204,28226,103.46,5.02,0.27251,0.13374,0.06841,0.00578
2021,18,1,23345,"Pink Lloyd","Jordan",1571,2016,"At Witts End","Paul",1839,-268,0,0,1,6,32,8,0,10,27593,28052,98.36,5.66,0.12052,0.04681,0.01884,0.01375
2021,18,4,2018,"Surviving J.Kelly","Mark",1327,20240,"MakingTheirMarcus","James",1598,-271,0,0,1,7,24,6,0,12,28163,29718,94.77,7.15,0.00062,0.00028,0.00013,0.33801
2021,18,2,23413,"The West Wingard","Simon",1518,20323,"La MacRaena","Anthony",1760,-242,0,0,1,8,24,6,0,12,26672,28861,92.42,7.6,0,0,0,0.64246
2021,19,3,20323,"La MacRaena","Anthony",1779,20240,"MakingTheirMarcus","James",1408,371,1,0,0,1,56,14,0,5,31122,28912,107.64,1.3,1,0.53081,0.267,0
2021,19,1,2016,"At Witts End","Paul",1747,23413,"The West Wingard","Simon",1424,323,1,0,0,2,52,13,0,6,31357,30258,103.63,1.7,1,0.5426,0.28799,0
2021,19,3,20240,"MakingTheirMarcus","James",1408,20323,"La MacRaena","Anthony",1779,-371,0,0,1,3,40,10,0,9,30540,30202,101.12,3.66,0.81592,0.37111,0.17463,0
2021,19,4,6510,"The Big Short","Luke",1777,2018,"Surviving J.Kelly","Mark",1491,286,1,0,0,4,36,9,0,10,30981,29717,104.25,4.4,0.55309,0.27146,0.13831,0
2021,19,2,22859,"Ariana Grundy","Lester",1656,23345,"Pink Lloyd","Jordan",1689,-33,0,0,1,5,36,9,0,10,30755,30887,99.57,4.63,0.43463,0.20721,0.10105,0
2021,19,2,23345,"Pink Lloyd","Jordan",1689,22859,"Ariana Grundy","Lester",1656,33,1,0,0,6,36,9,0,10,29282,29708,98.57,5.31,0.19636,0.07681,0.03102,0
2021,19,4,2018,"Surviving J.Kelly","Mark",1491,6510,"The Big Short","Luke",1777,-286,0,0,1,7,24,6,0,13,29654,31495,94.15,7.32,0,0,0,0.31631
2021,19,1,23413,"The West Wingard","Simon",1424,2016,"At Witts End","Paul",1747,-323,0,0,1,8,24,6,0,13,28096,30608,91.79,7.68,0,0,0,0.68369
2021,20,4,20323,"La MacRaena","Anthony",1555,6510,"The Big Short","Luke",1811,-256,0,0,1,1,56,14,0,6,32677,30723,106.36,1.25,1,0.50784,0.24187,0
2021,20,1,2016,"At Witts End","Paul",1879,22859,"Ariana Grundy","Lester",1932,-53,0,0,1,2,52,13,0,7,33236,32190,103.25,1.75,1,0.53413,0.28802,0
2021,20,4,6510,"The Big Short","Luke",1811,20323,"La MacRaena","Anthony",1555,256,1,0,0,3,40,10,0,10,32792,31272,104.86,3.65,0.83601,0.40968,0.20569,0
2021,20,2,20240,"MakingTheirMarcus","James",1427,23413,"The West Wingard","Simon",1629,-202,0,0,1,4,40,10,0,10,31967,31831,100.43,4.5,0.3766,0.16861,0.07351,0
2021,20,1,22859,"Ariana Grundy","Lester",1932,2016,"At Witts End","Paul",1879,53,1,0,0,5,40,10,0,10,32687,32766,99.76,3.85,0.78739,0.37974,0.19091,0
2021,20,3,23345,"Pink Lloyd","Jordan",1600,2018,"Surviving J.Kelly","Mark",1645,-45,0,0,1,6,36,9,0,11,30882,31353,98.5,6,0,0,0,0
2021,20,3,2018,"Surviving J.Kelly","Mark",1645,23345,"Pink Lloyd","Jordan",1600,45,1,0,0,7,28,7,0,13,31299,33095,94.57,7.25,0,0,0,0.25035
2021,20,2,23413,"The West Wingard","Simon",1629,20240,"MakingTheirMarcus","James",1427,202,1,0,0,8,28,7,0,13,29725,32035,92.79,7.75,0,0,0,0.74965
2021,21,4,20323,"La MacRaena","Anthony",1612,23345,"Pink Lloyd","Jordan",1673,-61,0,0,1,1,56,14,0,7,34289,32396,105.84,2,1,0.48285,0.23012,0
2021,21,1,2016,"At Witts End","Paul",1662,20240,"MakingTheirMarcus","James",1631,31,1,0,0,2,56,14,0,7,34898,33821,103.18,1,1,0.5333,0.28287,0
2021,21,3,6510,"The Big Short","Luke",1706,23413,"The West Wingard","Simon",1754,-48,0,0,1,3,40,10,0,11,34498,33026,104.46,3,1,0.51715,0.25347,0
2021,21,1,20240,"MakingTheirMarcus","James",1631,2016,"At Witts End","Paul",1662,-31,0,0,1,4,40,10,0,11,33598,33493,100.31,5,0,0,0,0
2021,21,2,22859,"Ariana Grundy","Lester",1671,2018,"Surviving J.Kelly","Mark",1736,-65,0,0,1,5,40,10,0,11,34358,34502,99.58,4,1,0.4667,0.23354,0
2021,21,4,23345,"Pink Lloyd","Jordan",1673,20323,"La MacRaena","Anthony",1612,61,1,0,0,6,40,10,0,11,32555,32965,98.76,6,0,0,0,0
2021,21,2,2018,"Surviving J.Kelly","Mark",1736,22859,"Ariana Grundy","Lester",1671,65,1,0,0,7,32,8,0,13,33035,34766,95.02,7,0,0,0,0
2021,21,3,23413,"The West Wingard","Simon",1754,6510,"The Big Short","Luke",1706,48,1,0,0,8,32,8,0,13,31479,33741,93.3,8,0,0,0,1
2021,22,2,2016,"At Witts End","Paul",1938,6510,"The Big Short","Luke",1789,149,1,0,0,1,,,,,,,,,,,,
2021,22,1,20240,"MakingTheirMarcus","James",1696,20323,"La MacRaena","Anthony",1561,135,1,0,0,2,,,,,,,,,,,,
2021,22,1,20323,"La MacRaena","Anthony",1561,20240,"MakingTheirMarcus","James",1696,-135,0,0,1,3,,,,,,,,,,,,
2021,22,2,6510,"The Big Short","Luke",1789,2016,"At Witts End","Paul",1938,-149,0,0,1,4,,,,,,,,,,,,
2021,23,1,2016,"At Witts End","Paul",1897,20240,"MakingTheirMarcus","James",1693,204,1,0,0,1,,,,,,,,,,,,
2021,23,1,20240,"MakingTheirMarcus","James",1693,2016,"At Witts End","Paul",1897,-204,0,0,1,2,,,,,,,,,,,,
2022,1,3,10883,"Love is Hind","Lester",1931,10882,"Take Me To Parish","James",1683,248,1,0,0,1,4,1,0,0,1931,1683,114.7,4.02,0.58858,0.30108,0.15301,0.08146
2022,1,1,10834,"Dunkley's Donuts","Mark",1841,5535,"We're the Millers","Paul",1727,114,1,0,0,2,4,1,0,0,1841,1727,106.6,4.05,0.58368,0.29373,0.14759,0.08575
2022,1,4,14003,"Gov Is In The Air","Luke",1752,63015,"Wolf of Walsh St","Jordan",1554,198,1,0,0,3,4,1,0,0,1752,1554,112.7,4.07,0.5789,0.28803,0.14294,0.08582
2022,1,2,11125,"Sloane Andreas","Simon",1692,10836,"Cumming for the DB","Anthony",1553,139,1,0,0,4,4,1,0,0,1692,1553,109,4.09,0.57682,0.28531,0.1407,0.08796
2022,1,1,5535,"We're the Millers","Paul",1727,10834,"Dunkley's Donuts","Mark",1841,-114,0,0,1,5,0,0,0,1,1727,1841,93.8,4.92,0.42261,0.21228,0.10802,0.16035
2022,1,3,10882,"Take Me To Parish","James",1683,10883,"Love is Hind","Lester",1931,-248,0,0,1,6,0,0,0,1,1683,1931,87.2,4.92,0.42277,0.21178,0.10627,0.163
2022,1,4,63015,"Wolf of Walsh St","Jordan",1554,14003,"Gov Is In The Air","Luke",1752,-198,0,0,1,7,0,0,0,1,1554,1752,88.7,4.98,0.41163,0.20235,0.09938,0.1684
2022,1,2,10836,"Cumming for the DB","Anthony",1553,11125,"Sloane Andreas","Simon",1692,-139,0,0,1,8,0,0,0,1,1553,1692,91.8,4.96,0.41501,0.20544,0.10209,0.16726
2022,2,4,10883,"Love is Hind","Lester",1907,63015,"Wolf of Walsh St","Jordan",1530,377,1,0,0,1,8,2,0,0,3838,3213,119.5,3.53,0.67914,0.35368,0.18457,0.04643
2022,2,2,10834,"Dunkley's Donuts","Mark",1961,10882,"Take Me To Parish","James",1597,364,1,0,0,2,8,2,0,0,3802,3324,114.4,3.55,0.67604,0.3473,0.17704,0.04766
2022,2,3,11125,"Sloane Andreas","Simon",1730,14003,"Gov Is In The Air","Luke",1597,133,1,0,0,3,8,2,0,0,3422,3150,108.6,3.67,0.65623,0.32036,0.15619,0.05454
2022,2,3,14003,"Gov Is In The Air","Luke",1597,11125,"Sloane Andreas","Simon",1730,-133,0,0,1,4,4,1,0,1,3349,3284,102,4.53,0.49341,0.24291,0.11959,0.11151
2022,2,1,10836,"Cumming for the DB","Anthony",1757,5535,"We're the Millers","Paul",1742,15,1,0,0,5,4,1,0,1,3310,3434,96.4,4.54,0.49246,0.24007,0.11571,0.11308
2022,2,1,5535,"We're the Millers","Paul",1742,10836,"Cumming for the DB","Anthony",1757,-15,0,0,1,6,0,0,0,2,3469,3598,96.4,5.32,0.34829,0.17532,0.08903,0.19764
2022,2,2,10882,"Take Me To Parish","James",1597,10834,"Dunkley's Donuts","Mark",1961,-364,0,0,1,7,0,0,0,2,3280,3892,84.3,5.4,0.333,0.16458,0.08226,0.20832
2022,2,4,63015,"Wolf of Walsh St","Jordan",1530,10883,"Love is Hind","Lester",1907,-377,0,0,1,8,0,0,0,2,3084,3659,84.3,5.47,0.32143,0.15578,0.07561,0.22082
2022,3,4,10883,"Love is Hind","Lester",1946,11125,"Sloane Andreas","Simon",1575,371,1,0,0,1,12,3,0,0,5784,4788,120.8,3.05,0.7666,0.41603,0.21835,0.02374
2022,3,3,10834,"Dunkley's Donuts","Mark",1512,63015,"Wolf of Walsh St","Jordan",1383,129,1,0,0,2,12,3,0,0,5314,4707,112.9,3.19,0.74218,0.37051,0.1841,0.02881
2022,3,2,10836,"Cumming for the DB","Anthony",1842,14003,"Gov Is In The Air","Luke",1658,184,1,0,0,3,8,2,0,1,5152,5092,101.2,4.07,0.5858,0.28851,0.14272,0.06779
2022,3,4,11125,"Sloane Andreas","Simon",1575,10883,"Love is Hind","Lester",1946,-371,0,0,1,4,8,2,0,1,4997,5096,98.1,4.12,0.57481,0.2747,0.13137,0.07171
2022,3,1,5535,"We're the Millers","Paul",1746,10882,"Take Me To Parish","James",1737,9,1,0,0,5,4,1,0,2,5215,5335,97.8,4.89,0.42132,0.21095,0.10729,0.13159
