"season","round","fixture","user_team_id","team","coach","team_score","opponent_team_id","opponent_team","opponent_coach","opponent_score","differential","win","draw","loss","position","points","wins","draws","losses","points_for","points_against","pcnt","sim_pos","sim_finals","sim_gfinal","sim_champ","sim_spoon"
2018,15,1,,"Danger Things","Paul",1632,,"The Lyons King","Luke",1777,-145,0,0,1,6,24,6,0,9,23479,23588,99.54,5.77,0.25419,0.1163,0.05616,0.1864
2018,15,4,,"Post MaSloane","Lester",1378,,"Crippstocurrency","Jordan",1759,-381,0,0,1,7,24,6,0,9,22791,23684,96.23,6.19,0.15681,0.06162,0.02585,0.24482
2018,15,3,,"Vodka Kreuzers","James",1552,,"Ward of the Rings","Mark",1731,-179,0,0,1,8,24,6,0,9,21708,22816,95.14,6.5,0.11764,0.04163,0.01608,0.33151
2018,16,3,,"Since U Been Gawn","Anthony",1777,,"Post MaSloane","Lester",1808,-31,0,0,1,1,44,11,0,5,26076,24752,105.35,1.62,0.99987,0.57506,0.30331,0
2018,16,2,,"The Lyons King","Luke",1755,,"Ward of the Rings","Mark",1589,166,1,0,0,2,44,11,0,5,26196,24905,105.18,1.57,0.99963,0.57067,0.30511,0
2018,16,1,,"VlastuinTrnslation","Simon",1728,,"Danger Things","Paul",1596,132,1,0,0,3,36,9,0,7,25249,25302,99.79,3.34,0.88458,0.3993,0.18765,0.00088
2018,16,4,,"Crippstocurrency","Jordan",1797,,"Vodka Kreuzers","James",1543,254,1,0,0,4,32,8,0,8,24835,24681,100.62,4.41,0.59935,0.24251,0.1064,0.01319
2018,16,3,,"Post MaSloane","Lester",1808,,"Since U Been Gawn","Anthony",1777,31,1,0,0,5,28,7,0,9,24599,25461,96.61,5.61,0.21963,0.08571,0.03684,0.10475
2018,16,1,,"Danger Things","Paul",1596,,"VlastuinTrnslation","Simon",1728,-132,0,0,1,6,24,6,0,10,25075,25316,99.05,6.32,0.12234,0.05325,0.02573,0.25786
2018,16,2,,"Ward of the Rings","Mark",1589,,"The Lyons King","Luke",1755,-166,0,0,1,7,24,6,0,10,25347,25598,99.02,6.16,0.14264,0.06283,0.03092,0.20555
2018,16,4,,"Vodka Kreuzers","James",1543,,"Crippstocurrency","Jordan",1797,-254,0,0,1,8,24,6,0,10,23251,24613,94.47,6.96,0.03196,0.01067,0.00404,0.41777
2018,17,4,,"Since U Been Gawn","Anthony",1840,,"Vodka Kreuzers","James",1487,353,1,0,0,1,48,12,0,5,27916,26239,106.39,1.56,1,0.59226,0.31824,0
2018,17,3,,"The Lyons King","Luke",1781,,"Crippstocurrency","Jordan",1557,224,1,0,0,2,48,12,0,5,27977,26462,105.73,1.54,1,0.57232,0.30421,0
2018,17,2,,"VlastuinTrnslation","Simon",1754,,"Post MaSloane","Lester",1685,69,1,0,0,3,40,10,0,7,27003,26987,100.06,3.05,0.97833,0.43562,0.20093,0
2018,17,3,,"Crippstocurrency","Jordan",1557,,"The Lyons King","Luke",1781,-224,0,0,1,4,32,8,0,9,26392,26462,99.74,4.78,0.49384,0.1866,0.07799,0.01166
2018,17,1,,"Ward of the Rings","Mark",1716,,"Danger Things","Paul",1486,230,1,0,0,5,28,7,0,10,27063,27084,99.92,5.28,0.31017,0.13201,0.06305,0.04024
2018,17,2,,"Post MaSloane","Lester",1685,,"VlastuinTrnslation","Simon",1754,-69,0,0,1,6,28,7,0,10,26284,27215,96.58,5.88,0.15473,0.0563,0.02429,0.11282
2018,17,1,,"Danger Things","Paul",1486,,"Ward of the Rings","Mark",1716,-230,0,0,1,7,24,6,0,11,26561,27032,98.26,6.66,0.05356,0.02195,0.01026,0.30154
2018,17,4,,"Vodka Kreuzers","James",1487,,"Since U Been Gawn","Anthony",1840,-353,0,0,1,8,24,6,0,11,24738,26453,93.52,7.25,0.00937,0.00294,0.00103,0.53374
2018,18,4,,"The Lyons King","Luke",1672,,"Since U Been Gawn","Anthony",1630,42,1,0,0,1,52,13,0,5,29649,28092,105.54,1.25,1,0.59266,0.31744,0
2018,18,4,,"Since U Been Gawn","Anthony",1630,,"The Lyons King","Luke",1672,-42,0,0,1,2,48,12,0,6,29546,27911,105.86,1.77,1,0.59385,0.32006,0
2018,18,3,,"VlastuinTrnslation","Simon",1546,,"Vodka Kreuzers","James",1584,-38,0,0,1,3,40,10,0,8,28549,28571,99.92,3.24,0.95101,0.41082,0.19267,0
2018,18,2,,"Crippstocurrency","Jordan",1644,,"Ward of the Rings","Mark",1494,150,1,0,0,4,36,9,0,9,28036,27956,100.29,4.26,0.66562,0.25337,0.10475,0
2018,18,1,,"Post MaSloane","Lester",1766,,"Danger Things","Paul",1521,245,1,0,0,5,32,8,0,10,28050,28736,97.61,5.3,0.26114,0.09838,0.04173,0.03494
2018,18,2,,"Ward of the Rings","Mark",1494,,"Crippstocurrency","Jordan",1644,-150,0,0,1,6,28,7,0,11,28557,28728,99.4,5.98,0.10662,0.04545,0.02128,0.07434
2018,18,3,,"Vodka Kreuzers","James",1584,,"VlastuinTrnslation","Simon",1546,38,1,0,0,7,28,7,0,11,26322,27999,94.01,6.86,0.00922,0.00274,0.00088,0.32577
2018,18,1,,"Danger Things","Paul",1521,,"Post MaSloane","Lester",1766,-245,0,0,1,8,24,6,0,12,28082,28798,97.51,7.35,0.00639,0.00273,0.00119,0.56495
2018,19,4,,"The Lyons King","Luke",1798,,"VlastuinTrnslation","Simon",1600,198,1,0,0,1,56,14,0,5,31447,29692,105.91,1.24,1,0.61144,0.32849,0
2018,19,3,,"Since U Been Gawn","Anthony",1858,,"Ward of the Rings","Mark",1485,373,1,0,0,2,52,13,0,6,31404,29396,106.83,1.76,1,0.62468,0.34436,0
2018,19,1,,"Crippstocurrency","Jordan",1456,,"Danger Things","Paul",1418,38,1,0,0,3,40,10,0,9,29492,29374,100.4,3.91,0.74311,0.25887,0.10157,0
2018,19,4,,"VlastuinTrnslation","Simon",1600,,"The Lyons King","Luke",1798,-198,0,0,1,4,40,10,0,9,30149,30369,99.28,3.46,0.92311,0.38466,0.17641,0
2018,19,2,,"Post MaSloane","Lester",1590,,"Vodka Kreuzers","James",1537,53,1,0,0,5,36,9,0,10,29640,30273,97.91,4.75,0.33378,0.12035,0.04917,0
2018,19,3,,"Ward of the Rings","Mark",1485,,"Since U Been Gawn","Anthony",1858,-373,0,0,1,6,28,7,0,12,30042,30586,98.22,6.27,0,0,0,0.03835
2018,19,2,,"Vodka Kreuzers","James",1537,,"Post MaSloane","Lester",1590,-53,0,0,1,7,28,7,0,12,27859,29589,94.15,7.06,0,0,0,0.34238
2018,19,1,,"Danger Things","Paul",1418,,"Crippstocurrency","Jordan",1456,-38,0,0,1,8,24,6,0,13,29500,30254,97.51,7.55,0,0,0,0.61927
2018,20,3,,"The Lyons King","Luke",1879,,"Post MaSloane","Lester",1578,301,1,0,0,1,60,15,0,5,33326,31270,106.57,1.11,1,0.6447,0.35358,0
2018,20,2,,"Since U Been Gawn","Anthony",1726,,"Crippstocurrency","Jordan",1636,90,1,0,0,2,56,14,0,6,33130,31032,106.76,1.89,1,0.60704,0.33304,0
2018,20,4,,"VlastuinTrnslation","Simon",1729,,"Ward of the Rings","Mark",1608,121,1,0,0,3,44,11,0,9,31878,31977,99.69,3,1,0.40516,0.18448,0
2018,20,2,,"Crippstocurrency","Jordan",1636,,"Since U Been Gawn","Anthony",1726,-90,0,0,1,4,40,10,0,10,31128,31100,100.09,4.23,0.76842,0.2621,0.09821,0
2018,20,3,,"Post MaSloane","Lester",1578,,"The Lyons King","Luke",1879,-301,0,0,1,5,36,9,0,11,31218,32152,97.1,4.77,0.23158,0.081,0.03069,0
2018,20,1,,"Vodka Kreuzers","James",1577,,"Danger Things","Paul",1557,20,1,0,0,6,32,8,0,12,29436,31146,94.51,6.25,0,0,0,0
2018,20,4,,"Ward of the Rings","Mark",1608,,"VlastuinTrnslation","Simon",1729,-121,0,0,1,7,28,7,0,13,31650,32315,97.94,6.76,0,0,0,0.00227
2018,20,1,,"Danger Things","Paul",1557,,"Vodka Kreuzers","James",1577,-20,0,0,1,8,24,6,0,14,31057,31831,97.57,8,0,0,0,0.99773
2018,21,2,,"The Lyons King","Luke",1748,,"Vodka Kreuzers","James",1475,273,1,0,0,1,64,16,0,5,35074,32745,107.11,1,1,0.65085,0.3607,0
2018,21,1,,"Since U Been Gawn","Anthony",1568,,"Danger Things","Paul",1596,-28,0,0,1,2,56,14,0,7,34698,32628,106.34,2,1,0.58793,0.31795,0
2018,21,3,,"VlastuinTrnslation","Simon",1695,,"Crippstocurrency","Jordan",1651,44,1,0,0,3,48,12,0,9,33573,33628,99.84,3,1,0.41207,0.18736,0
2018,21,3,,"Crippstocurrency","Jordan",1651,,"VlastuinTrnslation","Simon",1695,-44,0,0,1,4,40,10,0,11,32779,32795,99.95,5,0,0,0,0
2018,21,4,,"Post MaSloane","Lester",1789,,"Ward of the Rings","Mark",1666,123,1,0,0,5,40,10,0,11,33007,33818,97.6,4,1,0.34915,0.13399,0
2018,21,2,,"Vodka Kreuzers","James",1475,,"The Lyons King","Luke",1748,-273,0,0,1,6,32,8,0,13,30911,32894,93.97,6,0,0,0,0
2018,21,1,,"Danger Things","Paul",1596,,"Since U Been Gawn","Anthony",1568,28,1,0,0,7,28,7,0,14,32653,33399,97.77,8,0,0,0,1
2018,21,4,,"Ward of the Rings","Mark",1666,,"Post MaSloane","Lester",1789,-123,0,0,1,8,28,7,0,14,33316,34104,97.69,7,0,0,0,0
2018,22,1,,"The Lyons King","Luke",1965,,"Crippstocurrency","Jordan",1650,315,1,0,0,1,,,,,,,,,,,,
2018,22,2,,"VlastuinTrnslation","Simon",1747,,"Since U Been Gawn","Anthony",1644,103,1,0,0,2,,,,,,,,,,,,
2018,22,2,,"Since U Been Gawn","Anthony",1644,,"VlastuinTrnslation","Simon",1747,-103,0,0,1,3,,,,,,,,,,,,
2018,22,1,,"Crippstocurrency","Jordan",1650,,"The Lyons King","Luke",1965,-315,0,0,1,4,,,,,,,,,,,,
2018,23,1,,"The Lyons King","Luke",1869,,"VlastuinTrnslation","Simon",1804,65,1,0,0,1,,,,,,,,,,,,
2018,23,1,,"VlastuinTrnslation","Simon",1804,,"The Lyons King","Luke",1869,-65,0,0,1,2,,,,,,,,,,,,
2019,1,3,,"Barbeques Treloar","Simon",1640,,"Fire The Worpedo","James",1499,141,1,0,0,1,4,1,0,0,1640,1499,109.41,4.08,0.57757,0.28564,0.14229,0.08757
2019,1,2,,"DEVQON.1","Lester",1742,,"Swimming n Titch","Mark",1595,147,1,0,0,2,4,1,0,0,1742,1595,109.22,4.04,0.58535,0.29513,0.14688,0.08436
2019,1,4,,"Casting Crouch","Jordan",1718,,"Man of Steele","Luke",1660,58,1,0,0,3,4,1,0,0,1718,1660,103.49,4.05,0.58255,0.293,0.14806,0.08343
2019,1,1,,"Salt&VinegarCripps","Anthony",1667,,"TryingAnewStratton","Paul",1627,40,1,0,0,4,4,1,0,0,1667,1627,102.46,4.07,0.57977,0.28745,0.14248,0.08633
2019,1,1,,"TryingAnewStratton","Paul",1627,,"Salt&VinegarCripps","Anthony",1667,-40,0,0,1,5,0,0,0,1,1627,1667,97.6,4.93,0.42093,0.21157,0.10669,0.16303
2019,1,4,,"Man of Steele","Luke",1660,,"Casting Crouch","Jordan",1718,-58,0,0,1,6,0,0,0,1,1660,1718,96.62,4.92,0.42364,0.21515,0.10783,0.16214
2019,1,2,,"Swimming n Titch","Mark",1595,,"DEVQON.1","Lester",1742,-147,0,0,1,7,0,0,0,1,1595,1742,91.56,4.94,0.41885,0.21015,0.10574,0.16506
2019,1,3,,"Fire The Worpedo","James",1499,,"Barbeques Treloar","Simon",1640,-141,0,0,1,8,0,0,0,1,1499,1640,91.4,4.98,0.41134,0.20191,0.10003,0.16808
2019,2,2,,"Barbeques Treloar","Simon",1745,,"Salt&VinegarCripps","Anthony",1542,203,1,0,0,1,8,2,0,0,3385,3041,111.31,3.59,0.66549,0.33601,0.16839,0.05659
2019,2,3,,"DEVQON.1","Lester",1662,,"Man of Steele","Luke",1672,-10,0,0,1,2,4,1,0,1,3404,3267,104.19,4.45,0.51141,0.26138,0.13305,0.11509
2019,2,4,,"Casting Crouch","Jordan",1659,,"Fire The Worpedo","James",1684,-25,0,0,1,3,4,1,0,1,3377,3344,100.99,4.47,0.50646,0.25594,0.13046,0.11805
2019,2,3,,"Man of Steele","Luke",1672,,"DEVQON.1","Lester",1662,10,1,0,0,4,4,1,0,1,3332,3380,98.58,4.48,0.50411,0.25403,0.12781,0.1185
2019,2,4,,"Fire The Worpedo","James",1684,,"Casting Crouch","Jordan",1659,25,1,0,0,5,4,1,0,1,3183,3299,96.48,4.54,0.4939,0.24412,0.11997,0.12244
2019,2,1,,"Swimming n Titch","Mark",1547,,"TryingAnewStratton","Paul",1526,21,1,0,0,6,4,1,0,1,3142,3268,96.14,4.54,0.49046,0.23971,0.11705,0.12216
2019,2,2,,"Salt&VinegarCripps","Anthony",1542,,"Barbeques Treloar","Simon",1745,-203,0,0,1,7,4,1,0,1,3209,3372,95.17,4.54,0.49355,0.24184,0.11964,0.12304
2019,2,1,,"TryingAnewStratton","Paul",1526,,"Swimming n Titch","Mark",1547,-21,0,0,1,8,0,0,0,2,3153,3214,98.1,5.4,0.33462,0.16697,0.08363,0.22413
2019,3,4,,"DEVQON.1","Lester",1751,,"Fire The Worpedo","James",1499,252,1,0,0,1,8,2,0,1,5155,4766,108.16,3.96,0.59959,0.30701,0.15749,0.07852
2019,3,3,,"Casting Crouch","Jordan",1716,,"Salt&VinegarCripps","Anthony",1599,117,1,0,0,2,8,2,0,1,5093,4943,103.03,3.99,0.59448,0.30358,0.15455,0.07875
2019,3,1,,"Barbeques Treloar","Simon",1407,,"TryingAnewStratton","Paul",1692,-285,0,0,1,3,8,2,0,1,4792,4733,101.25,4.11,0.57116,0.27778,0.13199,0.08568
2019,3,2,,"Man of Steele","Luke",1750,,"Swimming n Titch","Mark",1721,29,1,0,0,4,8,2,0,1,5082,5101,99.63,3.98,0.59663,0.30463,0.15616,0.07914
2019,3,1,,"TryingAnewStratton","Paul",1692,,"Barbeques Treloar","Simon",1407,285,1,0,0,5,4,1,0,2,4845,4621,104.85,4.98,0.41123,0.20398,0.10191,0.16684
2019,3,2,,"Swimming n Titch","Mark",1721,,"Man of Steele","Luke",1750,-29,0,0,1,6,4,1,0,2,4863,5018,96.91,4.96,0.41601,0.20597,0.10331,0.16639
2019,3,3,,"Salt&VinegarCripps","Anthony",1599,,"Casting Crouch","Jordan",1716,-117,0,0,1,7,4,1,0,2,4808,5088,94.5,4.99,0.41029,0.20374,0.1001,0.17039
2019,3,4,,"Fire The Worpedo","James",1499,,"DEVQON.1","Lester",1751,-252,0,0,1,8,4,1,0,2,4682,5050,92.71,5.04,0.40061,0.19331,0.09449,0.17429
2019,4,4,,"DEVQON.1","Lester",1706,,"Salt&VinegarCripps","Anthony",1523,183,1,0,0,1,12,3,0,1,6861,6289,109.1,3.5,0.68591,0.3555,0.18185,0.04453
2019,4,2,,"Casting Crouch","Jordan",1586,,"Barbeques Treloar","Simon",1340,246,1,0,0,2,12,3,0,1,6679,6283,106.3,3.55,0.678,0.33984,0.16998,0.04808
2019,4,1,,"Man of Steele","Luke",1824,,"TryingAnewStratton","Paul",1647,177,1,0,0,3,12,3,0,1,6906,6748,102.34,3.46,0.6951,0.36453,0.18885,0.04505
2019,4,3,,"Swimming n Titch","Mark",1629,,"Fire The Worpedo","James",1567,62,1,0,0,4,8,2,0,2,6492,6585,98.59,4.51,0.49705,0.24405,0.11992,0.10718
2019,4,2,,"Barbeques Treloar","Simon",1340,,"Casting Crouch","Jordan",1586,-246,0,0,1,5,8,2,0,2,6132,6319,97.04,4.66,0.46829,0.21504,0.10074,0.11993
2019,4,1,,"TryingAnewStratton","Paul",1647,,"Man of Steele","Luke",1824,-177,0,0,1,6,4,1,0,3,6492,6445,100.73,5.39,0.33314,0.16916,0.08615,0.20392
2019,4,3,,"Fire The Worpedo","James",1567,,"Swimming n Titch","Mark",1629,-62,0,0,1,7,4,1,0,3,6249,6679,93.56,5.47,0.31945,0.15443,0.07557,0.21626
2019,4,4,,"Salt&VinegarCripps","Anthony",1523,,"DEVQON.1","Lester",1706,-183,0,0,1,8,4,1,0,3,6331,6794,93.19,5.45,0.32306,0.15745,0.07694,0.21505
2019,5,2,,"Man of Steele","Luke",1594,,"Fire The Worpedo","James",1541,53,1,0,0,1,16,4,0,1,8500,8289,102.55,3.01,0.76835,0.40298,0.20949,0.02659
2019,5,3,,"DEVQON.1","Lester",1405,,"Barbeques Treloar","Simon",1555,-150,0,0,1,2,12,3,0,2,8266,7844,105.38,3.96,0.60056,0.30725,0.15512,0.06773
2019,5,1,,"Casting Crouch","Jordan",1564,,"TryingAnewStratton","Paul",1806,-242,0,0,1,3,12,3,0,2,8243,8089,101.9,4,0.59557,0.30158,0.15096,0.06939
2019,5,3,,"Barbeques Treloar","Simon",1555,,"DEVQON.1","Lester",1405,150,1,0,0,4,12,3,0,2,7687,7724,99.52,4.22,0.55466,0.25175,0.11444,0.08455
2019,5,1,,"TryingAnewStratton","Paul",1806,,"Casting Crouch","Jordan",1564,242,1,0,0,5,8,2,0,3,8298,8009,103.61,4.88,0.42833,0.22181,0.11408,0.14354
2019,5,4,,"Swimming n Titch","Mark",1580,,"Salt&VinegarCripps","Anthony",1649,-69,0,0,1,6,8,2,0,3,8072,8234,98.03,4.96,0.41258,0.20533,0.10233,0.14784
2019,5,4,,"Salt&VinegarCripps","Anthony",1649,,"Swimming n Titch","Mark",1580,69,1,0,0,7,8,2,0,3,7980,8374,95.29,5.01,0.40339,0.19649,0.09832,0.15567
2019,5,2,,"Fire The Worpedo","James",1541,,"Man of Steele","Luke",1594,-53,0,0,1,8,4,1,0,4,7790,8273,94.16,5.96,0.23656,0.11281,0.05526,0.30469
2019,6,3,,"Man of Steele","Luke",1808,,"Salt&VinegarCripps","Anthony",1562,246,1,0,0,1,20,5,0,1,10308,9851,104.64,2.57,0.8437,0.45437,0.24119,0.01124
2019,6,2,,"DEVQON.1","Lester",1636,,"Casting Crouch","Jordan",1605,31,1,0,0,2,16,4,0,2,9902,9449,104.79,3.55,0.6855,0.34319,0.17047,0.0372
2019,6,4,,"Barbeques Treloar","Simon",1787,,"Swimming n Titch","Mark",1417,370,1,0,0,3,16,4,0,2,9474,9141,103.64,3.72,0.65305,0.29952,0.1367,0.04246
2019,6,1,,"TryingAnewStratton","Paul",1746,,"Fire The Worpedo","James",1503,243,1,0,0,4,12,3,0,3,10044,9512,105.59,4.35,0.52919,0.27404,0.14221,0.07641
2019,6,2,,"Casting Crouch","Jordan",1605,,"DEVQON.1","Lester",1636,-31,0,0,1,5,12,3,0,3,9848,9725,101.26,4.45,0.51069,0.25757,0.12984,0.08353
2019,6,4,,"Swimming n Titch","Mark",1417,,"Barbeques Treloar","Simon",1787,-370,0,0,1,6,8,2,0,4,9489,10021,94.69,5.5,0.30517,0.14607,0.07119,0.19146
2019,6,3,,"Salt&VinegarCripps","Anthony",1562,,"Man of Steele","Luke",1808,-246,0,0,1,7,8,2,0,4,9542,10182,93.71,5.49,0.30837,0.14785,0.07213,0.19384
2019,6,1,,"Fire The Worpedo","James",1503,,"TryingAnewStratton","Paul",1746,-243,0,0,1,8,4,1,0,5,9293,10019,92.75,6.37,0.16433,0.07739,0.03627,0.36386
2019,7,4,,"Man of Steele","Luke",1720,,"Barbeques Treloar","Simon",1547,173,1,0,0,1,24,6,0,1,12028,11398,105.53,2.18,0.90297,0.49493,0.26566,0.00447
2019,7,1,,"DEVQON.1","Lester",1662,,"TryingAnewStratton","Paul",1533,129,1,0,0,2,20,5,0,2,11564,10982,105.3,3.08,0.77653,0.39086,0.1918,0.01761
2019,7,4,,"Barbeques Treloar","Simon",1547,,"Man of Steele","Luke",1720,-173,0,0,1,3,16,4,0,3,11021,10861,101.47,4.19,0.56633,0.25806,0.11839,0.05802
2019,7,1,,"TryingAnewStratton","Paul",1533,,"DEVQON.1","Lester",1662,-129,0,0,1,4,12,3,0,4,11577,11174,103.61,4.83,0.43279,0.2214,0.11454,0.10221
2019,7,3,,"Casting Crouch","Jordan",1529,,"Swimming n Titch","Mark",1554,-25,0,0,1,5,12,3,0,4,11377,11279,100.87,4.91,0.41822,0.20742,0.1035,0.10796
2019,7,2,,"Salt&VinegarCripps","Anthony",1762,,"Fire The Worpedo","James",1453,309,1,0,0,6,12,3,0,4,11304,11635,97.16,4.95,0.40937,0.19831,0.09836,0.1137
2019,7,3,,"Swimming n Titch","Mark",1554,,"Casting Crouch","Jordan",1529,25,1,0,0,7,12,3,0,4,11043,11550,95.61,5.06,0.38981,0.18113,0.08447,0.12612
2019,7,2,,"Fire The Worpedo","James",1453,,"Salt&VinegarCripps","Anthony",1762,-309,0,0,1,8,4,1,0,6,10746,11781,91.21,6.79,0.10398,0.04789,0.02328,0.46991
2019,8,4,,"Man of Steele","Luke",1717,,"Casting Crouch","Jordan",1549,168,1,0,0,1,28,7,0,1,13745,12947,106.16,1.86,0.95136,0.52961,0.28323,0.00147
2019,8,2,,"DEVQON.1","Lester",1884,,"Swimming n Titch","Mark",1509,375,1,0,0,2,24,6,0,2,13448,12491,107.66,2.58,0.87371,0.45624,0.23076,0.00751
2019,8,1,,"TryingAnewStratton","Paul",1687,,"Salt&VinegarCripps","Anthony",1508,179,1,0,0,3,16,4,0,4,13264,12682,104.59,4.28,0.56357,0.28261,0.14386,0.05968
2019,8,3,,"Barbeques Treloar","Simon",1523,,"Fire The Worpedo","James",1583,-60,0,0,1,4,16,4,0,4,12544,12444,100.8,4.62,0.48904,0.21426,0.09536,0.0806
2019,8,4,,"Casting Crouch","Jordan",1549,,"Man of Steele","Luke",1717,-168,0,0,1,5,12,3,0,5,12926,12996,99.46,5.34,0.3383,0.16193,0.07891,0.15492
2019,8,1,,"Salt&VinegarCripps","Anthony",1508,,"TryingAnewStratton","Paul",1687,-179,0,0,1,6,12,3,0,5,12812,13322,96.17,5.38,0.33244,0.15502,0.07485,0.15872
2019,8,2,,"Swimming n Titch","Mark",1509,,"DEVQON.1","Lester",1884,-375,0,0,1,7,12,3,0,5,12552,13434,93.43,5.53,0.30158,0.13393,0.06192,0.17771
2019,8,3,,"Fire The Worpedo","James",1583,,"Barbeques Treloar","Simon",1523,60,1,0,0,8,8,2,0,6,12329,13304,92.67,6.42,0.15,0.0664,0.03111,0.35939
2019,9,3,,"Man of Steele","Luke",1839,,"DEVQON.1","Lester",1765,74,1,0,0,1,32,8,0,1,15584,14712,105.93,1.54,0.97919,0.56368,0.30576,0.00043
2019,9,3,,"DEVQON.1","Lester",1765,,"Man of Steele","Luke",1839,-74,0,0,1,2,24,6,0,3,15213,14330,106.16,2.86,0.84328,0.44726,0.22706,0.01028
2019,9,1,,"TryingAnewStratton","Paul",1717,,"Swimming n Titch","Mark",1632,85,1,0,0,3,20,5,0,4,14981,14314,104.66,3.77,0.68072,0.33554,0.16786,0.03223
2019,9,2,,"Barbeques Treloar","Simon",1507,,"Salt&VinegarCripps","Anthony",1605,-98,0,0,1,4,16,4,0,5,14051,14049,100.01,5.13,0.38087,0.15963,0.06841,0.1247
2019,9,2,,"Salt&VinegarCripps","Anthony",1605,,"Barbeques Treloar","Simon",1507,98,1,0,0,5,16,4,0,5,14417,14829,97.22,4.94,0.4269,0.19141,0.08912,0.109
2019,9,4,,"Casting Crouch","Jordan",1405,,"Fire The Worpedo","James",1812,-407,0,0,1,6,12,3,0,6,14331,14808,96.78,5.86,0.24091,0.10803,0.05187,0.22951
2019,9,4,,"Fire The Worpedo","James",1812,,"Casting Crouch","Jordan",1405,407,1,0,0,7,12,3,0,6,14141,14709,96.14,5.95,0.22287,0.09669,0.04472,0.24562
2019,9,1,,"Swimming n Titch","Mark",1632,,"TryingAnewStratton","Paul",1717,-85,0,0,1,8,12,3,0,6,14184,15151,93.62,5.95,0.22526,0.09776,0.0452,0.24823
2019,10,2,,"Man of Steele","Luke",1632,,"Swimming n Titch","Mark",1746,-114,0,0,1,1,32,8,0,2,17216,16458,104.61,1.67,0.96791,0.55799,0.30712,0.00049
2019,10,4,,"DEVQON.1","Lester",1471,,"Fire The Worpedo","James",1641,-170,0,0,1,2,24,6,0,4,16684,15971,104.46,3.29,0.7653,0.39191,0.19597,0.01702
2019,10,1,,"TryingAnewStratton","Paul",1720,,"Barbeques Treloar","Simon",1686,34,1,0,0,3,24,6,0,4,16701,16000,104.38,3.26,0.77064,0.39531,0.19833,0.01732
2019,10,3,,"Salt&VinegarCripps","Anthony",1627,,"Casting Crouch","Jordan",1386,241,1,0,0,4,20,5,0,5,16044,16215,98.95,4.53,0.50707,0.22594,0.10379,0.06835
2019,10,1,,"Barbeques Treloar","Simon",1686,,"TryingAnewStratton","Paul",1720,-34,0,0,1,5,16,4,0,6,15737,15769,99.8,5.64,0.27243,0.11776,0.05231,0.18627
2019,10,4,,"Fire The Worpedo","James",1641,,"DEVQON.1","Lester",1471,170,1,0,0,6,16,4,0,6,15782,16180,97.54,5.61,0.2793,0.12059,0.05447,0.1766
2019,10,2,,"Swimming n Titch","Mark",1746,,"Man of Steele","Luke",1632,114,1,0,0,7,16,4,0,6,15930,16783,94.92,5.53,0.30004,0.13156,0.06112,0.17241
2019,10,3,,"Casting Crouch","Jordan",1386,,"Salt&VinegarCripps","Anthony",1627,-241,0,0,1,8,12,3,0,7,15717,16435,95.63,6.47,0.13731,0.05894,0.02689,0.36154
2019,11,1,,"Man of Steele","Luke",1597,,"TryingAnewStratton","Paul",1874,-277,0,0,1,1,32,8,0,3,18813,18332,102.62,1.93,0.94478,0.53833,0.29539,0.00077
2019,11,1,,"TryingAnewStratton","Paul",1874,,"Man of Steele","Luke",1597,277,1,0,0,2,28,7,0,4,18575,17597,105.56,2.75,0.85076,0.45952,0.23752,0.00589
2019,11,4,,"DEVQON.1","Lester",1644,,"Salt&VinegarCripps","Anthony",1691,-47,0,0,1,3,24,6,0,5,18328,17662,103.77,3.76,0.67126,0.34043,0.17099,0.02535
2019,11,4,,"Salt&VinegarCripps","Anthony",1691,,"DEVQON.1","Lester",1644,47,1,0,0,4,24,6,0,5,17735,17859,99.31,4.08,0.60199,0.26382,0.11869,0.03433
2019,11,2,,"Barbeques Treloar","Simon",1551,,"Casting Crouch","Jordan",1448,103,1,0,0,5,20,5,0,6,17288,17217,100.41,5.29,0.32934,0.13579,0.05833,0.11364
2019,11,3,,"Fire The Worpedo","James",1730,,"Swimming n Titch","Mark",1551,179,1,0,0,6,20,5,0,6,17512,17731,98.76,5.14,0.35519,0.15472,0.06966,0.09543
2019,11,3,,"Swimming n Titch","Mark",1551,,"Fire The Worpedo","James",1730,-179,0,0,1,7,16,4,0,7,17481,18513,94.43,6.08,0.18184,0.0794,0.03648,0.23126
2019,11,2,,"Casting Crouch","Jordan",1448,,"Barbeques Treloar","Simon",1551,-103,0,0,1,8,12,3,0,8,17165,17986,95.44,6.98,0.06484,0.02799,0.01294,0.49333
2019,12,2,,"Man of Steele","Luke",1020,,"Fire The Worpedo","James",1256,-236,0,0,1,1,32,8,0,4,19833,19588,101.25,2.23,0.90335,0.48402,0.25289,0.00212
2019,12,1,,"TryingAnewStratton","Paul",1053,,"Casting Crouch","Jordan",1262,-209,0,0,1,2,28,7,0,5,19628,18859,104.08,3.22,0.75628,0.39344,0.20301,0.0118
2019,12,4,,"Salt&VinegarCripps","Anthony",1596,,"Swimming n Titch","Mark",1465,131,1,0,0,3,28,7,0,5,19331,19324,100.04,3.4,0.72349,0.35333,0.17224,0.01536
2019,12,3,,"Barbeques Treloar","Simon",1603,,"DEVQON.1","Lester",1280,323,1,0,0,4,24,6,0,6,18891,18497,102.13,4.72,0.4446,0.2038,0.0941,0.0688
