SEASON,ROUND,SC TEAM,PLAYER,TEAM,POS,PROJ,PTS,SC COACH
2017,17,Show Me The Mundy,J.P.Kennedy,SYD,MID,106,96,PMAC
2017,17,Show Me The Mundy,M.Duncan,GEE,MID,106,108,PMAC
2017,17,Show Me The Mundy,D.Shiel,GWS,MID,115,91,PMAC
2017,17,Show Me The Mundy,T.Greene,GWS,FWD,93,83,PMAC
2017,17,Show Me The Mundy,J.Pittard,PTA,DEF,71,60,PMAC
2017,17,Show Me The Mundy,P.Ryder,PTA,FWD,123,105,PMAC
2017,17,Show Me The Mundy,J.Harbrow,GCS,DEF,88,43,PMAC
2017,17,Show Me The Mundy,D.Swallow,GCS,MID,90,90,PMAC
2017,17,Show Me The Mundy,T.Bellchambers,ESS,RUC,87,107,PMAC
2017,17,Show Me The Mundy,D.Mundy,FRE,MID,86,83,PMAC
2017,17,Show Me The Mundy,K.Lambert,RIC,FWD,105,83,PMAC
2017,17,Show Me The Mundy,S.Ross,STK,MID,110,64,PMAC
2017,17,Show Me The Mundy,J.Steele,STK,FWD,77,59,PMAC
2017,17,Show Me The Mundy,A.Gaff,WCE,MID,98,93,PMAC
2017,17,Show Me The Mundy,J.Roughead,HAW,BEN,103,88,PMAC
2017,17,Show Me The Mundy,M.Boyd,WBD,BEN,69,0,PMAC
2017,17,Show Me The Mundy,J.Elliott,COL,BEN,71,79,PMAC
2017,17,Show Me The Mundy,J.Watson,ESS,BEN,96,0,PMAC
2017,18,Show Me The Mundy,L.Hodge,HAW,DEF,88,90,PMAC
2017,18,Show Me The Mundy,J.Macrae,WBD,FWD,107,108,PMAC
2017,18,Show Me The Mundy,C.Salem,MEL,DEF,67,84,PMAC
2017,18,Show Me The Mundy,S.Docherty,CAR,DEF,116,110,PMAC
2017,18,Show Me The Mundy,Z.Jones,SYD,DEF,68,36,PMAC
2017,18,Show Me The Mundy,J.P.Kennedy,SYD,MID,103,87,PMAC
2017,18,Show Me The Mundy,M.Duncan,GEE,MID,103,106,PMAC
2017,18,Show Me The Mundy,D.Shiel,GWS,MID,108,89,PMAC
2017,18,Show Me The Mundy,T.Greene,GWS,FWD,88,84,PMAC
2017,18,Show Me The Mundy,P.Ryder,PTA,FWD,121,111,PMAC
2017,18,Show Me The Mundy,J.Harbrow,GCS,DEF,82,52,PMAC
2017,18,Show Me The Mundy,D.Swallow,GCS,MID,88,74,PMAC
2017,18,Show Me The Mundy,T.Bellchambers,ESS,RUC,92,95,PMAC
2017,18,Show Me The Mundy,D.Mundy,FRE,MID,84,71,PMAC
2017,18,Show Me The Mundy,K.Lambert,RIC,FWD,102,64,PMAC
2017,18,Show Me The Mundy,S.Ross,STK,MID,106,99,PMAC
2017,18,Show Me The Mundy,J.Steele,STK,FWD,79,97,PMAC
2017,18,Show Me The Mundy,A.Gaff,WCE,MID,84,44,PMAC
2017,18,Show Me The Mundy,J.Roughead,HAW,BEN,105,80,PMAC
2017,18,Show Me The Mundy,A.Mullett,NTH,BEN,86,90,PMAC
2017,18,Show Me The Mundy,J.Pittard,PTA,BEN,71,0,PMAC
2017,18,Show Me The Mundy,J.Watson,ESS,BEN,95,91,PMAC
2017,19,Show Me The Mundy,L.Hodge,HAW,DEF,95,92,PMAC
2017,19,Show Me The Mundy,J.Roughead,HAW,FWD,124,130,PMAC
2017,19,Show Me The Mundy,J.Macrae,WBD,FWD,102,100,PMAC
2017,19,Show Me The Mundy,A.Mullett,NTH,DEF,87,71,PMAC
2017,19,Show Me The Mundy,S.Docherty,CAR,DEF,113,102,PMAC
2017,19,Show Me The Mundy,Z.Jones,SYD,DEF,67,74,PMAC
2017,19,Show Me The Mundy,J.P.Kennedy,SYD,MID,93,50,PMAC
2017,19,Show Me The Mundy,M.Duncan,GEE,MID,108,118,PMAC
2017,19,Show Me The Mundy,D.Shiel,GWS,MID,103,115,PMAC
2017,19,Show Me The Mundy,P.Ryder,PTA,FWD,130,130,PMAC
2017,19,Show Me The Mundy,T.Bellchambers,ESS,RUC,83,58,PMAC
2017,19,Show Me The Mundy,J.Watson,ESS,MID,85,70,PMAC
2017,19,Show Me The Mundy,D.Mundy,FRE,MID,75,53,PMAC
2017,19,Show Me The Mundy,N.Vlastuin,RIC,DEF,77,78,PMAC
2017,19,Show Me The Mundy,K.Lambert,RIC,FWD,91,63,PMAC
2017,19,Show Me The Mundy,S.Ross,STK,MID,115,132,PMAC
2017,19,Show Me The Mundy,J.Steele,STK,FWD,85,81,PMAC
2017,19,Show Me The Mundy,A.Gaff,WCE,MID,82,85,PMAC
2017,19,Show Me The Mundy,C.Salem,MEL,BEN,72,72,PMAC
2017,19,Show Me The Mundy,T.Greene,GWS,BEN,88,0,PMAC
2017,19,Show Me The Mundy,J.Pittard,PTA,BEN,77,103,PMAC
2017,19,Show Me The Mundy,J.Harbrow,GCS,BEN,74,79,PMAC
2017,20,Show Me The Mundy,J.Roughead,HAW,FWD,121,79,PMAC
2017,20,Show Me The Mundy,J.Macrae,WBD,FWD,118,162,PMAC
2017,20,Show Me The Mundy,D.Rich,BRL,MID,77,133,PMAC
2017,20,Show Me The Mundy,A.Mullett,NTH,DEF,90,95,PMAC
2017,20,Show Me The Mundy,A.Swallow,NTH,MID,96,56,PMAC
2017,20,Show Me The Mundy,S.Docherty,CAR,DEF,104,75,PMAC
2017,20,Show Me The Mundy,Z.Jones,SYD,DEF,55,47,PMAC
2017,20,Show Me The Mundy,M.Duncan,GEE,MID,115,132,PMAC
2017,20,Show Me The Mundy,D.Shiel,GWS,MID,102,85,PMAC
2017,20,Show Me The Mundy,J.Pittard,PTA,DEF,75,66,PMAC
2017,20,Show Me The Mundy,P.Ryder,PTA,FWD,122,87,PMAC
2017,20,Show Me The Mundy,J.Watson,ESS,MID,79,35,PMAC
2017,20,Show Me The Mundy,T.Bellchambers,ESS,RUC,81,48,PMAC
2017,20,Show Me The Mundy,N.Vlastuin,RIC,DEF,80,52,PMAC
2017,20,Show Me The Mundy,K.Lambert,RIC,FWD,91,118,PMAC
2017,20,Show Me The Mundy,S.Ross,STK,MID,110,87,PMAC
2017,20,Show Me The Mundy,J.Steele,STK,FWD,91,137,PMAC
2017,20,Show Me The Mundy,A.Gaff,WCE,MID,74,85,PMAC
2017,20,Show Me The Mundy,L.Hodge,HAW,BEN,95,0,PMAC
2017,20,Show Me The Mundy,J.P.Kennedy,SYD,BEN,93,0,PMAC
2017,20,Show Me The Mundy,T.Greene,GWS,BEN,88,0,PMAC
2017,20,Show Me The Mundy,J.Harbrow,GCS,BEN,63,51,PMAC
2017,21,Show Me The Mundy,L.Hodge,HAW,DEF,102,109,PMAC
2017,21,Show Me The Mundy,D.Howe,HAW,DEF,87,74,PMAC
2017,21,Show Me The Mundy,J.Roughead,HAW,FWD,126,107,PMAC
2017,21,Show Me The Mundy,J.Macrae,WBD,FWD,107,61,PMAC
2017,21,Show Me The Mundy,D.Rich,BRL,MID,77,84,PMAC
2017,21,Show Me The Mundy,A.Mullett,NTH,DEF,84,78,PMAC
2017,21,Show Me The Mundy,S.Docherty,CAR,DEF,92,82,PMAC
2017,21,Show Me The Mundy,D.Shiel,GWS,MID,104,116,PMAC
2017,21,Show Me The Mundy,T.Greene,GWS,FWD,86,83,PMAC
2017,21,Show Me The Mundy,D.Simpson,GWS,RUC,66,85,PMAC
2017,21,Show Me The Mundy,P.Ryder,PTA,FWD,116,102,PMAC
2017,21,Show Me The Mundy,D.Swallow,GCS,MID,95,121,PMAC
2017,21,Show Me The Mundy,L.Ryan,FRE,DEF,88,32,PMAC
2017,21,Show Me The Mundy,S.Hill,FRE,MID,83,95,PMAC
2017,21,Show Me The Mundy,S.Ross,STK,MID,92,61,PMAC
2017,21,Show Me The Mundy,J.Steele,STK,FWD,92,75,PMAC
2017,21,Show Me The Mundy,A.Gaff,WCE,MID,74,89,PMAC
2017,21,Show Me The Mundy,J.Redden,WCE,MID,92,93,PMAC
2017,21,Show Me The Mundy,J.P.Kennedy,SYD,BEN,93,0,PMAC
2017,21,Show Me The Mundy,M.Duncan,GEE,BEN,115,0,PMAC
2017,21,Show Me The Mundy,J.Pittard,PTA,BEN,84,111,PMAC
2017,21,Show Me The Mundy,K.Lambert,RIC,BEN,86,81,PMAC
2017,22,Show Me The Mundy,L.Hodge,HAW,DEF,102,52,PMAC
2017,22,Show Me The Mundy,J.Roughead,HAW,FWD,121,68,PMAC
2017,22,Show Me The Mundy,D.Howe,HAW,DEF,86,73,PMAC
2017,22,Show Me The Mundy,J.Macrae,WBD,FWD,111,145,PMAC
2017,22,Show Me The Mundy,D.Rich,BRL,MID,78,94,PMAC
2017,22,Show Me The Mundy,S.Docherty,CAR,DEF,100,144,PMAC
2017,22,Show Me The Mundy,J.P.Kennedy,SYD,MID,89,110,PMAC
2017,22,Show Me The Mundy,M.Duncan,GEE,MID,108,109,PMAC
2017,22,Show Me The Mundy,T.Greene,GWS,FWD,85,96,PMAC
2017,22,Show Me The Mundy,D.Shiel,GWS,MID,98,66,PMAC
2017,22,Show Me The Mundy,P.Ryder,PTA,FWD,122,134,PMAC
2017,22,Show Me The Mundy,D.Swallow,GCS,MID,87,88,PMAC
2017,22,Show Me The Mundy,K.Brooksby,GCS,DEF,96,69,PMAC
2017,22,Show Me The Mundy,T.Bellchambers,ESS,RUC,87,128,PMAC
2017,22,Show Me The Mundy,N.Vlastuin,RIC,DEF,93,85,PMAC
2017,22,Show Me The Mundy,S.Ross,STK,MID,102,114,PMAC
2017,22,Show Me The Mundy,J.Steele,STK,FWD,102,109,PMAC
2017,22,Show Me The Mundy,A.Gaff,WCE,MID,65,48,PMAC
2017,22,Show Me The Mundy,J.Pittard,PTA,BEN,84,0,PMAC
2017,22,Show Me The Mundy,S.Hill,FRE,BEN,82,68,PMAC
2017,22,Show Me The Mundy,K.Lambert,RIC,BEN,97,133,PMAC
2017,22,Show Me The Mundy,J.Redden,WCE,BEN,88,96,PMAC
2017,23,Show Me The Mundy,L.Hodge,HAW,DEF,0,52,PMAC
2017,23,Show Me The Mundy,J.Macrae,WBD,FWD,0,119,PMAC
2017,23,Show Me The Mundy,M.Scharenberg,COL,DEF,0,54,PMAC
2017,23,Show Me The Mundy,D.Rich,BRL,MID,0,126,PMAC
2017,23,Show Me The Mundy,S.Docherty,CAR,DEF,0,88,PMAC
2017,23,Show Me The Mundy,J.P.Kennedy,SYD,MID,0,117,PMAC
2017,23,Show Me The Mundy,M.Duncan,GEE,MID,0,125,PMAC
2017,23,Show Me The Mundy,D.Shiel,GWS,MID,0,88,PMAC
2017,23,Show Me The Mundy,T.Greene,GWS,FWD,0,88,PMAC
2017,23,Show Me The Mundy,J.Pittard,PTA,DEF,0,71,PMAC
2017,23,Show Me The Mundy,P.Ryder,PTA,FWD,0,122,PMAC
2017,23,Show Me The Mundy,J.Lyons,GCS,MID,0,72,PMAC
2017,23,Show Me The Mundy,T.Bellchambers,ESS,RUC,0,150,PMAC
2017,23,Show Me The Mundy,N.Vlastuin,RIC,DEF,0,118,PMAC
2017,23,Show Me The Mundy,K.Lambert,RIC,FWD,0,73,PMAC
2017,23,Show Me The Mundy,S.Ross,STK,MID,0,78,PMAC
2017,23,Show Me The Mundy,J.Steele,STK,FWD,0,110,PMAC
2017,23,Show Me The Mundy,J.Redden,WCE,MID,0,93,PMAC
2017,23,Show Me The Mundy,D.Swallow,GCS,BEN,0,72,PMAC
2017,23,Show Me The Mundy,M.Baguley,ESS,BEN,0,117,PMAC
2017,23,Show Me The Mundy,D.Mundy,FRE,BEN,0,102,PMAC
2017,23,Show Me The Mundy,A.Gaff,WCE,BEN,0,119,PMAC
2017,1,TitchDntKillMyVibe,J.Gibson,HAW,DEF,80,42,JMERC
2017,1,TitchDntKillMyVibe,T.Mitchell,HAW,MID,104,116,JMERC
2017,1,TitchDntKillMyVibe,J.Smith,COL,DEF,62,62,JMERC
2017,1,TitchDntKillMyVibe,A.Treloar,COL,MID,100,96,JMERC
2017,1,TitchDntKillMyVibe,J.Howe,COL,DEF,78,105,JMERC
2017,1,TitchDntKillMyVibe,J.Watts,MEL,FWD,82,43,JMERC
2017,1,TitchDntKillMyVibe,B.Vince,MEL,DEF,115,114,JMERC
2017,1,TitchDntKillMyVibe,C.Oliver,MEL,MID,64,109,JMERC
2017,1,TitchDntKillMyVibe,D.Zorko,BRL,MID,121,114,JMERC
2017,1,TitchDntKillMyVibe,J.Waite,NTH,FWD,118,104,JMERC
2017,1,TitchDntKillMyVibe,C.Marchbank,CAR,DEF,76,97,JMERC
2017,1,TitchDntKillMyVibe,R.Griffen,GWS,MID,88,52,JMERC
2017,1,TitchDntKillMyVibe,S.Mumford,GWS,RUC,87,69,JMERC
2017,1,TitchDntKillMyVibe,T.Miller,GCS,FWD,100,117,JMERC
2017,1,TitchDntKillMyVibe,J.Watson,ESS,MID,92,93,JMERC
2017,1,TitchDntKillMyVibe,N.Fyfe,FRE,MID,105,108,JMERC
2017,1,TitchDntKillMyVibe,J.Steele,STK,FWD,75,113,JMERC
2017,1,TitchDntKillMyVibe,J.Jenkins,ADE,FWD,88,90,JMERC
2017,1,TitchDntKillMyVibe,J.McVeigh,SYD,BEN,92,0,JMERC
2017,1,TitchDntKillMyVibe,S.Selwood,GEE,BEN,84,0,JMERC
2017,1,TitchDntKillMyVibe,K.Stevens,STK,BEN,79,0,JMERC
2017,1,TitchDntKillMyVibe,C.Cameron,ADE,BEN,87,119,JMERC
2017,2,TitchDntKillMyVibe,J.Gibson,HAW,DEF,72,46,JMERC
2017,2,TitchDntKillMyVibe,T.Mitchell,HAW,MID,107,118,JMERC
2017,2,TitchDntKillMyVibe,J.Smith,COL,DEF,64,79,JMERC
2017,2,TitchDntKillMyVibe,A.Treloar,COL,MID,99,108,JMERC
2017,2,TitchDntKillMyVibe,J.Howe,COL,DEF,77,89,JMERC
2017,2,TitchDntKillMyVibe,C.Oliver,MEL,MID,76,139,JMERC
2017,2,TitchDntKillMyVibe,J.Watts,MEL,FWD,84,94,JMERC
2017,2,TitchDntKillMyVibe,D.Zorko,BRL,MID,122,112,JMERC
2017,2,TitchDntKillMyVibe,S.Thompson,NTH,DEF,67,46,JMERC
2017,2,TitchDntKillMyVibe,C.Marchbank,CAR,DEF,80,82,JMERC
2017,2,TitchDntKillMyVibe,S.Mumford,GWS,RUC,87,97,JMERC
2017,2,TitchDntKillMyVibe,R.Griffen,GWS,MID,84,77,JMERC
2017,2,TitchDntKillMyVibe,T.Miller,GCS,FWD,100,80,JMERC
2017,2,TitchDntKillMyVibe,J.Watson,ESS,MID,96,100,JMERC
2017,2,TitchDntKillMyVibe,N.Fyfe,FRE,MID,107,117,JMERC
2017,2,TitchDntKillMyVibe,J.Steele,STK,FWD,75,65,JMERC
2017,2,TitchDntKillMyVibe,J.Jenkins,ADE,FWD,71,2,JMERC
2017,2,TitchDntKillMyVibe,C.Cameron,ADE,FWD,90,87,JMERC
2017,2,TitchDntKillMyVibe,B.Vince,MEL,BEN,104,0,JMERC
2017,2,TitchDntKillMyVibe,J.McVeigh,SYD,BEN,91,0,JMERC
2017,2,TitchDntKillMyVibe,S.Menegola,GEE,BEN,107,0,JMERC
2017,2,TitchDntKillMyVibe,K.Stevens,STK,BEN,74,0,JMERC
2017,3,TitchDntKillMyVibe,T.Mitchell,HAW,MID,107,103,JMERC
2017,3,TitchDntKillMyVibe,J.Howe,COL,DEF,76,86,JMERC
2017,3,TitchDntKillMyVibe,A.Treloar,COL,MID,99,108,JMERC
2017,3,TitchDntKillMyVibe,J.Smith,COL,DEF,61,61,JMERC
2017,3,TitchDntKillMyVibe,J.Watts,MEL,FWD,92,118,JMERC
2017,3,TitchDntKillMyVibe,B.Vince,MEL,DEF,95,53,JMERC
2017,3,TitchDntKillMyVibe,C.Oliver,MEL,MID,81,102,JMERC
2017,3,TitchDntKillMyVibe,D.Zorko,BRL,MID,122,109,JMERC
2017,3,TitchDntKillMyVibe,R.Tarrant,NTH,DEF,81,76,JMERC
2017,3,TitchDntKillMyVibe,C.Marchbank,CAR,DEF,79,56,JMERC
2017,3,TitchDntKillMyVibe,S.Menegola,GEE,MID,106,94,JMERC
2017,3,TitchDntKillMyVibe,S.Mumford,GWS,RUC,94,137,JMERC
2017,3,TitchDntKillMyVibe,J.Cameron,GWS,FWD,71,112,JMERC
2017,3,TitchDntKillMyVibe,T.Miller,GCS,FWD,108,114,JMERC
2017,3,TitchDntKillMyVibe,J.Watson,ESS,MID,96,97,JMERC
2017,3,TitchDntKillMyVibe,N.Fyfe,FRE,MID,109,113,JMERC
2017,3,TitchDntKillMyVibe,J.Steele,STK,FWD,80,88,JMERC
2017,3,TitchDntKillMyVibe,C.Cameron,ADE,FWD,92,81,JMERC
2017,3,TitchDntKillMyVibe,J.Gibson,HAW,BEN,70,80,JMERC
2017,3,TitchDntKillMyVibe,B.Cunnington,NTH,BEN,72,62,JMERC
2017,3,TitchDntKillMyVibe,J.McVeigh,SYD,BEN,93,0,JMERC
2017,3,TitchDntKillMyVibe,K.Stevens,STK,BEN,70,0,JMERC
2017,4,TitchDntKillMyVibe,R.Henderson,HAW,DEF,75,72,JMERC
2017,4,TitchDntKillMyVibe,T.Mitchell,HAW,MID,103,85,JMERC
2017,4,TitchDntKillMyVibe,A.Treloar,COL,MID,92,72,JMERC
2017,4,TitchDntKillMyVibe,J.Howe,COL,DEF,82,130,JMERC
2017,4,TitchDntKillMyVibe,J.Watts,MEL,FWD,89,70,JMERC
2017,4,TitchDntKillMyVibe,B.Vince,MEL,DEF,93,83,JMERC
2017,4,TitchDntKillMyVibe,C.Oliver,MEL,MID,88,112,JMERC
2017,4,TitchDntKillMyVibe,D.Zorko,BRL,MID,123,118,JMERC
2017,4,TitchDntKillMyVibe,R.Tarrant,NTH,DEF,83,93,JMERC
2017,4,TitchDntKillMyVibe,N.Newman,SYD,DEF,86,80,JMERC
2017,4,TitchDntKillMyVibe,S.Menegola,GEE,MID,111,126,JMERC
2017,4,TitchDntKillMyVibe,S.Mumford,GWS,RUC,101,135,JMERC
2017,4,TitchDntKillMyVibe,J.Cameron,GWS,FWD,74,86,JMERC
2017,4,TitchDntKillMyVibe,T.Miller,GCS,FWD,106,71,JMERC
2017,4,TitchDntKillMyVibe,J.Watson,ESS,MID,83,44,JMERC
2017,4,TitchDntKillMyVibe,N.Fyfe,FRE,MID,109,107,JMERC
2017,4,TitchDntKillMyVibe,J.Steele,STK,FWD,86,93,JMERC
2017,4,TitchDntKillMyVibe,C.Cameron,ADE,FWD,94,83,JMERC
2017,4,TitchDntKillMyVibe,M.Wallis,WBD,BEN,82,0,JMERC
2017,4,TitchDntKillMyVibe,C.Marchbank,CAR,BEN,81,74,JMERC
2017,4,TitchDntKillMyVibe,J.McVeigh,SYD,BEN,92,0,JMERC
2017,4,TitchDntKillMyVibe,K.Stevens,STK,BEN,81,0,JMERC
2017,5,TitchDntKillMyVibe,R.Burton,HAW,DEF,84,89,JMERC
2017,5,TitchDntKillMyVibe,T.Mitchell,HAW,MID,108,127,JMERC
2017,5,TitchDntKillMyVibe,J.Howe,COL,DEF,85,108,JMERC
2017,5,TitchDntKillMyVibe,A.Treloar,COL,MID,97,141,JMERC
2017,5,TitchDntKillMyVibe,B.Vince,MEL,DEF,88,74,JMERC
2017,5,TitchDntKillMyVibe,J.Watts,MEL,FWD,89,85,JMERC
2017,5,TitchDntKillMyVibe,C.Oliver,MEL,MID,95,115,JMERC
2017,5,TitchDntKillMyVibe,D.Zorko,BRL,MID,126,121,JMERC
2017,5,TitchDntKillMyVibe,B.Cunnington,NTH,MID,86,111,JMERC
2017,5,TitchDntKillMyVibe,R.Tarrant,NTH,DEF,81,75,JMERC
2017,5,TitchDntKillMyVibe,C.Marchbank,CAR,DEF,84,76,JMERC
2017,5,TitchDntKillMyVibe,S.Mumford,GWS,RUC,106,126,JMERC
2017,5,TitchDntKillMyVibe,J.Cameron,GWS,FWD,85,139,JMERC
2017,5,TitchDntKillMyVibe,T.Miller,GCS,FWD,99,48,JMERC
2017,5,TitchDntKillMyVibe,J.Watson,ESS,MID,84,90,JMERC
2017,5,TitchDntKillMyVibe,N.Fyfe,FRE,MID,113,126,JMERC
2017,5,TitchDntKillMyVibe,J.Steele,STK,FWD,90,80,JMERC
2017,5,TitchDntKillMyVibe,C.Cameron,ADE,FWD,94,75,JMERC
2017,5,TitchDntKillMyVibe,M.Wallis,WBD,BEN,80,0,JMERC
2017,5,TitchDntKillMyVibe,J.McVeigh,SYD,BEN,88,0,JMERC
2017,5,TitchDntKillMyVibe,S.Menegola,GEE,BEN,110,0,JMERC
2017,5,TitchDntKillMyVibe,K.Stevens,STK,BEN,79,0,JMERC
2017,6,TitchDntKillMyVibe,R.Burton,HAW,DEF,83,66,JMERC
2017,6,TitchDntKillMyVibe,T.Mitchell,HAW,MID,108,117,JMERC
2017,6,TitchDntKillMyVibe,J.Howe,COL,DEF,79,70,JMERC
2017,6,TitchDntKillMyVibe,A.Treloar,COL,MID,92,71,JMERC
2017,6,TitchDntKillMyVibe,B.Vince,MEL,DEF,92,63,JMERC
2017,6,TitchDntKillMyVibe,J.Watts,MEL,FWD,102,105,JMERC
2017,6,TitchDntKillMyVibe,C.Oliver,MEL,MID,95,108,JMERC
2017,6,TitchDntKillMyVibe,D.Zorko,BRL,MID,116,68,JMERC
2017,6,TitchDntKillMyVibe,B.Cunnington,NTH,MID,81,34,JMERC
2017,6,TitchDntKillMyVibe,R.Tarrant,NTH,DEF,89,99,JMERC
2017,6,TitchDntKillMyVibe,N.Newman,SYD,DEF,74,59,JMERC
2017,6,TitchDntKillMyVibe,S.Menegola,GEE,MID,109,88,JMERC
2017,6,TitchDntKillMyVibe,S.Mumford,GWS,RUC,112,104,JMERC
2017,6,TitchDntKillMyVibe,J.Cameron,GWS,FWD,81,56,JMERC
2017,6,TitchDntKillMyVibe,T.Miller,GCS,FWD,90,78,JMERC
2017,6,TitchDntKillMyVibe,N.Fyfe,FRE,MID,104,62,JMERC
2017,6,TitchDntKillMyVibe,J.Steele,STK,FWD,90,116,JMERC
2017,6,TitchDntKillMyVibe,C.Cameron,ADE,FWD,88,90,JMERC
2017,6,TitchDntKillMyVibe,M.Wallis,WBD,BEN,80,0,JMERC
2017,6,TitchDntKillMyVibe,J.McVeigh,SYD,BEN,88,0,JMERC
2017,6,TitchDntKillMyVibe,J.Watson,ESS,BEN,77,54,JMERC
2017,6,TitchDntKillMyVibe,K.Stevens,STK,BEN,85,107,JMERC
2017,7,TitchDntKillMyVibe,T.Mitchell,HAW,MID,106,108,JMERC
2017,7,TitchDntKillMyVibe,J.Howe,COL,DEF,74,60,JMERC
2017,7,TitchDntKillMyVibe,A.Treloar,COL,MID,86,73,JMERC
2017,7,TitchDntKillMyVibe,C.Oliver,MEL,MID,87,91,JMERC
2017,7,TitchDntKillMyVibe,J.Watts,MEL,FWD,96,66,JMERC
2017,7,TitchDntKillMyVibe,B.Vince,MEL,DEF,89,98,JMERC
2017,7,TitchDntKillMyVibe,D.Zorko,BRL,MID,111,88,JMERC
2017,7,TitchDntKillMyVibe,B.Cunnington,NTH,MID,87,129,JMERC
2017,7,TitchDntKillMyVibe,R.Tarrant,NTH,DEF,77,64,JMERC
2017,7,TitchDntKillMyVibe,J.McVeigh,SYD,DEF,89,73,JMERC
2017,7,TitchDntKillMyVibe,S.Mumford,GWS,RUC,107,67,JMERC
2017,7,TitchDntKillMyVibe,J.Cameron,GWS,FWD,78,91,JMERC
2017,7,TitchDntKillMyVibe,T.Miller,GCS,FWD,91,83,JMERC
2017,7,TitchDntKillMyVibe,N.Fyfe,FRE,MID,99,99,JMERC
2017,7,TitchDntKillMyVibe,A.Rance,RIC,DEF,83,92,JMERC
2017,7,TitchDntKillMyVibe,J.Caddy,RIC,MID,54,80,JMERC
2017,7,TitchDntKillMyVibe,K.Stevens,STK,FWD,76,97,JMERC
2017,7,TitchDntKillMyVibe,C.Cameron,ADE,FWD,80,47,JMERC
2017,7,TitchDntKillMyVibe,R.Burton,HAW,BEN,84,112,JMERC
2017,7,TitchDntKillMyVibe,M.Wallis,WBD,BEN,80,0,JMERC
2017,7,TitchDntKillMyVibe,S.Menegola,GEE,BEN,103,103,JMERC
2017,7,TitchDntKillMyVibe,J.Watson,ESS,BEN,77,0,JMERC
2017,8,TitchDntKillMyVibe,R.Burton,HAW,DEF,89,105,JMERC
2017,8,TitchDntKillMyVibe,T.Mitchell,HAW,MID,112,135,JMERC
2017,8,TitchDntKillMyVibe,J.Howe,COL,DEF,75,91,JMERC
2017,8,TitchDntKillMyVibe,B.Vince,MEL,DEF,86,41,JMERC
2017,8,TitchDntKillMyVibe,J.Watts,MEL,FWD,81,49,JMERC
2017,8,TitchDntKillMyVibe,C.Oliver,MEL,MID,94,142,JMERC
2017,8,TitchDntKillMyVibe,D.Zorko,BRL,MID,113,119,JMERC
2017,8,TitchDntKillMyVibe,R.Tarrant,NTH,DEF,75,62,JMERC
2017,8,TitchDntKillMyVibe,B.Cunnington,NTH,MID,93,94,JMERC
2017,8,TitchDntKillMyVibe,S.Menegola,GEE,MID,101,95,JMERC
2017,8,TitchDntKillMyVibe,S.Mumford,GWS,RUC,97,87,JMERC
2017,8,TitchDntKillMyVibe,J.Cameron,GWS,FWD,80,119,JMERC
2017,8,TitchDntKillMyVibe,T.Miller,GCS,FWD,74,67,JMERC
2017,8,TitchDntKillMyVibe,J.Watson,ESS,MID,75,94,JMERC
2017,8,TitchDntKillMyVibe,N.Fyfe,FRE,MID,97,99,JMERC
2017,8,TitchDntKillMyVibe,A.Rance,RIC,DEF,81,106,JMERC
2017,8,TitchDntKillMyVibe,J.Caddy,RIC,FWD,63,92,JMERC
2017,8,TitchDntKillMyVibe,C.Cameron,ADE,FWD,73,50,JMERC
2017,8,TitchDntKillMyVibe,M.Wallis,WBD,BEN,80,0,JMERC
2017,8,TitchDntKillMyVibe,A.Treloar,COL,BEN,86,0,JMERC
2017,8,TitchDntKillMyVibe,J.McVeigh,SYD,BEN,83,56,JMERC
2017,8,TitchDntKillMyVibe,K.Stevens,STK,BEN,76,0,JMERC
2017,9,TitchDntKillMyVibe,R.Burton,HAW,FWD,89,74,JMERC
2017,9,TitchDntKillMyVibe,T.Mitchell,HAW,MID,127,158,JMERC
2017,9,TitchDntKillMyVibe,M.Wallis,WBD,FWD,92,132,JMERC
2017,9,TitchDntKillMyVibe,J.Howe,COL,DEF,71,105,JMERC
2017,9,TitchDntKillMyVibe,A.Treloar,COL,MID,89,125,JMERC
2017,9,TitchDntKillMyVibe,B.Vince,MEL,DEF,78,52,JMERC
2017,9,TitchDntKillMyVibe,C.Oliver,MEL,MID,90,91,JMERC
2017,9,TitchDntKillMyVibe,D.Zorko,BRL,MID,114,123,JMERC
2017,9,TitchDntKillMyVibe,B.Cunnington,NTH,MID,86,84,JMERC
2017,9,TitchDntKillMyVibe,R.Tarrant,NTH,DEF,76,102,JMERC
2017,9,TitchDntKillMyVibe,N.Newman,SYD,DEF,88,93,JMERC
2017,9,TitchDntKillMyVibe,S.Menegola,GEE,MID,99,82,JMERC
2017,9,TitchDntKillMyVibe,S.Mumford,GWS,RUC,97,135,JMERC
2017,9,TitchDntKillMyVibe,J.Cameron,GWS,FWD,83,105,JMERC
2017,9,TitchDntKillMyVibe,N.Fyfe,FRE,MID,95,98,JMERC
2017,9,TitchDntKillMyVibe,A.Rance,RIC,DEF,90,105,JMERC
2017,9,TitchDntKillMyVibe,K.Stevens,STK,FWD,76,67,JMERC
2017,9,TitchDntKillMyVibe,C.Cameron,ADE,FWD,71,75,JMERC
2017,9,TitchDntKillMyVibe,J.McVeigh,SYD,BEN,83,0,JMERC
2017,9,TitchDntKillMyVibe,T.Miller,GCS,BEN,74,0,JMERC
2017,9,TitchDntKillMyVibe,J.Watson,ESS,BEN,78,110,JMERC
