SEASON,ROUND,SC TEAM,PLAYER,TEAM,POS,PROJ,PTS
2018,1,Since U Been Gawn,A.Witherden,BRL,DEF,92,89
2018,1,Since U Been Gawn,M.Gawn,MEL,RUC,96,139
2018,1,Since U Been Gawn,N.Jones,MEL,MID,95,83
2018,1,Since U Been Gawn,C.Pedersen,MEL,FWD,85,92
2018,1,Since U Been Gawn,S.Ross,STK,MID,110,113
2018,1,Since U Been Gawn,R.Gray,PTA,BEN,92,0
2018,1,Since U Been Gawn,J.O'Meara,HAW,BEN,67,82
2018,1,Since U Been Gawn,J.J.Kennedy,WCE,BEN,87,0
2018,1,Since U Been Gawn,B.Deledio,GWS,BEN,65,44
2018,2,Since U Been Gawn,H.Hartlett,PTA,DEF,66,45
2018,2,Since U Been Gawn,R.Gray,PTA,FWD,96,111
2018,2,Since U Been Gawn,T.Rockliff,PTA,MID,77,17
2018,2,Since U Been Gawn,R.Bonner,PTA,DEF,86,76
2018,2,Since U Been Gawn,S.Menegola,GEE,FWD,87,57
2018,2,Since U Been Gawn,S.Pendlebury,COL,MID,99,109
2018,2,Since U Been Gawn,C.Blakely,FRE,MID,96,115
2018,2,Since U Been Gawn,K.Simpson,CAR,DEF,109,115
2018,2,Since U Been Gawn,C.Curnow,CAR,FWD,92,96
2018,2,Since U Been Gawn,M.Murphy,CAR,MID,104,73
2018,2,Since U Been Gawn,J.Sicily,HAW,FWD,69,61
2018,2,Since U Been Gawn,T.Mitchell,HAW,MID,130,148
2018,2,Since U Been Gawn,D.Rampe,SYD,DEF,65,40
2018,2,Since U Been Gawn,A.Witherden,BRL,DEF,90,77
2018,2,Since U Been Gawn,M.Gawn,MEL,RUC,97,97
2018,2,Since U Been Gawn,N.Jones,MEL,MID,96,106
2018,2,Since U Been Gawn,C.Pedersen,MEL,FWD,74,33
2018,2,Since U Been Gawn,S.Ross,STK,MID,107,98
2018,2,Since U Been Gawn,E.Curnow,CAR,BEN,96,148
2018,2,Since U Been Gawn,J.O'Meara,HAW,BEN,67,63
2018,2,Since U Been Gawn,J.McVeigh,SYD,BEN,81,106
2018,2,Since U Been Gawn,J.J.Kennedy,WCE,BEN,83,0
2018,3,Since U Been Gawn,R.Bonner,PTA,DEF,84,68
2018,3,Since U Been Gawn,R.Gray,PTA,FWD,98,103
2018,3,Since U Been Gawn,S.Menegola,GEE,FWD,93,128
2018,3,Since U Been Gawn,S.Pendlebury,COL,MID,100,113
2018,3,Since U Been Gawn,C.Blakely,FRE,MID,95,83
2018,3,Since U Been Gawn,K.Simpson,CAR,DEF,109,97
2018,3,Since U Been Gawn,C.Curnow,CAR,FWD,94,86
2018,3,Since U Been Gawn,M.Murphy,CAR,MID,109,127
2018,3,Since U Been Gawn,E.Curnow,CAR,MID,95,86
2018,3,Since U Been Gawn,T.Mitchell,HAW,MID,136,149
2018,3,Since U Been Gawn,R.Burton,HAW,DEF,54,41
2018,3,Since U Been Gawn,J.McVeigh,SYD,DEF,77,66
2018,3,Since U Been Gawn,A.Witherden,BRL,DEF,91,91
2018,3,Since U Been Gawn,N.Jones,MEL,MID,98,107
2018,3,Since U Been Gawn,M.Gawn,MEL,RUC,101,117
2018,3,Since U Been Gawn,B.Deledio,GWS,FWD,64,56
2018,3,Since U Been Gawn,S.Ross,STK,MID,108,105
2018,3,Since U Been Gawn,J.Gresham,STK,FWD,74,43
2018,3,Since U Been Gawn,T.Rockliff,PTA,BEN,72,74
2018,3,Since U Been Gawn,J.Sicily,HAW,BEN,76,0
2018,3,Since U Been Gawn,J.O'Meara,HAW,BEN,75,104
2018,3,Since U Been Gawn,J.J.Kennedy,WCE,BEN,88,0
2018,4,Since U Been Gawn,R.Gray,PTA,FWD,109,145
2018,4,Since U Been Gawn,T.Rockliff,PTA,MID,55,29
2018,4,Since U Been Gawn,S.Menegola,GEE,FWD,98,129
2018,4,Since U Been Gawn,B.Williams,WBD,DEF,96,85
2018,4,Since U Been Gawn,S.Pendlebury,COL,MID,100,106
2018,4,Since U Been Gawn,K.Simpson,CAR,DEF,106,79
2018,4,Since U Been Gawn,C.Curnow,CAR,FWD,94,73
2018,4,Since U Been Gawn,M.Murphy,CAR,MID,109,0
2018,4,Since U Been Gawn,E.Curnow,CAR,MID,103,126
2018,4,Since U Been Gawn,T.Mitchell,HAW,MID,130,90
2018,4,Since U Been Gawn,J.Sicily,HAW,DEF,82,110
2018,4,Since U Been Gawn,J.McVeigh,SYD,DEF,79,93
2018,4,Since U Been Gawn,A.Witherden,BRL,DEF,94,103
2018,4,Since U Been Gawn,J.J.Kennedy,WCE,FWD,90,105
2018,4,Since U Been Gawn,N.Jones,MEL,MID,91,66
2018,4,Since U Been Gawn,M.Gawn,MEL,RUC,105,112
2018,4,Since U Been Gawn,B.Brown,NTH,FWD,84,167
2018,4,Since U Been Gawn,S.Ross,STK,MID,100,55
2018,4,Since U Been Gawn,J.Daniher,ESS,BEN,64,93
2018,4,Since U Been Gawn,R.Bonner,PTA,BEN,75,60
2018,4,Since U Been Gawn,C.Blakely,FRE,BEN,90,66
2018,4,Since U Been Gawn,J.O'Meara,HAW,BEN,92,145
2018,5,Since U Been Gawn,R.Bonner,PTA,DEF,73,64
2018,5,Since U Been Gawn,R.Gray,PTA,FWD,119,137
2018,5,Since U Been Gawn,S.Menegola,GEE,MID,103,121
2018,5,Since U Been Gawn,B.Houli,RIC,DEF,77,90
2018,5,Since U Been Gawn,L.Dahlhaus,WBD,FWD,86,86
2018,5,Since U Been Gawn,S.Pendlebury,COL,MID,103,123
2018,5,Since U Been Gawn,C.Curnow,CAR,FWD,96,86
2018,5,Since U Been Gawn,E.Curnow,CAR,MID,111,126
2018,5,Since U Been Gawn,J.O'Meara,HAW,MID,90,56
2018,5,Since U Been Gawn,T.Mitchell,HAW,MID,122,75
2018,5,Since U Been Gawn,J.Sicily,HAW,DEF,91,123
2018,5,Since U Been Gawn,J.McVeigh,SYD,DEF,84,106
2018,5,Since U Been Gawn,D.Zorko,BRL,MID,67,37
2018,5,Since U Been Gawn,A.Witherden,BRL,DEF,102,125
2018,5,Since U Been Gawn,J.J.Kennedy,WCE,FWD,77,29
2018,5,Since U Been Gawn,N.Jones,MEL,MID,90,96
2018,5,Since U Been Gawn,M.Gawn,MEL,RUC,116,151
2018,5,Since U Been Gawn,B.Brown,NTH,FWD,89,105
2018,5,Since U Been Gawn,T.Rockliff,PTA,BEN,49,0
2018,5,Since U Been Gawn,B.Williams,WBD,BEN,94,0
2018,5,Since U Been Gawn,C.Blakely,FRE,BEN,91,92
2018,5,Since U Been Gawn,M.Murphy,CAR,BEN,105,0
2018,6,Since U Been Gawn,R.Gray,PTA,FWD,121,89
2018,6,Since U Been Gawn,S.Menegola,GEE,MID,102,70
2018,6,Since U Been Gawn,B.Houli,RIC,DEF,74,69
2018,6,Since U Been Gawn,B.Williams,WBD,DEF,99,71
2018,6,Since U Been Gawn,L.Dahlhaus,WBD,FWD,84,77
2018,6,Since U Been Gawn,S.Pendlebury,COL,MID,105,108
2018,6,Since U Been Gawn,C.Curnow,CAR,FWD,87,78
2018,6,Since U Been Gawn,E.Curnow,CAR,MID,109,86
2018,6,Since U Been Gawn,J.O'Meara,HAW,MID,89,79
2018,6,Since U Been Gawn,T.Mitchell,HAW,MID,114,126
2018,6,Since U Been Gawn,D.Rampe,SYD,DEF,77,82
2018,6,Since U Been Gawn,J.McVeigh,SYD,DEF,89,79
2018,6,Since U Been Gawn,D.Zorko,BRL,MID,70,46
2018,6,Since U Been Gawn,A.Witherden,BRL,DEF,103,92
2018,6,Since U Been Gawn,J.J.Kennedy,WCE,FWD,64,58
2018,6,Since U Been Gawn,N.Jones,MEL,MID,87,71
2018,6,Since U Been Gawn,M.Gawn,MEL,RUC,122,168
2018,6,Since U Been Gawn,B.Brown,NTH,FWD,98,65
2018,6,Since U Been Gawn,T.Rockliff,PTA,BEN,49,0
2018,6,Since U Been Gawn,C.Blakely,FRE,BEN,100,113
2018,6,Since U Been Gawn,M.Murphy,CAR,BEN,105,0
2018,6,Since U Been Gawn,J.Sicily,HAW,BEN,91,0
2018,7,Since U Been Gawn,R.Gray,PTA,FWD,120,106
2018,7,Since U Been Gawn,S.Menegola,GEE,FWD,107,85
2018,7,Since U Been Gawn,B.Houli,RIC,DEF,79,82
2018,7,Since U Been Gawn,B.Williams,WBD,DEF,109,90
2018,7,Since U Been Gawn,L.Dahlhaus,WBD,FWD,93,98
2018,7,Since U Been Gawn,S.Pendlebury,COL,MID,96,63
2018,7,Since U Been Gawn,C.Blakely,FRE,MID,89,63
2018,7,Since U Been Gawn,E.Curnow,CAR,MID,112,136
2018,7,Since U Been Gawn,J.O'Meara,HAW,MID,98,106
2018,7,Since U Been Gawn,T.Mitchell,HAW,MID,110,127
2018,7,Since U Been Gawn,J.Sicily,HAW,DEF,96,145
2018,7,Since U Been Gawn,J.McVeigh,SYD,DEF,86,88
2018,7,Since U Been Gawn,D.Zorko,BRL,MID,81,164
2018,7,Since U Been Gawn,A.Witherden,BRL,DEF,95,43
2018,7,Since U Been Gawn,J.J.Kennedy,WCE,FWD,63,65
2018,7,Since U Been Gawn,N.Jones,MEL,MID,85,95
2018,7,Since U Been Gawn,M.Gawn,MEL,RUC,128,127
2018,7,Since U Been Gawn,B.Brown,NTH,FWD,94,97
2018,7,Since U Been Gawn,T.Rockliff,PTA,BEN,49,0
2018,7,Since U Been Gawn,M.Murphy,CAR,BEN,105,0
2018,7,Since U Been Gawn,C.Curnow,CAR,BEN,87,0
2018,7,Since U Been Gawn,D.Rampe,SYD,BEN,77,42
2018,8,Since U Been Gawn,R.Gray,PTA,FWD,124,122
2018,8,Since U Been Gawn,S.Menegola,GEE,FWD,108,132
2018,8,Since U Been Gawn,B.Houli,RIC,DEF,83,94
2018,8,Since U Been Gawn,B.Williams,WBD,DEF,109,82
2018,8,Since U Been Gawn,L.Dahlhaus,WBD,FWD,83,61
2018,8,Since U Been Gawn,S.Pendlebury,COL,MID,96,0
2018,8,Since U Been Gawn,C.Blakely,FRE,MID,96,114
2018,8,Since U Been Gawn,C.Curnow,CAR,FWD,83,79
2018,8,Since U Been Gawn,E.Curnow,CAR,MID,119,118
2018,8,Since U Been Gawn,J.O'Meara,HAW,MID,75,45
2018,8,Since U Been Gawn,T.Mitchell,HAW,MID,95,72
2018,8,Since U Been Gawn,J.Sicily,HAW,DEF,93,110
2018,8,Since U Been Gawn,J.McVeigh,SYD,DEF,88,77
2018,8,Since U Been Gawn,D.Zorko,BRL,MID,87,121
2018,8,Since U Been Gawn,A.Witherden,BRL,DEF,94,83
2018,8,Since U Been Gawn,N.Jones,MEL,MID,80,80
2018,8,Since U Been Gawn,M.Gawn,MEL,RUC,133,148
2018,8,Since U Been Gawn,B.Brown,NTH,FWD,89,62
2018,8,Since U Been Gawn,T.Rockliff,PTA,BEN,55,98
2018,8,Since U Been Gawn,M.Murphy,CAR,BEN,105,0
2018,8,Since U Been Gawn,J.J.Kennedy,WCE,BEN,63,52
2018,8,Since U Been Gawn,A.Brayshaw,MEL,BEN,69,69
2018,9,Since U Been Gawn,Z.Merrett,ESS,MID,96,118
2018,9,Since U Been Gawn,T.Rockliff,PTA,MID,64,102
2018,9,Since U Been Gawn,S.Menegola,GEE,FWD,94,59
2018,9,Since U Been Gawn,A.Rance,RIC,DEF,103,78
2018,9,Since U Been Gawn,B.Houli,RIC,DEF,78,62
2018,9,Since U Been Gawn,B.Williams,WBD,DEF,97,87
2018,9,Since U Been Gawn,L.Dahlhaus,WBD,FWD,82,81
2018,9,Since U Been Gawn,S.Pendlebury,COL,MID,93,94
2018,9,Since U Been Gawn,C.Curnow,CAR,FWD,83,0
2018,9,Since U Been Gawn,M.Murphy,CAR,MID,105,94
2018,9,Since U Been Gawn,P.Cripps,CAR,MID,131,152
2018,9,Since U Been Gawn,T.Mitchell,HAW,MID,107,155
2018,9,Since U Been Gawn,J.Sicily,HAW,FWD,96,77
2018,9,Since U Been Gawn,J.McVeigh,SYD,DEF,94,125
2018,9,Since U Been Gawn,D.Zorko,BRL,MID,94,121
2018,9,Since U Been Gawn,A.Witherden,BRL,DEF,86,66
2018,9,Since U Been Gawn,M.Gawn,MEL,RUC,135,121
2018,9,Since U Been Gawn,B.Brown,NTH,FWD,81,128
2018,9,Since U Been Gawn,C.Blakely,FRE,BEN,100,84
2018,9,Since U Been Gawn,J.O'Meara,HAW,BEN,75,0
2018,9,Since U Been Gawn,J.J.Kennedy,WCE,BEN,60,88
2018,9,Since U Been Gawn,N.Jones,MEL,BEN,90,116
2018,10,Since U Been Gawn,Z.Merrett,ESS,MID,91,89
2018,10,Since U Been Gawn,S.Menegola,GEE,FWD,95,125
2018,10,Since U Been Gawn,A.Rance,RIC,DEF,98,74
2018,10,Since U Been Gawn,B.Houli,RIC,DEF,63,15
2018,10,Since U Been Gawn,B.Williams,WBD,DEF,96,78
2018,10,Since U Been Gawn,L.Dahlhaus,WBD,FWD,82,84
2018,10,Since U Been Gawn,S.Pendlebury,COL,MID,91,98
2018,10,Since U Been Gawn,C.Blakely,FRE,MID,90,48
2018,10,Since U Been Gawn,C.Curnow,CAR,FWD,77,59
2018,10,Since U Been Gawn,P.Cripps,CAR,MID,120,97
2018,10,Since U Been Gawn,J.Sicily,HAW,FWD,92,85
2018,10,Since U Been Gawn,T.Mitchell,HAW,MID,115,116
2018,10,Since U Been Gawn,J.McVeigh,SYD,DEF,94,106
2018,10,Since U Been Gawn,D.Zorko,BRL,MID,106,99
2018,10,Since U Been Gawn,A.Witherden,BRL,DEF,68,42
2018,10,Since U Been Gawn,M.Gawn,MEL,RUC,128,114
2018,10,Since U Been Gawn,N.Jones,MEL,MID,85,70
2018,10,Since U Been Gawn,B.Brown,NTH,FWD,78,87
2018,10,Since U Been Gawn,T.Rockliff,PTA,BEN,64,0
2018,10,Since U Been Gawn,M.Murphy,CAR,BEN,105,0
2018,10,Since U Been Gawn,J.O'Meara,HAW,BEN,68,108
2018,10,Since U Been Gawn,J.J.Kennedy,WCE,BEN,70,79
2018,11,Since U Been Gawn,Z.Merrett,ESS,MID,89,102
2018,11,Since U Been Gawn,T.Rockliff,PTA,MID,69,41
2018,11,Since U Been Gawn,S.Menegola,GEE,FWD,106,110
2018,11,Since U Been Gawn,A.Rance,RIC,DEF,104,105
2018,11,Since U Been Gawn,L.Dahlhaus,WBD,FWD,78,56
2018,11,Since U Been Gawn,B.Williams,WBD,DEF,97,78
2018,11,Since U Been Gawn,T.Langdon,COL,DEF,77,81
2018,11,Since U Been Gawn,S.Pendlebury,COL,MID,85,89
2018,11,Since U Been Gawn,P.Cripps,CAR,MID,103,54
2018,11,Since U Been Gawn,J.Sicily,HAW,FWD,89,109
2018,11,Since U Been Gawn,T.Mitchell,HAW,MID,117,135
2018,11,Since U Been Gawn,J.McVeigh,SYD,DEF,96,89
2018,11,Since U Been Gawn,D.Zorko,BRL,MID,117,103
2018,11,Since U Been Gawn,A.Witherden,BRL,DEF,66,78
2018,11,Since U Been Gawn,J.J.Kennedy,WCE,FWD,83,122
2018,11,Since U Been Gawn,N.Jones,MEL,MID,84,70
2018,11,Since U Been Gawn,M.Gawn,MEL,RUC,123,139
2018,11,Since U Been Gawn,B.Brown,NTH,FWD,81,79
2018,11,Since U Been Gawn,B.Houli,RIC,BEN,63,0
2018,11,Since U Been Gawn,M.Murphy,CAR,BEN,105,0
2018,11,Since U Been Gawn,C.Curnow,CAR,BEN,81,89
2018,11,Since U Been Gawn,J.O'Meara,HAW,BEN,70,65
2018,12,Since U Been Gawn,C.Hooker,ESS,FWD,101,86
2018,12,Since U Been Gawn,Z.Merrett,ESS,MID,98,120
2018,12,Since U Been Gawn,C.Wingard,PTA,FWD,73,116
2018,12,Since U Been Gawn,T.Rockliff,PTA,MID,74,100
2018,12,Since U Been Gawn,Z.Tuohy,GEE,DEF,101,86
2018,12,Since U Been Gawn,S.Menegola,GEE,FWD,103,65
2018,12,Since U Been Gawn,S.Grigg,RIC,MID,72,79
2018,12,Since U Been Gawn,A.Rance,RIC,DEF,106,104
2018,12,Since U Been Gawn,T.Langdon,COL,DEF,81,71
2018,12,Since U Been Gawn,S.Pendlebury,COL,MID,80,82
2018,12,Since U Been Gawn,C.Blakely,FRE,MID,81,96
2018,12,Since U Been Gawn,J.McVeigh,SYD,DEF,100,106
2018,12,Since U Been Gawn,D.Zorko,BRL,MID,107,110
2018,12,Since U Been Gawn,N.Jones,MEL,MID,83,87
2018,12,Since U Been Gawn,M.Gawn,MEL,RUC,113,76
2018,12,Since U Been Gawn,M.Hibberd,MEL,DEF,70,53
2018,12,Since U Been Gawn,J.Patton,GWS,FWD,82,99
2018,12,Since U Been Gawn,B.Brown,NTH,FWD,75,61
2018,12,Since U Been Gawn,P.Cripps,CAR,BEN,103,0
2018,12,Since U Been Gawn,C.Curnow,CAR,BEN,81,0
2018,12,Since U Been Gawn,J.Sicily,HAW,BEN,89,0
2018,12,Since U Been Gawn,T.Mitchell,HAW,BEN,117,0
2018,13,Since U Been Gawn,C.Wingard,PTA,FWD,78,105
2018,13,Since U Been Gawn,T.Rockliff,PTA,MID,93,127
2018,13,Since U Been Gawn,Z.Tuohy,GEE,DEF,100,68
2018,13,Since U Been Gawn,S.Menegola,GEE,FWD,97,103
2018,13,Since U Been Gawn,A.Rance,RIC,DEF,109,106
2018,13,Since U Been Gawn,C.Curnow,CAR,FWD,74,51
2018,13,Since U Been Gawn,P.Cripps,CAR,MID,106,109
2018,13,Since U Been Gawn,B.McEvoy,HAW,RUC,85,118
2018,13,Since U Been Gawn,J.O'Meara,HAW,MID,76,114
2018,13,Since U Been Gawn,L.Shiels,HAW,MID,107,91
2018,13,Since U Been Gawn,T.Mitchell,HAW,MID,119,136
2018,13,Since U Been Gawn,J.Sicily,HAW,DEF,84,115
2018,13,Since U Been Gawn,D.Hannebery,SYD,MID,56,67
2018,13,Since U Been Gawn,J.McVeigh,SYD,DEF,100,0
2018,13,Since U Been Gawn,D.Zorko,BRL,MID,107,0
2018,13,Since U Been Gawn,M.Hibberd,MEL,DEF,70,0
2018,13,Since U Been Gawn,B.Brown,NTH,FWD,75,0
2018,13,Since U Been Gawn,J.Billings,STK,FWD,70,99
2018,13,Since U Been Gawn,Z.Merrett,ESS,BEN,98,0
2018,13,Since U Been Gawn,S.Pendlebury,COL,BEN,80,0
2018,13,Since U Been Gawn,N.Jones,MEL,BEN,83,0
2018,13,Since U Been Gawn,M.Gawn,MEL,BEN,113,0
2018,14,Since U Been Gawn,Z.Merrett,ESS,MID,105,112
2018,14,Since U Been Gawn,C.Wingard,PTA,FWD,80,89
2018,14,Since U Been Gawn,T.Rockliff,PTA,MID,85,61
2018,14,Since U Been Gawn,Z.Tuohy,GEE,DEF,100,0
2018,14,Since U Been Gawn,S.Menegola,GEE,FWD,97,0
2018,14,Since U Been Gawn,T.Lynch,GCS,FWD,63,88
2018,14,Since U Been Gawn,A.Rance,RIC,DEF,109,0
2018,14,Since U Been Gawn,J.Thomas,COL,FWD,72,16
2018,14,Since U Been Gawn,S.Pendlebury,COL,MID,93,136
2018,14,Since U Been Gawn,P.Cripps,CAR,MID,121,187
2018,14,Since U Been Gawn,T.Mitchell,HAW,MID,125,106
2018,14,Since U Been Gawn,L.Shiels,HAW,MID,110,113
2018,14,Since U Been Gawn,J.Sicily,HAW,DEF,88,135
2018,14,Since U Been Gawn,J.McVeigh,SYD,DEF,100,0
2018,14,Since U Been Gawn,D.Zorko,BRL,MID,101,90
2018,14,Since U Been Gawn,M.Gawn,MEL,RUC,112,140
2018,14,Since U Been Gawn,M.Hibberd,MEL,DEF,70,78
2018,14,Since U Been Gawn,B.Brown,NTH,FWD,85,120
2018,14,Since U Been Gawn,B.Houli,RIC,BEN,63,0
2018,14,Since U Been Gawn,S.Edwards,RIC,BEN,97,0
2018,14,Since U Been Gawn,N.Jones,MEL,BEN,86,96
2018,14,Since U Been Gawn,J.Billings,STK,BEN,70,0
2018,15,Since U Been Gawn,Z.Merrett,ESS,MID,105,118
2018,15,Since U Been Gawn,C.Wingard,PTA,FWD,87,122
2018,15,Since U Been Gawn,T.Rockliff,PTA,MID,83,92
2018,15,Since U Been Gawn,Z.Tuohy,GEE,DEF,92,89
2018,15,Since U Been Gawn,S.Menegola,GEE,FWD,104,92
2018,15,Since U Been Gawn,A.Rance,RIC,DEF,106,63
2018,15,Since U Been Gawn,S.Edwards,RIC,FWD,100,90
2018,15,Since U Been Gawn,S.Pendlebury,COL,MID,96,108
2018,15,Since U Been Gawn,P.Cripps,CAR,MID,112,108
2018,15,Since U Been Gawn,T.Mitchell,HAW,MID,130,181
2018,15,Since U Been Gawn,J.Sicily,HAW,DEF,91,90
2018,15,Since U Been Gawn,J.McVeigh,SYD,DEF,101,83
2018,15,Since U Been Gawn,D.Zorko,BRL,MID,96,97
2018,15,Since U Been Gawn,N.Jones,MEL,MID,80,85
2018,15,Since U Been Gawn,M.Gawn,MEL,RUC,116,145
2018,15,Since U Been Gawn,M.Hibberd,MEL,DEF,79,89
2018,15,Since U Been Gawn,B.Brown,NTH,FWD,77,80
2018,15,Since U Been Gawn,J.Billings,STK,FWD,79,96
2018,15,Since U Been Gawn,C.Hooker,ESS,BEN,90,73
2018,15,Since U Been Gawn,B.Houli,RIC,BEN,63,0
2018,15,Since U Been Gawn,L.Shiels,HAW,BEN,105,65
2018,15,Since U Been Gawn,B.McEvoy,HAW,BEN,77,80
2018,16,Since U Been Gawn,Z.Merrett,ESS,MID,113,130
2018,16,Since U Been Gawn,C.Wingard,PTA,FWD,98,107
2018,16,Since U Been Gawn,T.Rockliff,PTA,MID,99,121
2018,16,Since U Been Gawn,Z.Tuohy,GEE,DEF,94,96
2018,16,Since U Been Gawn,S.Menegola,GEE,FWD,93,71
2018,16,Since U Been Gawn,A.Rance,RIC,DEF,103,65
2018,16,Since U Been Gawn,S.Edwards,RIC,FWD,105,108
2018,16,Since U Been Gawn,S.Pendlebury,COL,MID,108,163
2018,16,Since U Been Gawn,P.Cripps,CAR,MID,111,93
2018,16,Since U Been Gawn,T.Mitchell,HAW,MID,123,79
2018,16,Since U Been Gawn,J.Sicily,HAW,DEF,92,92
2018,16,Since U Been Gawn,J.McVeigh,SYD,DEF,91,75
2018,16,Since U Been Gawn,D.Zorko,BRL,MID,102,129
2018,16,Since U Been Gawn,N.Jones,MEL,MID,80,71
2018,16,Since U Been Gawn,M.Gawn,MEL,RUC,123,151
2018,16,Since U Been Gawn,M.Hibberd,MEL,DEF,73,67
2018,16,Since U Been Gawn,B.Brown,NTH,FWD,76,82
2018,16,Since U Been Gawn,J.Billings,STK,FWD,83,77
2018,16,Since U Been Gawn,B.Houli,RIC,BEN,63,0
2018,16,Since U Been Gawn,L.Shiels,HAW,BEN,107,92
2018,16,Since U Been Gawn,B.McEvoy,HAW,BEN,87,135
2018,16,Since U Been Gawn,J.J.Kennedy,WCE,BEN,80,0
2018,17,Since U Been Gawn,Z.Merrett,ESS,MID,113,102
2018,17,Since U Been Gawn,C.Wingard,PTA,FWD,96,105
2018,17,Since U Been Gawn,T.Rockliff,PTA,MID,95,82
2018,17,Since U Been Gawn,Z.Tuohy,GEE,DEF,91,81
2018,17,Since U Been Gawn,S.Menegola,GEE,FWD,87,79
2018,17,Since U Been Gawn,B.Houli,RIC,DEF,67,86
2018,17,Since U Been Gawn,S.Edwards,RIC,FWD,90,68
2018,17,Since U Been Gawn,A.Rance,RIC,DEF,99,87
2018,17,Since U Been Gawn,S.Pendlebury,COL,MID,105,74
2018,17,Since U Been Gawn,P.Cripps,CAR,MID,132,156
2018,17,Since U Been Gawn,T.Mitchell,HAW,MID,128,159
2018,17,Since U Been Gawn,L.Shiels,HAW,MID,108,136
2018,17,Since U Been Gawn,J.Sicily,HAW,DEF,89,94
2018,17,Since U Been Gawn,D.Zorko,BRL,MID,101,99
2018,17,Since U Been Gawn,M.Gawn,MEL,RUC,122,131
2018,17,Since U Been Gawn,M.Hibberd,MEL,DEF,72,56
2018,17,Since U Been Gawn,B.Brown,NTH,FWD,83,120
2018,17,Since U Been Gawn,J.Billings,STK,FWD,94,125
2018,17,Since U Been Gawn,B.Maynard,COL,BEN,90,66
2018,17,Since U Been Gawn,J.McVeigh,SYD,BEN,91,0
2018,17,Since U Been Gawn,J.J.Kennedy,WCE,BEN,87,90
2018,17,Since U Been Gawn,N.Jones,MEL,BEN,78,61
2018,18,Since U Been Gawn,A.McGrath,ESS,DEF,71,40
2018,18,Since U Been Gawn,Z.Merrett,ESS,MID,113,123
2018,18,Since U Been Gawn,C.Wingard,PTA,MID,92,83
2018,18,Since U Been Gawn,J.Pittard,PTA,DEF,64,87
2018,18,Since U Been Gawn,S.Menegola,GEE,FWD,96,114
2018,18,Since U Been Gawn,Z.Tuohy,GEE,DEF,95,102
2018,18,Since U Been Gawn,L.Henderson,GEE,DEF,81,50
2018,18,Since U Been Gawn,A.Rance,RIC,DEF,87,52
2018,18,Since U Been Gawn,S.Edwards,RIC,FWD,89,71
2018,18,Since U Been Gawn,S.Pendlebury,COL,MID,112,122
2018,18,Since U Been Gawn,P.Cripps,CAR,MID,134,122
2018,18,Since U Been Gawn,T.Mitchell,HAW,MID,139,192
2018,18,Since U Been Gawn,L.Shiels,HAW,MID,103,68
2018,18,Since U Been Gawn,D.Zorko,BRL,MID,100,106
2018,18,Since U Been Gawn,J.J.Kennedy,WCE,FWD,84,70
2018,18,Since U Been Gawn,M.Gawn,MEL,RUC,125,93
2018,18,Since U Been Gawn,B.Brown,NTH,FWD,83,58
2018,18,Since U Been Gawn,J.Billings,STK,FWD,98,77
2018,18,Since U Been Gawn,K.Langford,ESS,BEN,94,73
2018,18,Since U Been Gawn,T.Rockliff,PTA,BEN,83,66
2018,18,Since U Been Gawn,J.McVeigh,SYD,BEN,91,0
2018,18,Since U Been Gawn,N.Jones,MEL,BEN,77,80
2018,19,Since U Been Gawn,A.Saad,ESS,DEF,79,97
2018,19,Since U Been Gawn,Z.Merrett,ESS,MID,114,114
2018,19,Since U Been Gawn,C.Wingard,PTA,FWD,96,114
2018,19,Since U Been Gawn,T.Rockliff,PTA,MID,88,87
2018,19,Since U Been Gawn,J.Pittard,PTA,DEF,66,85
2018,19,Since U Been Gawn,Z.Tuohy,GEE,DEF,100,94
2018,19,Since U Been Gawn,S.Menegola,GEE,FWD,96,100
2018,19,Since U Been Gawn,A.Rance,RIC,DEF,77,62
2018,19,Since U Been Gawn,S.Edwards,RIC,FWD,94,118
2018,19,Since U Been Gawn,S.Pendlebury,COL,MID,109,116
2018,19,Since U Been Gawn,P.Cripps,CAR,MID,131,173
2018,19,Since U Been Gawn,T.Mitchell,HAW,MID,147,150
2018,19,Since U Been Gawn,L.Shiels,HAW,MID,101,103
2018,19,Since U Been Gawn,D.Zorko,BRL,MID,106,118
2018,19,Since U Been Gawn,M.Gawn,MEL,RUC,123,130
2018,19,Since U Been Gawn,R.Tarrant,NTH,DEF,82,75
2018,19,Since U Been Gawn,B.Brown,NTH,FWD,69,45
2018,19,Since U Been Gawn,J.Billings,STK,FWD,93,77
2018,19,Since U Been Gawn,B.Houli,RIC,BEN,67,0
2018,19,Since U Been Gawn,B.Smith,ADE,BEN,104,0
2018,19,Since U Been Gawn,J.McVeigh,SYD,BEN,91,0
2018,19,Since U Been Gawn,N.Jones,MEL,BEN,73,74
2018,20,Since U Been Gawn,A.Saad,ESS,DEF,81,74
2018,20,Since U Been Gawn,Z.Merrett,ESS,MID,113,116
2018,20,Since U Been Gawn,C.Wingard,PTA,FWD,93,105
2018,20,Since U Been Gawn,T.Rockliff,PTA,MID,82,57
2018,20,Since U Been Gawn,J.Pittard,PTA,DEF,65,51
2018,20,Since U Been Gawn,Z.Tuohy,GEE,DEF,101,91
