SEASON,ROUND,SC TEAM,PLAYER,TEAM,POS,PROJ,PTS
2019,3,Man of Steele,T.Stewart,GEE,DEF,0,108
2019,3,Man of Steele,M.Duncan,GEE,MID,0,118
2019,3,Man of Steele,H.Shaw,GWS,DEF,0,87
2019,3,Man of Steele,D.Shiel,ESS,MID,0,92
2019,3,Man of Steele,D.Byrne-Jones,PTA,DEF,0,79
2019,3,Man of Steele,R.Burton,PTA,DEF,0,87
2019,3,Man of Steele,S.Lycett,PTA,FWD,0,49
2019,3,Man of Steele,K.Lambert,RIC,FWD,0,140
2019,3,Man of Steele,R.Laird,ADE,DEF,0,84
2019,3,Man of Steele,D.Mundy,FRE,FWD,0,104
2019,3,Man of Steele,E.Yeo,WCE,MID,0,85
2019,3,Man of Steele,J.Steele,STK,MID,0,85
2019,3,Man of Steele,S.Ross,STK,MID,0,78
2019,3,Man of Steele,J.Harmes,MEL,BEN,0,85
2019,3,Man of Steele,T.Phillips,COL,BEN,0,47
2019,3,Man of Steele,J.Roughead,COL,BEN,0,68
2019,3,Man of Steele,B.Houli,RIC,BEN,0,0
2019,3,Salt&VinegarCripps,T.McDonald,MEL,FWD,0,26
2019,3,Salt&VinegarCripps,J.McVeigh,SYD,DEF,0,92
2019,3,Salt&VinegarCripps,L.Franklin,SYD,FWD,0,61
2019,3,Salt&VinegarCripps,T.Langdon,COL,DEF,0,75
2019,3,Salt&VinegarCripps,T.McLean,WBD,FWD,0,49
2019,3,Salt&VinegarCripps,T.Kelly,GEE,FWD,0,107
2019,3,Salt&VinegarCripps,L.Dahlhaus,GEE,FWD,0,105
2019,3,Salt&VinegarCripps,G.Ablett,GEE,MID,0,80
2019,3,Salt&VinegarCripps,J.Berry,BRL,MID,0,75
2019,3,Salt&VinegarCripps,L.Neale,BRL,MID,0,177
2019,3,Salt&VinegarCripps,D.Houston,PTA,DEF,0,72
2019,3,Salt&VinegarCripps,D.Martin,RIC,MID,0,60
2019,3,Salt&VinegarCripps,T.Goldstein,NTH,RUC,0,114
2019,3,Salt&VinegarCripps,A.Hall,NTH,MID,0,88
2019,3,Salt&VinegarCripps,D.Sheed,WCE,MID,0,111
2019,3,Salt&VinegarCripps,P.Cripps,CAR,MID,0,157
2019,3,Salt&VinegarCripps,K.Simpson,CAR,DEF,0,62
2019,3,Salt&VinegarCripps,B.Hardwick,HAW,DEF,0,88
2019,3,Salt&VinegarCripps,J.Johannisen,WBD,BEN,0,0
2019,3,Salt&VinegarCripps,C.Ward,GWS,BEN,0,0
2019,3,Salt&VinegarCripps,C.Blakely,FRE,BEN,0,0
2019,3,Salt&VinegarCripps,M.Murphy,CAR,BEN,0,99
2019,3,Casting Crouch,Z.Jones,SYD,DEF,0,116
2019,3,Casting Crouch,I.Heeney,SYD,FWD,0,137
2019,3,Casting Crouch,J.Howe,COL,DEF,0,103
2019,3,Casting Crouch,M.Suckling,WBD,DEF,0,101
2019,3,Casting Crouch,J.Macrae,WBD,MID,0,139
2019,3,Casting Crouch,B.Parfitt,GEE,FWD,0,63
2019,3,Casting Crouch,S.Menegola,GEE,FWD,0,115
2019,3,Casting Crouch,Z.Williams,GWS,DEF,0,101
2019,3,Casting Crouch,H.McCluggage,BRL,MID,0,68
2019,3,Casting Crouch,W.Drew,PTA,FWD,0,36
2019,3,Casting Crouch,T.Cotchin,RIC,MID,0,57
2019,3,Casting Crouch,M.Crouch,ADE,MID,0,119
2019,3,Casting Crouch,J.Polec,NTH,MID,0,83
2019,3,Casting Crouch,N.Newman,CAR,DEF,0,68
2019,3,Casting Crouch,J.Martin,GCS,MID,0,100
2019,3,Casting Crouch,T.Miller,GCS,MID,0,80
2019,3,Casting Crouch,B.McEvoy,HAW,RUC,106,122
2019,3,Casting Crouch,J.Billings,STK,FWD,0,108
2019,3,Casting Crouch,M.Robinson,BRL,BEN,0,131
2019,3,Casting Crouch,B.Smith,ADE,BEN,0,68
2019,3,Casting Crouch,B.Gibbs,ADE,BEN,0,67
2019,3,Casting Crouch,S.Higgins,NTH,BEN,0,133
2019,3,DEVQON.1,C.Salem,MEL,DEF,0,82
2019,3,DEVQON.1,C.Oliver,MEL,MID,0,95
2019,3,DEVQON.1,D.Moore,COL,FWD,0,79
2019,3,DEVQON.1,S.Sidebottom,COL,MID,0,132
2019,3,DEVQON.1,S.Coniglio,GWS,MID,0,102
2019,3,DEVQON.1,T.Taranto,GWS,MID,0,112
2019,3,DEVQON.1,S.Martin,BRL,RUC,0,86
2019,3,DEVQON.1,D.Smith,ESS,FWD,0,102
2019,3,DEVQON.1,T.Boak,PTA,FWD,0,136
2019,3,DEVQON.1,T.Rockliff,PTA,MID,96,36
2019,3,DEVQON.1,R.Sloane,ADE,MID,0,107
2019,3,DEVQON.1,W.Milera,ADE,DEF,0,109
2019,3,DEVQON.1,T.Lynch,ADE,FWD,0,121
2019,3,DEVQON.1,J.Macmillan,NTH,DEF,0,88
2019,3,DEVQON.1,J.Harbrow,GCS,DEF,0,82
2019,3,DEVQON.1,R.Henderson,HAW,MID,0,125
2019,3,DEVQON.1,S.Savage,STK,DEF,0,76
2019,3,DEVQON.1,J.Newnes,STK,FWD,0,81
2019,3,DEVQON.1,A.Aliir,SYD,BEN,0,76
2019,3,DEVQON.1,Z.Tuohy,GEE,BEN,0,0
2019,3,DEVQON.1,J.Steven,STK,BEN,0,0
2019,3,DEVQON.1,R.Marshall,STK,BEN,0,111
2019,3,Fire The Worpedo,M.Gawn,MEL,RUC,0,126
2019,3,Fire The Worpedo,C.Mills,SYD,DEF,0,108
2019,3,Fire The Worpedo,S.Pendlebury,COL,MID,112,72
2019,3,Fire The Worpedo,D.Beams,COL,MID,91,89
2019,3,Fire The Worpedo,M.Wallis,WBD,FWD,0,94
2019,3,Fire The Worpedo,L.Whitfield,GWS,DEF,0,152
2019,3,Fire The Worpedo,L.Hodge,BRL,DEF,0,77
2019,3,Fire The Worpedo,J.Lyons,BRL,MID,0,68
2019,3,Fire The Worpedo,R.Mathieson,BRL,FWD,0,46
2019,3,Fire The Worpedo,Z.Merrett,ESS,MID,103,120
2019,3,Fire The Worpedo,J.Short,RIC,DEF,0,7
2019,3,Fire The Worpedo,B.Ellis,RIC,DEF,0,72
2019,3,Fire The Worpedo,S.Edwards,RIC,FWD,0,73
2019,3,Fire The Worpedo,B.Crouch,ADE,MID,0,114
2019,3,Fire The Worpedo,J.Darling,WCE,FWD,0,50
2019,3,Fire The Worpedo,D.Swallow,GCS,MID,0,58
2019,3,Fire The Worpedo,J.O'Meara,HAW,MID,0,86
2019,3,Fire The Worpedo,J.Worpel,HAW,FWD,0,87
2019,3,Fire The Worpedo,J.Viney,MEL,BEN,0,82
2019,3,Fire The Worpedo,A.Tomlinson,GWS,BEN,0,33
2019,3,Fire The Worpedo,J.Cameron,GWS,BEN,0,163
2019,3,Fire The Worpedo,B.Brown,NTH,BEN,0,32
2019,4,TryingAnewStratton,J.Crisp,COL,DEF,0,71
2019,4,TryingAnewStratton,J.De Goey,COL,FWD,0,85
2019,4,TryingAnewStratton,T.Adams,COL,MID,0,90
2019,4,TryingAnewStratton,D.Parish,ESS,FWD,0,66
2019,4,TryingAnewStratton,D.Heppell,ESS,MID,0,76
2019,4,TryingAnewStratton,S.Hurn,WCE,DEF,111,139
2019,4,TryingAnewStratton,M.Walters,FRE,FWD,0,103
2019,4,TryingAnewStratton,B.Hill,FRE,MID,0,70
2019,4,TryingAnewStratton,A.Kennedy,GWS,DEF,0,62
2019,4,TryingAnewStratton,J.Hopper,GWS,MID,0,106
2019,4,TryingAnewStratton,L.Parker,SYD,MID,0,100
2019,4,TryingAnewStratton,J.Lloyd,SYD,DEF,0,109
2019,4,TryingAnewStratton,Z.Fisher,CAR,FWD,0,80
2019,4,TryingAnewStratton,J.Dunkley,WBD,FWD,0,73
2019,4,TryingAnewStratton,J.Bowes,GCS,MID,0,98
2019,4,TryingAnewStratton,J.Witts,GCS,RUC,0,107
2019,4,TryingAnewStratton,B.Fiorini,GCS,MID,0,93
2019,4,TryingAnewStratton,J.Sicily,HAW,DEF,0,119
2019,4,TryingAnewStratton,O.Wines,PTA,BEN,0,95
2019,4,TryingAnewStratton,T.Greene,GWS,BEN,0,0
2019,4,TryingAnewStratton,C.Petracca,MEL,BEN,0,98
2019,4,TryingAnewStratton,J.Caddy,RIC,BEN,0,72
2019,4,Man of Steele,B.Grundy,COL,RUC,0,160
2019,4,Man of Steele,D.Shiel,ESS,MID,0,115
2019,4,Man of Steele,R.Burton,PTA,DEF,0,106
2019,4,Man of Steele,D.Byrne-Jones,PTA,DEF,0,61
2019,4,Man of Steele,S.Lycett,PTA,FWD,0,83
2019,4,Man of Steele,E.Yeo,WCE,MID,0,114
2019,4,Man of Steele,D.Mundy,FRE,FWD,0,151
2019,4,Man of Steele,H.Shaw,GWS,DEF,0,60
2019,4,Man of Steele,A.Brayshaw,MEL,MID,0,89
2019,4,Man of Steele,J.Steele,STK,MID,0,105
2019,4,Man of Steele,S.Ross,STK,MID,0,133
2019,4,Man of Steele,K.Lambert,RIC,FWD,0,72
2019,4,Man of Steele,J.P.Kennedy,SYD,MID,120,95
2019,4,Man of Steele,T.Papley,SYD,FWD,0,70
2019,4,Man of Steele,C.Daniel,WBD,FWD,0,93
2019,4,Man of Steele,R.Laird,ADE,DEF,0,106
2019,4,Man of Steele,M.Duncan,GEE,MID,0,87
2019,4,Man of Steele,T.Stewart,GEE,DEF,0,124
2019,4,Man of Steele,A.Christensen,BRL,BEN,0,64
2019,4,Man of Steele,T.Phillips,COL,BEN,0,116
2019,4,Man of Steele,J.Harmes,MEL,BEN,0,83
2019,4,Man of Steele,B.Houli,RIC,BEN,0,0
2019,4,Barbeques Treloar,H.Andrews,BRL,DEF,0,100
2019,4,Barbeques Treloar,J.Walker,BRL,DEF,0,71
2019,4,Barbeques Treloar,A.Treloar,COL,MID,118,83
2019,4,Barbeques Treloar,C.Mayne,COL,MID,0,7
2019,4,Barbeques Treloar,A.Saad,ESS,DEF,0,53
2019,4,Barbeques Treloar,A.McGrath,ESS,DEF,0,65
2019,4,Barbeques Treloar,B.Cunnington,NTH,MID,0,92
2019,4,Barbeques Treloar,J.McGovern,WCE,DEF,0,65
2019,4,Barbeques Treloar,A.Gaff,WCE,MID,0,104
2019,4,Barbeques Treloar,C.Sinclair,SYD,RUC,0,35
2019,4,Barbeques Treloar,S.Petrevski-Seton,CAR,FWD,0,77
2019,4,Barbeques Treloar,L.Hunter,WBD,MID,0,97
2019,4,Barbeques Treloar,T.Liberatore,WBD,MID,0,106
2019,4,Barbeques Treloar,A.Sexton,GCS,FWD,0,61
2019,4,Barbeques Treloar,J.Selwood,GEE,MID,0,76
2019,4,Barbeques Treloar,T.Hawkins,GEE,FWD,0,111
2019,4,Barbeques Treloar,L.Breust,HAW,FWD,0,79
2019,4,Barbeques Treloar,J.Gunston,HAW,FWD,0,58
2019,4,Barbeques Treloar,J.Westhoff,PTA,BEN,74,49
2019,4,Barbeques Treloar,N.Fyfe,FRE,BEN,0,0
2019,4,Barbeques Treloar,J.Riewoldt,RIC,BEN,0,0
2019,4,Barbeques Treloar,L.Weller,GCS,BEN,0,0
2019,4,Casting Crouch,M.Robinson,BRL,FWD,0,69
2019,4,Casting Crouch,H.McCluggage,BRL,MID,0,85
2019,4,Casting Crouch,J.Howe,COL,DEF,0,74
2019,4,Casting Crouch,S.Higgins,NTH,MID,0,93
2019,4,Casting Crouch,J.Polec,NTH,MID,0,94
2019,4,Casting Crouch,S.Powell-Pepper,PTA,MID,0,65
2019,4,Casting Crouch,Z.Williams,GWS,DEF,0,60
2019,4,Casting Crouch,J.Billings,STK,FWD,0,126
2019,4,Casting Crouch,Z.Jones,SYD,DEF,0,80
2019,4,Casting Crouch,I.Heeney,SYD,FWD,0,130
2019,4,Casting Crouch,N.Newman,CAR,DEF,0,94
2019,4,Casting Crouch,J.Macrae,WBD,MID,0,110
2019,4,Casting Crouch,M.Suckling,WBD,DEF,0,107
2019,4,Casting Crouch,M.Crouch,ADE,MID,0,90
2019,4,Casting Crouch,T.Miller,GCS,MID,0,110
2019,4,Casting Crouch,J.Martin,GCS,FWD,0,68
2019,4,Casting Crouch,S.Menegola,GEE,FWD,0,51
2019,4,Casting Crouch,B.McEvoy,HAW,RUC,108,80
2019,4,Casting Crouch,T.Cotchin,RIC,BEN,0,0
2019,4,Casting Crouch,B.Smith,ADE,BEN,0,104
2019,4,Casting Crouch,B.Gibbs,ADE,BEN,0,0
2019,4,Casting Crouch,B.Parfitt,GEE,BEN,0,98
2019,4,Fire The Worpedo,L.Hodge,BRL,DEF,0,78
2019,4,Fire The Worpedo,D.Beams,COL,MID,104,0
2019,4,Fire The Worpedo,S.Pendlebury,COL,MID,94,74
2019,4,Fire The Worpedo,Z.Merrett,ESS,MID,115,155
2019,4,Fire The Worpedo,J.Darling,WCE,FWD,0,90
2019,4,Fire The Worpedo,D.Tucker,FRE,MID,0,42
2019,4,Fire The Worpedo,L.Whitfield,GWS,DEF,0,137
2019,4,Fire The Worpedo,J.Cameron,GWS,FWD,0,92
2019,4,Fire The Worpedo,M.Gawn,MEL,RUC,0,113
2019,4,Fire The Worpedo,J.Viney,MEL,MID,0,69
2019,4,Fire The Worpedo,B.Ellis,RIC,DEF,0,127
2019,4,Fire The Worpedo,S.Edwards,RIC,FWD,0,86
2019,4,Fire The Worpedo,C.Mills,SYD,DEF,0,66
2019,4,Fire The Worpedo,D.Rampe,SYD,DEF,0,98
2019,4,Fire The Worpedo,M.Wallis,WBD,FWD,0,68
2019,4,Fire The Worpedo,B.Crouch,ADE,MID,0,77
2019,4,Fire The Worpedo,D.Swallow,GCS,MID,0,110
2019,4,Fire The Worpedo,J.Worpel,HAW,FWD,0,85
2019,4,Fire The Worpedo,J.Lyons,BRL,BEN,0,58
2019,4,Fire The Worpedo,B.Maynard,COL,BEN,0,55
2019,4,Fire The Worpedo,J.Short,RIC,BEN,0,0
2019,4,Fire The Worpedo,J.O'Meara,HAW,BEN,0,0
2019,4,Swimming n Titch,D.Rich,BRL,DEF,0,76
2019,4,Swimming n Titch,D.Zorko,BRL,MID,0,63
2019,4,Swimming n Titch,A.Witherden,BRL,DEF,0,92
2019,4,Swimming n Titch,M.Hurley,ESS,DEF,75,94
2019,4,Swimming n Titch,D.Zaharakis,ESS,MID,84,119
2019,4,Swimming n Titch,R.Gray,PTA,FWD,0,72
2019,4,Swimming n Titch,B.Sheppard,WCE,DEF,0,109
2019,4,Swimming n Titch,L.Shuey,WCE,MID,0,94
2019,4,Swimming n Titch,J.Redden,WCE,MID,0,145
2019,4,Swimming n Titch,J.Cripps,WCE,FWD,0,75
2019,4,Swimming n Titch,L.Ryan,FRE,DEF,0,93
2019,4,Swimming n Titch,J.Kelly,GWS,MID,0,114
2019,4,Swimming n Titch,J.Gresham,STK,FWD,0,85
2019,4,Swimming n Titch,T.Nankervis,RIC,RUC,0,85
2019,4,Swimming n Titch,D.Prestia,RIC,MID,0,66
2019,4,Swimming n Titch,M.Bontempelli,WBD,MID,0,127
2019,4,Swimming n Titch,P.Dangerfield,GEE,FWD,117,66
2019,4,Swimming n Titch,C.Wingard,HAW,FWD,0,54
2019,4,Swimming n Titch,J.Hogan,FRE,BEN,0,50
2019,4,Swimming n Titch,J.Webster,STK,BEN,0,66
2019,4,Swimming n Titch,B.Acres,STK,BEN,0,105
2019,4,Swimming n Titch,T.Lynch,RIC,BEN,0,103
2019,4,Salt&VinegarCripps,L.Neale,BRL,MID,0,140
2019,4,Salt&VinegarCripps,J.Berry,BRL,MID,0,96
2019,4,Salt&VinegarCripps,T.Langdon,COL,DEF,0,80
2019,4,Salt&VinegarCripps,J.Ziebell,NTH,FWD,0,91
2019,4,Salt&VinegarCripps,T.Goldstein,NTH,RUC,0,113
2019,4,Salt&VinegarCripps,D.Houston,PTA,DEF,0,99
2019,4,Salt&VinegarCripps,D.Sheed,WCE,MID,0,65
2019,4,Salt&VinegarCripps,C.Ward,GWS,MID,0,4
2019,4,Salt&VinegarCripps,L.Franklin,SYD,FWD,0,80
2019,4,Salt&VinegarCripps,P.Cripps,CAR,MID,0,169
2019,4,Salt&VinegarCripps,E.Curnow,CAR,MID,0,64
2019,4,Salt&VinegarCripps,K.Simpson,CAR,DEF,0,107
2019,4,Salt&VinegarCripps,J.Johannisen,WBD,DEF,0,84
2019,4,Salt&VinegarCripps,T.McLean,WBD,FWD,0,71
2019,4,Salt&VinegarCripps,G.Ablett,GEE,MID,0,106
2019,4,Salt&VinegarCripps,T.Kelly,GEE,FWD,0,39
2019,4,Salt&VinegarCripps,L.Dahlhaus,GEE,FWD,0,49
2019,4,Salt&VinegarCripps,B.Hardwick,HAW,DEF,0,66
2019,4,Salt&VinegarCripps,C.Blakely,FRE,BEN,0,0
2019,4,Salt&VinegarCripps,T.McDonald,MEL,BEN,0,80
2019,4,Salt&VinegarCripps,D.Martin,RIC,BEN,0,0
2019,4,Salt&VinegarCripps,M.Murphy,CAR,BEN,0,114
2019,4,DEVQON.1,S.Martin,BRL,RUC,0,105
2019,4,DEVQON.1,D.Moore,COL,FWD,0,65
2019,4,DEVQON.1,S.Sidebottom,COL,MID,0,108
2019,4,DEVQON.1,D.Smith,ESS,FWD,0,58
2019,4,DEVQON.1,J.Macmillan,NTH,DEF,0,64
2019,4,DEVQON.1,T.Boak,PTA,FWD,0,134
2019,4,DEVQON.1,T.Rockliff,PTA,MID,97,140
2019,4,DEVQON.1,S.Coniglio,GWS,MID,0,104
2019,4,DEVQON.1,T.Taranto,GWS,MID,0,113
2019,4,DEVQON.1,C.Oliver,MEL,MID,0,87
2019,4,DEVQON.1,C.Salem,MEL,DEF,0,98
2019,4,DEVQON.1,J.Newnes,STK,FWD,0,114
2019,4,DEVQON.1,A.Aliir,SYD,DEF,0,89
2019,4,DEVQON.1,R.Sloane,ADE,MID,0,88
2019,4,DEVQON.1,W.Milera,ADE,DEF,0,86
2019,4,DEVQON.1,T.Lynch,ADE,FWD,0,62
2019,4,DEVQON.1,J.Harbrow,GCS,DEF,0,89
2019,4,DEVQON.1,R.Henderson,HAW,MID,0,102
2019,4,DEVQON.1,S.Savage,STK,BEN,0,94
2019,4,DEVQON.1,J.Steven,STK,BEN,0,0
2019,4,DEVQON.1,R.Marshall,STK,BEN,0,119
2019,4,DEVQON.1,Z.Tuohy,GEE,BEN,0,0
2019,5,TryingAnewStratton,C.Petracca,MEL,FWD,74,81
2019,5,TryingAnewStratton,J.Crisp,COL,DEF,90,116
2019,5,TryingAnewStratton,J.De Goey,COL,FWD,91,93
2019,5,TryingAnewStratton,T.Adams,COL,MID,93,85
2019,5,TryingAnewStratton,C.Hooker,ESS,DEF,76,96
2019,5,TryingAnewStratton,D.Heppell,ESS,MID,102,118
2019,5,TryingAnewStratton,O.Wines,PTA,MID,95,110
2019,5,TryingAnewStratton,J.Witts,GCS,RUC,85,95
2019,5,TryingAnewStratton,B.Fiorini,GCS,MID,106,87
2019,5,TryingAnewStratton,L.Parker,SYD,MID,94,102
2019,5,TryingAnewStratton,J.Lloyd,SYD,DEF,115,111
2019,5,TryingAnewStratton,J.Hopper,GWS,MID,101,68
2019,5,TryingAnewStratton,B.Hill,FRE,MID,91,62
2019,5,TryingAnewStratton,M.Walters,FRE,FWD,108,139
2019,5,TryingAnewStratton,J.Dunkley,WBD,FWD,71,95
2019,5,TryingAnewStratton,Z.Fisher,CAR,FWD,95,110
2019,5,TryingAnewStratton,J.Sicily,HAW,DEF,86,117
2019,5,TryingAnewStratton,S.Hurn,WCE,DEF,110,121
2019,5,TryingAnewStratton,D.Parish,ESS,BEN,83,58
2019,5,TryingAnewStratton,J.Bowes,GCS,BEN,124,75
2019,5,TryingAnewStratton,T.Greene,GWS,BEN,58,0
2019,5,TryingAnewStratton,M.Kreuzer,CAR,BEN,68,106
2019,5,Casting Crouch,J.Howe,COL,DEF,81,47
2019,5,Casting Crouch,S.Higgins,NTH,MID,93,77
2019,5,Casting Crouch,J.Polec,NTH,MID,91,70
2019,5,Casting Crouch,S.Powell-Pepper,PTA,MID,92,86
2019,5,Casting Crouch,M.Robinson,BRL,FWD,81,67
2019,5,Casting Crouch,H.McCluggage,BRL,MID,101,105
2019,5,Casting Crouch,J.Martin,GCS,FWD,94,72
2019,5,Casting Crouch,T.Miller,GCS,MID,112,96
2019,5,Casting Crouch,B.Smith,ADE,DEF,105,110
2019,5,Casting Crouch,M.Crouch,ADE,MID,120,108
2019,5,Casting Crouch,J.Billings,STK,FWD,91,93
2019,5,Casting Crouch,Z.Jones,SYD,DEF,89,97
2019,5,Casting Crouch,I.Heeney,SYD,FWD,96,98
2019,5,Casting Crouch,Z.Williams,GWS,DEF,83,91
2019,5,Casting Crouch,J.Macrae,WBD,MID,113,97
2019,5,Casting Crouch,N.Newman,CAR,DEF,92,84
2019,5,Casting Crouch,B.McEvoy,HAW,RUC,112,116
2019,5,Casting Crouch,S.Menegola,GEE,FWD,71,50
2019,5,Casting Crouch,T.Cotchin,RIC,BEN,65,0
2019,5,Casting Crouch,B.Gibbs,ADE,BEN,80,71
2019,5,Casting Crouch,M.Suckling,WBD,BEN,95,0
2019,5,Casting Crouch,B.Parfitt,GEE,BEN,71,35
2019,5,Man of Steele,A.Brayshaw,MEL,MID,88,82
2019,5,Man of Steele,B.Houli,RIC,DEF,82,72
2019,5,Man of Steele,K.Lambert,RIC,FWD,83,71
2019,5,Man of Steele,B.Grundy,COL,RUC,111,100
2019,5,Man of Steele,D.Shiel,ESS,MID,106,120
2019,5,Man of Steele,J.Macmillan,NTH,DEF,73,102
2019,5,Man of Steele,R.Burton,PTA,DEF,76,67
2019,5,Man of Steele,S.Lycett,PTA,FWD,93,75
2019,5,Man of Steele,R.Laird,ADE,DEF,94,93
2019,5,Man of Steele,J.Steele,STK,MID,75,103
2019,5,Man of Steele,S.Ross,STK,MID,89,66
2019,5,Man of Steele,T.Papley,SYD,FWD,74,104
2019,5,Man of Steele,J.P.Kennedy,SYD,MID,108,110
2019,5,Man of Steele,D.Mundy,FRE,FWD,91,83
2019,5,Man of Steele,C.Daniel,WBD,FWD,114,100
2019,5,Man of Steele,M.Duncan,GEE,MID,101,82
2019,5,Man of Steele,T.Stewart,GEE,DEF,112,78
2019,5,Man of Steele,E.Yeo,WCE,MID,70,86
2019,5,Man of Steele,J.Harmes,MEL,BEN,89,91
2019,5,Man of Steele,T.Phillips,COL,BEN,79,94
2019,5,Man of Steele,B.Ebert,PTA,BEN,113,97
2019,5,Man of Steele,H.Shaw,GWS,BEN,71,60
2019,5,Fire The Worpedo,M.Gawn,MEL,RUC,130,126
2019,5,Fire The Worpedo,J.Viney,MEL,MID,87,82
2019,5,Fire The Worpedo,B.Ellis,RIC,DEF,71,75
2019,5,Fire The Worpedo,S.Edwards,RIC,FWD,89,84
2019,5,Fire The Worpedo,S.Pendlebury,COL,MID,99,103
2019,5,Fire The Worpedo,D.Beams,COL,MID,90,101
2019,5,Fire The Worpedo,Z.Merrett,ESS,MID,113,137
2019,5,Fire The Worpedo,D.Swallow,GCS,MID,97,75
2019,5,Fire The Worpedo,B.Crouch,ADE,MID,94,100
2019,5,Fire The Worpedo,D.Rampe,SYD,DEF,85,98
2019,5,Fire The Worpedo,C.Mills,SYD,DEF,77,62
2019,5,Fire The Worpedo,J.Finlayson,GWS,DEF,89,84
2019,5,Fire The Worpedo,L.Whitfield,GWS,DEF,118,86
2019,5,Fire The Worpedo,J.Cameron,GWS,FWD,119,85
2019,5,Fire The Worpedo,M.Wallis,WBD,FWD,78,57
2019,5,Fire The Worpedo,J.O'Meara,HAW,MID,85,76
2019,5,Fire The Worpedo,J.Worpel,HAW,FWD,108,101
2019,5,Fire The Worpedo,J.Darling,WCE,FWD,69,9
2019,5,Fire The Worpedo,J.Short,RIC,BEN,64,0
2019,5,Fire The Worpedo,L.Hodge,BRL,BEN,80,85
2019,5,Fire The Worpedo,J.Lyons,BRL,BEN,69,45
2019,5,Fire The Worpedo,D.Tucker,FRE,BEN,88,83
2019,5,DEVQON.1,C.Salem,MEL,DEF,98,90
2019,5,DEVQON.1,C.Oliver,MEL,MID,99,108
2019,5,DEVQON.1,D.Moore,COL,FWD,81,79
2019,5,DEVQON.1,S.Sidebottom,COL,MID,98,67
2019,5,DEVQON.1,J.Pittard,NTH,DEF,87,79
2019,5,DEVQON.1,T.Rockliff,PTA,MID,79,90
2019,5,DEVQON.1,T.Boak,PTA,FWD,121,95
2019,5,DEVQON.1,S.Martin,BRL,RUC,93,63
2019,5,DEVQON.1,J.Harbrow,GCS,DEF,89,44
2019,5,DEVQON.1,W.Milera,ADE,DEF,70,41
2019,5,DEVQON.1,R.Sloane,ADE,MID,106,104
2019,5,DEVQON.1,T.Lynch,ADE,FWD,81,68
2019,5,DEVQON.1,R.Marshall,STK,FWD,104,50
2019,5,DEVQON.1,J.Newnes,STK,FWD,105,90
2019,5,DEVQON.1,A.Aliir,SYD,DEF,73,33
2019,5,DEVQON.1,T.Taranto,GWS,MID,85,67
2019,5,DEVQON.1,S.Coniglio,GWS,MID,105,104
2019,5,DEVQON.1,R.Henderson,HAW,MID,125,133
2019,5,DEVQON.1,D.Smith,ESS,BEN,84,0
2019,5,DEVQON.1,S.Savage,STK,BEN,92,101
2019,5,DEVQON.1,J.Steven,STK,BEN,87,74
2019,5,DEVQON.1,Z.Tuohy,GEE,BEN,86,0
2019,5,Barbeques Treloar,A.Treloar,COL,MID,114,150
2019,5,Barbeques Treloar,A.McGrath,ESS,DEF,76,91
2019,5,Barbeques Treloar,B.Cunnington,NTH,MID,128,101
2019,5,Barbeques Treloar,J.Walker,BRL,DEF,93,94
2019,5,Barbeques Treloar,H.Andrews,BRL,DEF,88,60
2019,5,Barbeques Treloar,A.Sexton,GCS,FWD,90,45
2019,5,Barbeques Treloar,N.Haynes,GWS,DEF,85,63
2019,5,Barbeques Treloar,S.Mumford,GWS,RUC,96,86
2019,5,Barbeques Treloar,N.Fyfe,FRE,MID,111,110
2019,5,Barbeques Treloar,T.Liberatore,WBD,MID,140,98
2019,5,Barbeques Treloar,L.Hunter,WBD,MID,86,72
2019,5,Barbeques Treloar,S.Petrevski-Seton,CAR,FWD,80,136
2019,5,Barbeques Treloar,L.Breust,HAW,FWD,75,47
2019,5,Barbeques Treloar,J.Gunston,HAW,FWD,80,70
2019,5,Barbeques Treloar,J.Selwood,GEE,MID,79,97
2019,5,Barbeques Treloar,T.Hawkins,GEE,FWD,88,73
2019,5,Barbeques Treloar,A.Gaff,WCE,MID,111,97
2019,5,Barbeques Treloar,J.McGovern,WCE,DEF,77,65
2019,5,Barbeques Treloar,J.Riewoldt,RIC,BEN,110,0
2019,5,Barbeques Treloar,J.Westhoff,PTA,BEN,76,67
2019,5,Barbeques Treloar,L.Weller,GCS,BEN,95,0
2019,5,Barbeques Treloar,T.Scully,HAW,BEN,55,43
2019,5,Swimming n Titch,T.Nankervis,RIC,RUC,90,52
2019,5,Swimming n Titch,D.Prestia,RIC,MID,84,121
2019,5,Swimming n Titch,M.Hurley,ESS,DEF,91,102
2019,5,Swimming n Titch,R.Gray,PTA,FWD,78,45
2019,5,Swimming n Titch,A.Witherden,BRL,DEF,69,92
2019,5,Swimming n Titch,D.Zorko,BRL,MID,85,93
2019,5,Swimming n Titch,D.Rich,BRL,DEF,93,99
2019,5,Swimming n Titch,B.Acres,STK,FWD,79,103
2019,5,Swimming n Titch,J.Gresham,STK,FWD,80,69
2019,5,Swimming n Titch,H.Cunningham,SYD,MID,88,92
2019,5,Swimming n Titch,J.Kelly,GWS,MID,86,97
2019,5,Swimming n Titch,L.Ryan,FRE,DEF,104,100
2019,5,Swimming n Titch,M.Bontempelli,WBD,MID,114,104
2019,5,Swimming n Titch,P.Dangerfield,GEE,FWD,111,127
