SEASON,ROUND,SC TEAM,PLAYER,TEAM,POS,PROJ,PTS
2017,2,Show Me The Mundy,A.Rance,RIC,DEF,83,99
2017,2,Show Me The Mundy,A.Gaff,WCE,MID,90,92
2017,2,Show Me The Mundy,L.Shiels,HAW,BEN,64,62
2017,2,Show Me The Mundy,J.Pittard,PTA,BEN,81,0
2017,2,Show Me The Mundy,S.Grigg,RIC,BEN,84,69
2017,2,Show Me The Mundy,D.Armitage,STK,BEN,91,0
2017,3,Show Me The Mundy,L.Hodge,HAW,DEF,98,78
2017,3,Show Me The Mundy,J.Macrae,WBD,FWD,94,108
2017,3,Show Me The Mundy,W.Hoskin-Elliott,COL,FWD,85,71
2017,3,Show Me The Mundy,S.Docherty,CAR,DEF,105,111
2017,3,Show Me The Mundy,Z.Jones,SYD,DEF,65,103
2017,3,Show Me The Mundy,J.P.Kennedy,SYD,MID,112,107
2017,3,Show Me The Mundy,M.Duncan,GEE,MID,98,120
2017,3,Show Me The Mundy,T.Greene,GWS,FWD,87,92
2017,3,Show Me The Mundy,D.Shiel,GWS,MID,103,86
2017,3,Show Me The Mundy,P.Ryder,PTA,FWD,90,87
2017,3,Show Me The Mundy,A.Young,PTA,FWD,59,29
2017,3,Show Me The Mundy,M.Barlow,GCS,MID,105,101
2017,3,Show Me The Mundy,J.Kelly,ESS,DEF,85,89
2017,3,Show Me The Mundy,A.Sandilands,FRE,RUC,79,103
2017,3,Show Me The Mundy,D.Mundy,FRE,MID,101,143
2017,3,Show Me The Mundy,A.Rance,RIC,DEF,87,121
2017,3,Show Me The Mundy,S.Ross,STK,MID,89,99
2017,3,Show Me The Mundy,A.Gaff,WCE,MID,96,123
2017,3,Show Me The Mundy,J.Lewis,MEL,BEN,103,0
2017,3,Show Me The Mundy,J.Pittard,PTA,BEN,83,0
2017,3,Show Me The Mundy,K.Kolodjashnij,GCS,BEN,73,89
2017,3,Show Me The Mundy,D.Armitage,STK,BEN,85,0
2017,4,Show Me The Mundy,J.Macrae,WBD,FWD,96,107
2017,4,Show Me The Mundy,W.Hoskin-Elliott,COL,FWD,90,70
2017,4,Show Me The Mundy,S.Docherty,CAR,DEF,105,108
2017,4,Show Me The Mundy,J.P.Kennedy,SYD,MID,112,113
2017,4,Show Me The Mundy,Z.Jones,SYD,DEF,68,72
2017,4,Show Me The Mundy,M.Duncan,GEE,MID,104,125
2017,4,Show Me The Mundy,D.Shiel,GWS,MID,105,111
2017,4,Show Me The Mundy,T.Greene,GWS,FWD,86,84
2017,4,Show Me The Mundy,J.Pittard,PTA,DEF,84,93
2017,4,Show Me The Mundy,A.Young,PTA,FWD,56,60
2017,4,Show Me The Mundy,J.Harbrow,GCS,DEF,88,101
2017,4,Show Me The Mundy,M.Barlow,GCS,MID,90,27
2017,4,Show Me The Mundy,D.Mundy,FRE,MID,106,121
2017,4,Show Me The Mundy,A.Sandilands,FRE,RUC,83,91
2017,4,Show Me The Mundy,A.Rance,RIC,DEF,79,55
2017,4,Show Me The Mundy,K.Lambert,RIC,FWD,63,42
2017,4,Show Me The Mundy,S.Ross,STK,MID,91,100
2017,4,Show Me The Mundy,A.Gaff,WCE,MID,93,78
2017,4,Show Me The Mundy,L.Hodge,HAW,BEN,105,116
2017,4,Show Me The Mundy,J.Lewis,MEL,BEN,103,0
2017,4,Show Me The Mundy,M.Wood,NTH,BEN,76,0
2017,4,Show Me The Mundy,P.Ryder,PTA,BEN,90,0
2017,5,Show Me The Mundy,L.Hodge,HAW,DEF,100,67
2017,5,Show Me The Mundy,J.Macrae,WBD,FWD,101,121
2017,5,Show Me The Mundy,W.Hoskin-Elliott,COL,FWD,90,51
2017,5,Show Me The Mundy,M.Wood,NTH,FWD,75,73
2017,5,Show Me The Mundy,S.Docherty,CAR,DEF,102,93
2017,5,Show Me The Mundy,J.P.Kennedy,SYD,MID,107,91
2017,5,Show Me The Mundy,M.Duncan,GEE,MID,107,107
2017,5,Show Me The Mundy,T.Greene,GWS,FWD,91,118
2017,5,Show Me The Mundy,D.Shiel,GWS,MID,100,75
2017,5,Show Me The Mundy,P.Ryder,PTA,FWD,90,83
2017,5,Show Me The Mundy,J.Pittard,PTA,DEF,81,77
2017,5,Show Me The Mundy,M.Barlow,GCS,MID,93,112
2017,5,Show Me The Mundy,J.Harbrow,GCS,DEF,86,67
2017,5,Show Me The Mundy,A.Sandilands,FRE,RUC,88,101
2017,5,Show Me The Mundy,D.Mundy,FRE,MID,107,98
2017,5,Show Me The Mundy,A.Rance,RIC,DEF,76,81
2017,5,Show Me The Mundy,S.Ross,STK,MID,97,123
2017,5,Show Me The Mundy,A.Gaff,WCE,MID,91,79
2017,5,Show Me The Mundy,J.Lewis,MEL,BEN,103,0
2017,5,Show Me The Mundy,J.Waite,NTH,BEN,88,0
2017,5,Show Me The Mundy,Z.Jones,SYD,BEN,78,115
2017,5,Show Me The Mundy,J.Jenkins,ADE,BEN,58,0
2017,6,Show Me The Mundy,J.Macrae,WBD,FWD,103,102
2017,6,Show Me The Mundy,M.Wood,NTH,FWD,69,45
2017,6,Show Me The Mundy,S.Docherty,CAR,DEF,113,149
2017,6,Show Me The Mundy,J.P.Kennedy,SYD,MID,98,89
2017,6,Show Me The Mundy,Z.Jones,SYD,DEF,79,93
2017,6,Show Me The Mundy,M.Duncan,GEE,MID,106,113
2017,6,Show Me The Mundy,D.Shiel,GWS,MID,106,103
2017,6,Show Me The Mundy,T.Greene,GWS,FWD,94,92
2017,6,Show Me The Mundy,J.Pittard,PTA,DEF,77,87
2017,6,Show Me The Mundy,P.Ryder,PTA,FWD,92,95
2017,6,Show Me The Mundy,J.Harbrow,GCS,DEF,95,114
2017,6,Show Me The Mundy,M.Barlow,GCS,MID,87,79
2017,6,Show Me The Mundy,D.Mundy,FRE,MID,99,61
2017,6,Show Me The Mundy,A.Sandilands,FRE,RUC,88,105
2017,6,Show Me The Mundy,A.Rance,RIC,DEF,85,106
2017,6,Show Me The Mundy,S.Ross,STK,MID,111,105
2017,6,Show Me The Mundy,J.Jenkins,ADE,FWD,49,55
2017,6,Show Me The Mundy,A.Gaff,WCE,MID,87,98
2017,6,Show Me The Mundy,L.Hodge,HAW,BEN,102,97
2017,6,Show Me The Mundy,J.Lewis,MEL,BEN,101,88
2017,6,Show Me The Mundy,J.Waite,NTH,BEN,88,0
2017,6,Show Me The Mundy,D.Lang,GEE,BEN,55,71
2017,7,Show Me The Mundy,L.Hodge,HAW,DEF,105,92
2017,7,Show Me The Mundy,J.Macrae,WBD,FWD,107,117
2017,7,Show Me The Mundy,J.Lewis,MEL,MID,101,98
2017,7,Show Me The Mundy,N.Hrovat,NTH,FWD,83,75
2017,7,Show Me The Mundy,J.Waite,NTH,FWD,117,190
2017,7,Show Me The Mundy,S.Docherty,CAR,DEF,109,103
2017,7,Show Me The Mundy,Z.Jones,SYD,DEF,93,143
2017,7,Show Me The Mundy,J.P.Kennedy,SYD,MID,96,77
2017,7,Show Me The Mundy,M.Duncan,GEE,MID,103,84
2017,7,Show Me The Mundy,D.Shiel,GWS,MID,98,96
2017,7,Show Me The Mundy,J.Pittard,PTA,DEF,77,74
2017,7,Show Me The Mundy,P.Ryder,PTA,FWD,104,139
2017,7,Show Me The Mundy,J.Harbrow,GCS,DEF,102,100
2017,7,Show Me The Mundy,D.Mundy,FRE,MID,96,85
2017,7,Show Me The Mundy,A.Sandilands,FRE,RUC,88,77
2017,7,Show Me The Mundy,S.Ross,STK,MID,111,111
2017,7,Show Me The Mundy,J.Steele,STK,FWD,93,79
2017,7,Show Me The Mundy,A.Gaff,WCE,MID,83,70
2017,7,Show Me The Mundy,J.Crisp,COL,BEN,74,40
2017,7,Show Me The Mundy,T.Greene,GWS,BEN,94,0
2017,7,Show Me The Mundy,M.Barlow,GCS,BEN,88,91
2017,7,Show Me The Mundy,J.Jenkins,ADE,BEN,50,58
2017,8,Show Me The Mundy,L.Hodge,HAW,DEF,113,110
2017,8,Show Me The Mundy,J.Macrae,WBD,FWD,106,105
2017,8,Show Me The Mundy,J.Lewis,MEL,MID,98,85
2017,8,Show Me The Mundy,M.Wood,NTH,FWD,59,36
2017,8,Show Me The Mundy,S.Docherty,CAR,DEF,113,132
2017,8,Show Me The Mundy,Z.Jones,SYD,DEF,87,63
2017,8,Show Me The Mundy,J.P.Kennedy,SYD,MID,101,136
2017,8,Show Me The Mundy,M.Duncan,GEE,MID,94,70
2017,8,Show Me The Mundy,D.Shiel,GWS,MID,98,83
2017,8,Show Me The Mundy,J.Pittard,PTA,DEF,85,102
2017,8,Show Me The Mundy,P.Ryder,PTA,FWD,113,115
2017,8,Show Me The Mundy,J.Harbrow,GCS,DEF,104,105
2017,8,Show Me The Mundy,D.Mundy,FRE,MID,89,104
2017,8,Show Me The Mundy,A.Sandilands,FRE,RUC,88,104
2017,8,Show Me The Mundy,S.Edwards,RIC,FWD,90,81
2017,8,Show Me The Mundy,S.Ross,STK,MID,118,129
2017,8,Show Me The Mundy,J.Steele,STK,FWD,98,114
2017,8,Show Me The Mundy,A.Gaff,WCE,MID,83,121
2017,8,Show Me The Mundy,J.Waite,NTH,BEN,117,0
2017,8,Show Me The Mundy,T.Greene,GWS,BEN,94,0
2017,8,Show Me The Mundy,M.Barlow,GCS,BEN,84,83
2017,8,Show Me The Mundy,A.McGrath,ESS,BEN,79,66
2017,9,Show Me The Mundy,L.Hodge,HAW,DEF,105,81
2017,9,Show Me The Mundy,J.Macrae,WBD,FWD,102,84
2017,9,Show Me The Mundy,J.Lewis,MEL,MID,97,98
2017,9,Show Me The Mundy,J.Waite,NTH,FWD,114,31
2017,9,Show Me The Mundy,S.Docherty,CAR,DEF,112,101
2017,9,Show Me The Mundy,Z.Jones,SYD,DEF,84,49
2017,9,Show Me The Mundy,J.P.Kennedy,SYD,MID,99,102
2017,9,Show Me The Mundy,M.Duncan,GEE,MID,95,130
2017,9,Show Me The Mundy,T.Greene,GWS,FWD,82,70
2017,9,Show Me The Mundy,D.Shiel,GWS,MID,90,75
2017,9,Show Me The Mundy,A.McGrath,ESS,DEF,79,59
2017,9,Show Me The Mundy,D.Mundy,FRE,MID,90,128
2017,9,Show Me The Mundy,A.Sandilands,FRE,RUC,90,102
2017,9,Show Me The Mundy,S.Edwards,RIC,FWD,85,66
2017,9,Show Me The Mundy,S.Ross,STK,MID,120,112
2017,9,Show Me The Mundy,J.Steele,STK,FWD,97,87
2017,9,Show Me The Mundy,J.Lever,ADE,DEF,78,65
2017,9,Show Me The Mundy,A.Gaff,WCE,MID,85,90
2017,9,Show Me The Mundy,J.Pittard,PTA,BEN,85,0
2017,9,Show Me The Mundy,P.Ryder,PTA,BEN,113,0
2017,9,Show Me The Mundy,J.Harbrow,GCS,BEN,104,0
2017,9,Show Me The Mundy,M.Barlow,GCS,BEN,84,0
2017,10,Show Me The Mundy,L.Hodge,HAW,DEF,114,107
2017,10,Show Me The Mundy,J.Macrae,WBD,FWD,95,85
2017,10,Show Me The Mundy,A.Neal-Bullen,MEL,FWD,92,96
2017,10,Show Me The Mundy,J.Lewis,MEL,MID,100,92
2017,10,Show Me The Mundy,J.Waite,NTH,FWD,115,63
2017,10,Show Me The Mundy,S.Docherty,CAR,DEF,118,124
2017,10,Show Me The Mundy,Z.Jones,SYD,DEF,81,103
2017,10,Show Me The Mundy,J.P.Kennedy,SYD,MID,105,118
2017,10,Show Me The Mundy,M.Duncan,GEE,MID,93,99
2017,10,Show Me The Mundy,D.Shiel,GWS,MID,95,98
2017,10,Show Me The Mundy,T.Greene,GWS,FWD,85,112
2017,10,Show Me The Mundy,J.Pittard,PTA,DEF,81,71
2017,10,Show Me The Mundy,P.Ryder,PTA,RUC,110,69
2017,10,Show Me The Mundy,J.Harbrow,GCS,DEF,100,77
2017,10,Show Me The Mundy,D.Mundy,FRE,MID,79,38
2017,10,Show Me The Mundy,S.Ross,STK,MID,114,94
2017,10,Show Me The Mundy,J.Steele,STK,FWD,98,86
2017,10,Show Me The Mundy,A.Gaff,WCE,MID,90,107
2017,10,Show Me The Mundy,J.Harmes,MEL,BEN,93,90
2017,10,Show Me The Mundy,M.Barlow,GCS,BEN,94,74
2017,10,Show Me The Mundy,D.Swallow,GCS,BEN,74,69
2017,10,Show Me The Mundy,A.Sandilands,FRE,BEN,90,0
2017,11,Show Me The Mundy,L.Hodge,HAW,DEF,113,92
2017,11,Show Me The Mundy,J.Macrae,WBD,FWD,95,0
2017,11,Show Me The Mundy,J.Waite,NTH,FWD,110,54
2017,11,Show Me The Mundy,S.Docherty,CAR,DEF,118,0
2017,11,Show Me The Mundy,Z.Jones,SYD,DEF,81,0
2017,11,Show Me The Mundy,J.P.Kennedy,SYD,MID,105,0
2017,11,Show Me The Mundy,M.Duncan,GEE,MID,89,90
2017,11,Show Me The Mundy,D.Shiel,GWS,MID,95,105
2017,11,Show Me The Mundy,T.Greene,GWS,FWD,87,95
2017,11,Show Me The Mundy,J.Pittard,PTA,DEF,78,58
2017,11,Show Me The Mundy,P.Ryder,PTA,FWD,110,81
2017,11,Show Me The Mundy,J.Polec,PTA,MID,96,94
2017,11,Show Me The Mundy,M.Barlow,GCS,MID,85,72
2017,11,Show Me The Mundy,J.Harbrow,GCS,DEF,103,81
2017,11,Show Me The Mundy,A.Sandilands,FRE,RUC,90,0
2017,11,Show Me The Mundy,D.Mundy,FRE,MID,83,83
2017,11,Show Me The Mundy,J.Steele,STK,FWD,98,0
2017,11,Show Me The Mundy,A.Gaff,WCE,MID,86,75
2017,11,Show Me The Mundy,J.Harmes,MEL,BEN,93,0
2017,11,Show Me The Mundy,J.Lewis,MEL,BEN,100,0
2017,11,Show Me The Mundy,A.Neal-Bullen,MEL,BEN,92,0
2017,11,Show Me The Mundy,S.Ross,STK,BEN,114,0
2017,12,Show Me The Mundy,L.Hodge,HAW,DEF,113,0
2017,12,Show Me The Mundy,J.Macrae,WBD,FWD,99,123
2017,12,Show Me The Mundy,J.Lewis,MEL,MID,82,34
2017,12,Show Me The Mundy,J.Harmes,MEL,DEF,80,64
2017,12,Show Me The Mundy,A.Neal-Bullen,MEL,FWD,82,81
2017,12,Show Me The Mundy,S.Docherty,CAR,DEF,117,144
2017,12,Show Me The Mundy,Z.Jones,SYD,DEF,78,71
2017,12,Show Me The Mundy,J.P.Kennedy,SYD,MID,107,101
2017,12,Show Me The Mundy,D.Shiel,GWS,MID,101,122
2017,12,Show Me The Mundy,T.Greene,GWS,FWD,85,103
2017,12,Show Me The Mundy,J.Pittard,PTA,DEF,75,68
2017,12,Show Me The Mundy,J.Polec,PTA,MID,95,72
2017,12,Show Me The Mundy,P.Ryder,PTA,FWD,107,81
2017,12,Show Me The Mundy,M.Barlow,GCS,MID,88,90
2017,12,Show Me The Mundy,T.Bellchambers,ESS,RUC,78,73
2017,12,Show Me The Mundy,D.Mundy,FRE,MID,86,100
2017,12,Show Me The Mundy,S.Ross,STK,MID,113,101
2017,12,Show Me The Mundy,J.Steele,STK,FWD,85,53
2017,12,Show Me The Mundy,M.Duncan,GEE,BEN,89,0
2017,12,Show Me The Mundy,Z.Smith,GEE,BEN,103,0
2017,12,Show Me The Mundy,J.Harbrow,GCS,BEN,103,0
2017,12,Show Me The Mundy,A.Gaff,WCE,BEN,86,0
2017,13,Show Me The Mundy,L.Hodge,HAW,DEF,113,0
2017,13,Show Me The Mundy,J.Macrae,WBD,FWD,90,70
2017,13,Show Me The Mundy,J.Lewis,MEL,MID,78,79
2017,13,Show Me The Mundy,J.Harmes,MEL,DEF,80,72
2017,13,Show Me The Mundy,A.Neal-Bullen,MEL,FWD,75,55
2017,13,Show Me The Mundy,S.Docherty,CAR,DEF,127,153
2017,13,Show Me The Mundy,Z.Jones,SYD,DEF,67,80
2017,13,Show Me The Mundy,J.P.Kennedy,SYD,MID,112,104
2017,13,Show Me The Mundy,M.Duncan,GEE,MID,96,118
2017,13,Show Me The Mundy,D.Menzel,GEE,FWD,60,72
2017,13,Show Me The Mundy,Z.Smith,GEE,RUC,110,64
2017,13,Show Me The Mundy,D.Shiel,GWS,MID,101,0
2017,13,Show Me The Mundy,P.Ryder,PTA,FWD,102,119
2017,13,Show Me The Mundy,J.Polec,PTA,MID,91,69
2017,13,Show Me The Mundy,C.Hooker,ESS,DEF,93,0
2017,13,Show Me The Mundy,S.Ross,STK,MID,115,120
2017,13,Show Me The Mundy,J.Steele,STK,FWD,85,0
2017,13,Show Me The Mundy,A.Gaff,WCE,MID,95,120
2017,13,Show Me The Mundy,T.Greene,GWS,BEN,85,0
2017,13,Show Me The Mundy,J.Pittard,PTA,BEN,75,0
2017,13,Show Me The Mundy,J.Harbrow,GCS,BEN,103,0
2017,13,Show Me The Mundy,D.Mundy,FRE,BEN,86,0
2017,14,Show Me The Mundy,L.Hodge,HAW,DEF,106,62
2017,14,Show Me The Mundy,J.Macrae,WBD,FWD,93,122
2017,14,Show Me The Mundy,M.Daw,NTH,FWD,75,70
2017,14,Show Me The Mundy,S.Docherty,CAR,DEF,125,120
2017,14,Show Me The Mundy,J.P.Kennedy,SYD,MID,111,127
2017,14,Show Me The Mundy,M.Duncan,GEE,MID,100,95
2017,14,Show Me The Mundy,D.Shiel,GWS,MID,113,143
2017,14,Show Me The Mundy,T.Greene,GWS,FWD,91,127
2017,14,Show Me The Mundy,J.Pittard,PTA,DEF,75,76
2017,14,Show Me The Mundy,P.Ryder,PTA,FWD,96,86
2017,14,Show Me The Mundy,J.Harbrow,GCS,DEF,103,119
2017,14,Show Me The Mundy,J.Watson,ESS,MID,93,65
2017,14,Show Me The Mundy,T.Bellchambers,ESS,RUC,91,103
2017,14,Show Me The Mundy,D.Mundy,FRE,MID,84,91
2017,14,Show Me The Mundy,D.Astbury,RIC,DEF,82,70
2017,14,Show Me The Mundy,S.Ross,STK,MID,107,88
2017,14,Show Me The Mundy,R.Douglas,ADE,FWD,70,63
2017,14,Show Me The Mundy,A.Gaff,WCE,MID,90,95
2017,14,Show Me The Mundy,J.Lewis,MEL,BEN,77,80
2017,14,Show Me The Mundy,Z.Jones,SYD,BEN,67,0
2017,14,Show Me The Mundy,C.Hooker,ESS,BEN,93,0
2017,14,Show Me The Mundy,J.Steele,STK,BEN,85,0
2017,15,Show Me The Mundy,L.Hodge,HAW,DEF,98,76
2017,15,Show Me The Mundy,J.Macrae,WBD,FWD,93,81
2017,15,Show Me The Mundy,J.Elliott,COL,FWD,73,33
2017,15,Show Me The Mundy,S.Docherty,CAR,DEF,129,122
2017,15,Show Me The Mundy,Z.Jones,SYD,DEF,75,114
2017,15,Show Me The Mundy,J.P.Kennedy,SYD,MID,111,102
2017,15,Show Me The Mundy,M.Duncan,GEE,MID,94,96
2017,15,Show Me The Mundy,D.Shiel,GWS,MID,117,90
2017,15,Show Me The Mundy,J.Pittard,PTA,DEF,68,64
2017,15,Show Me The Mundy,P.Ryder,PTA,FWD,108,127
2017,15,Show Me The Mundy,J.Harbrow,GCS,DEF,104,102
2017,15,Show Me The Mundy,J.Watson,ESS,MID,97,127
2017,15,Show Me The Mundy,T.Bellchambers,ESS,RUC,84,57
2017,15,Show Me The Mundy,D.Mundy,FRE,MID,78,95
2017,15,Show Me The Mundy,K.Lambert,RIC,FWD,101,119
2017,15,Show Me The Mundy,S.Ross,STK,MID,106,109
2017,15,Show Me The Mundy,J.Steele,STK,FWD,91,106
2017,15,Show Me The Mundy,A.Gaff,WCE,MID,98,128
2017,15,Show Me The Mundy,M.Boyd,WBD,BEN,67,0
2017,15,Show Me The Mundy,T.Greene,GWS,BEN,91,0
2017,15,Show Me The Mundy,C.Hooker,ESS,BEN,93,70
2017,15,Show Me The Mundy,S.Thompson,ADE,BEN,80,0
2017,16,Show Me The Mundy,L.Hodge,HAW,DEF,91,52
2017,16,Show Me The Mundy,J.Roughead,HAW,FWD,103,88
2017,16,Show Me The Mundy,J.Macrae,WBD,FWD,99,118
2017,16,Show Me The Mundy,R.Bastinac,BRL,MID,93,73
2017,16,Show Me The Mundy,S.Docherty,CAR,DEF,132,142
2017,16,Show Me The Mundy,Z.Jones,SYD,DEF,76,49
2017,16,Show Me The Mundy,M.Duncan,GEE,MID,102,144
2017,16,Show Me The Mundy,D.Shiel,GWS,MID,118,106
2017,16,Show Me The Mundy,J.Pittard,PTA,DEF,70,82
2017,16,Show Me The Mundy,P.Ryder,PTA,FWD,118,129
2017,16,Show Me The Mundy,J.Harbrow,GCS,DEF,94,56
2017,16,Show Me The Mundy,J.Watson,ESS,MID,96,74
2017,16,Show Me The Mundy,T.Bellchambers,ESS,RUC,85,95
2017,16,Show Me The Mundy,D.Mundy,FRE,MID,78,0
2017,16,Show Me The Mundy,K.Lambert,RIC,FWD,107,102
2017,16,Show Me The Mundy,S.Ross,STK,MID,118,151
2017,16,Show Me The Mundy,J.Steele,STK,FWD,83,74
2017,16,Show Me The Mundy,A.Gaff,WCE,MID,95,91
2017,16,Show Me The Mundy,M.Boyd,WBD,BEN,69,70
2017,16,Show Me The Mundy,J.Elliott,COL,BEN,72,75
2017,16,Show Me The Mundy,J.P.Kennedy,SYD,BEN,111,0
2017,16,Show Me The Mundy,T.Greene,GWS,BEN,91,0
2017,17,Show Me The Mundy,L.Hodge,HAW,DEF,88,94
2017,17,Show Me The Mundy,J.Macrae,WBD,FWD,99,124
2017,17,Show Me The Mundy,S.Docherty,CAR,DEF,125,106
2017,17,Show Me The Mundy,Z.Jones,SYD,DEF,73,87
2017,17,Show Me The Mundy,J.P.Kennedy,SYD,MID,106,96
2017,17,Show Me The Mundy,M.Duncan,GEE,MID,106,108
2017,17,Show Me The Mundy,D.Shiel,GWS,MID,115,91
2017,17,Show Me The Mundy,T.Greene,GWS,FWD,93,83
2017,17,Show Me The Mundy,J.Pittard,PTA,DEF,71,60
2017,17,Show Me The Mundy,P.Ryder,PTA,FWD,123,105
2017,17,Show Me The Mundy,J.Harbrow,GCS,DEF,88,43
2017,17,Show Me The Mundy,D.Swallow,GCS,MID,90,90
2017,17,Show Me The Mundy,T.Bellchambers,ESS,RUC,87,107
2017,17,Show Me The Mundy,D.Mundy,FRE,MID,86,83
2017,17,Show Me The Mundy,K.Lambert,RIC,FWD,105,83
2017,17,Show Me The Mundy,S.Ross,STK,MID,110,64
2017,17,Show Me The Mundy,J.Steele,STK,FWD,77,59
2017,17,Show Me The Mundy,A.Gaff,WCE,MID,98,93
2017,17,Show Me The Mundy,J.Roughead,HAW,BEN,103,88
2017,17,Show Me The Mundy,M.Boyd,WBD,BEN,69,0
2017,17,Show Me The Mundy,J.Elliott,COL,BEN,71,79
2017,17,Show Me The Mundy,J.Watson,ESS,BEN,96,0
2017,18,Show Me The Mundy,L.Hodge,HAW,DEF,88,90
2017,18,Show Me The Mundy,J.Macrae,WBD,FWD,107,108
2017,18,Show Me The Mundy,C.Salem,MEL,DEF,67,84
2017,18,Show Me The Mundy,S.Docherty,CAR,DEF,116,110
2017,18,Show Me The Mundy,Z.Jones,SYD,DEF,68,36
2017,18,Show Me The Mundy,J.P.Kennedy,SYD,MID,103,87
2017,18,Show Me The Mundy,M.Duncan,GEE,MID,103,106
2017,18,Show Me The Mundy,D.Shiel,GWS,MID,108,89
2017,18,Show Me The Mundy,T.Greene,GWS,FWD,88,84
2017,18,Show Me The Mundy,P.Ryder,PTA,FWD,121,111
2017,18,Show Me The Mundy,J.Harbrow,GCS,DEF,82,52
2017,18,Show Me The Mundy,D.Swallow,GCS,MID,88,74
2017,18,Show Me The Mundy,T.Bellchambers,ESS,RUC,92,95
2017,18,Show Me The Mundy,D.Mundy,FRE,MID,84,71
2017,18,Show Me The Mundy,K.Lambert,RIC,FWD,102,64
2017,18,Show Me The Mundy,S.Ross,STK,MID,106,99
2017,18,Show Me The Mundy,J.Steele,STK,FWD,79,97
2017,18,Show Me The Mundy,A.Gaff,WCE,MID,84,44
2017,18,Show Me The Mundy,J.Roughead,HAW,BEN,105,80
2017,18,Show Me The Mundy,A.Mullett,NTH,BEN,86,90
2017,18,Show Me The Mundy,J.Pittard,PTA,BEN,71,0
2017,18,Show Me The Mundy,J.Watson,ESS,BEN,95,91
2017,19,Show Me The Mundy,L.Hodge,HAW,DEF,95,92
2017,19,Show Me The Mundy,J.Roughead,HAW,FWD,124,130
2017,19,Show Me The Mundy,J.Macrae,WBD,FWD,102,100
2017,19,Show Me The Mundy,A.Mullett,NTH,DEF,87,71
2017,19,Show Me The Mundy,S.Docherty,CAR,DEF,113,102
2017,19,Show Me The Mundy,Z.Jones,SYD,DEF,67,74
2017,19,Show Me The Mundy,J.P.Kennedy,SYD,MID,93,50
2017,19,Show Me The Mundy,M.Duncan,GEE,MID,108,118
2017,19,Show Me The Mundy,D.Shiel,GWS,MID,103,115
2017,19,Show Me The Mundy,P.Ryder,PTA,FWD,130,130
2017,19,Show Me The Mundy,T.Bellchambers,ESS,RUC,83,58
2017,19,Show Me The Mundy,J.Watson,ESS,MID,85,70
2017,19,Show Me The Mundy,D.Mundy,FRE,MID,75,53
2017,19,Show Me The Mundy,N.Vlastuin,RIC,DEF,77,78
2017,19,Show Me The Mundy,K.Lambert,RIC,FWD,91,63
2017,19,Show Me The Mundy,S.Ross,STK,MID,115,132
