"id","feed_id","player_name","team","pos","avg","adp"
693,"1008855","O.Baker","WBD","MID",54,418.5
264,"281124","L.Casboult","GCS","FWD",55,418.6
102,"1008510","C.Durdin","CAR","FWD",53,421
122,"1013973","M.Owies","CAR","FWD",54,429.8
751,"1006576","L.Edwards","WCE","MID",45,430.6
715,"290797","A.Keath","WBD","DEF",54,430.8
710,"997501","R.Gardner","WBD","DEF",54,439.8
678,"996743","L.Melican","SYD","DEF",58,
660,"990816","A.Francis","SYD","DEF",52,
732,"1005000","L.Vandermeer","WBD","DEF",52,
610,"1023784","A.Caminiti","STK","FWD",52,
604,"1018433","T.Young","RIC","DEF",52,
18,"1013974","M.Keane","ADE","DEF",65,
764,"1023496","N.Long","WCE","FWD",52,
292,"1005986","M.Rosas","GCS","FWD",52,
705,"290085","T.Duryea","WBD","DEF",51,
638,"1018018","C.Sharman","STK","FWD",51,
90,"1002795","J.Boyd","CAR","DEF",51,
282,"993917","B.Long","GCS","DEF",50,
210,"993806","S.Weideman","ESS","FWD",50,
13,"1018075","L.Gollant","ADE","FWD",62,
634,"1004985","B.Paton","STK","DEF",49,
378,"1006013","J.Peatling","GWS","FWD",49,
579,"280819","D.Grimes","RIC","DEF",49,
564,"1013197","S.Banks","RIC","DEF",54,
281,"294013","S.Lemmens","GCS","DEF",48,
664,"295222","J.Hamling","SYD","DEF",59,
196,"1013201","J.Menzie","ESS","FWD",47,
467,"1002282","C.Spargo","MEL","FWD",47,
478,"1017095","M.Bergman","NTH","DEF",46,
112,"298302","C.Marchbank","CAR","DEF",52,
614,"991939","Z.Cordy","STK","DEF/FWD",46,
771,"997823","J.Rotham","WCE","DEF",46,
251,"1009410","B.Walker","FRE","DEF",46,
540,"1012881","O.Lord","PTA","FWD",46,
545,"1004819","J.McEntee","PTA","FWD",45,
303,"293883","J.Bews","GEE","DEF",45,
246,"1013611","S.Sturt","FRE","FWD",45,
394,"1010708","S.Butler","HAW","FWD",44,
455,"280824","J.Melksham","MEL","FWD",44,
188,"1011755","H.Jones","ESS","FWD",49,
26,"1021031","L.Nankervis","ADE","DEF",54,
570,"1017043","J.Clarke","RIC","FWD",43,
532,"1017255","F.Evans","PTA","FWD",43,
288,"1009320","H.Oea","GCS","MID/FWD",42,
21,"1008185","N.McHenry","ADE","FWD",42,
5,"1004995","J.Butts","ADE","DEF",42,
15,"1005199","E.Himmelberg","ADE","FWD",52,
79,"1007099","H.Sharp","BRL","MID",52,
59,"1003520","D.Joyce","BRL","DEF",45,
584,"1008478","R.Mansell","RIC","FWD",40,
347,"1015777","R.Angwin","GWS","MID",40,
170,"1008975","K.Baldwin","ESS","DEF",48,
96,"1021353","L.Cowan","CAR","DEF",42,
777,"1020371","J.Williams","WCE","FWD",38,
411,"1009421","F.Maginness","HAW","MID",38,
722,"1032966","J.O'Donnell","WBD","DEF",37,
176,"1017933","A.Davey Jnr","ESS","FWD",37,
371,"290314","L.Keeffe","GWS","FWD",37,
593,"1011985","H.Ralphsmith","RIC","DEF",37,
270,"999715","J.Farrar","GCS","DEF",37,
392,"1011839","J.Blanck","HAW","DEF",36,
334,"1016433","S.Neale","GEE","FWD",45,
547,"1005326","J.Mead","PTA","MID/FWD",40,
548,"999824","Q.Narkle","PTA","FWD",45,
743,"1017057","C.Chesser","WCE","MID",36,
759,"1011243","C.Jamieson","WCE","FWD",44,
750,"1011437","H.Edwards","WCE","DEF",44,
471,"1020959","D.Turner","MEL","DEF",49,
699,"1015929","L.Cleary","WBD","DEF",49,
713,"1020586","A.Jones","WBD","FWD",34,
573,"1009308","N.Cumberland","RIC","FWD",34,
57,"296269","D.Gardiner","BRL","DEF",48,
484,"1012144","K.Dawson","NTH","DEF",41,
144,"1015332","H.Harrison","COL","FWD",40,
524,"1013462","J.Burgoyne","PTA","DEF",40,
365,"1017093","C.Hamilton","GWS","MID",40,
740,"1017718","R.Bazzo","WCE","DEF",32,
45,"1005053","N.Answerth","BRL","FWD",35,
285,"1009189","J.Mahony","GCS","MID/FWD",45,
476,"1018425","T.Woewodin","MEL","FWD",39,
595,"1009551","M.Rioli","RIC","FWD",31,
28,"1013153","P.Parnell","ADE","DEF",39,
408,"1029261","B.Macdonald","HAW","DEF",44,
424,"1017091","J.Serong","HAW","DEF",44,
74,"1009386","J.Prior","BRL","DEF",39,
248,"293854","M.Taberner","FRE","FWD",38,
382,"1021122","H.Rowston","GWS","MID",33,
279,"1024666","L.Johnston","GCS","DEF",42,
261,"1006100","T.Berry","GCS","FWD",32,
274,"1006087","C.Graham","GCS","DEF",0,
720,"1009015","L.McNeil","WBD","FWD",28,
572,"1008616","M.Coulthard","RIC","FWD",36,
361,"1032042","P.Gothard","GWS","FWD",0,
497,"1020979","C.Harvey","NTH","FWD",35,
568,"1017086","T.Brown","RIC","DEF",69,
268,"291753","S.Day","GCS","FWD",34,
332,"1024982","O.Mullin","GEE","DEF",30,
469,"1023640","K.Tholstrup","MEL","FWD",0,
78,"1012127","B.Ryan","BRL","FWD",34,
63,"1014026","K.Lohmann","BRL","FWD",30,
673,"1021200","L.McAndrew","SYD","RUC",38,
314,"1025034","O.Dempsey","GEE","FWD",33,
529,"294504","T.Clurey","PTA","DEF",29,
219,"1005547","J.Corbett","FRE","FWD",33,
373,"291509","A.Kennedy","GWS","DEF/FWD",33,
701,"1013996","J.Croft","WBD","FWD",0,
14,"1008159","W.Hamill","ADE","DEF",0,
477,"1020968","J.Archer","NTH","DEF",32,
557,"1017128","D.Visentini","PTA","RUC",32,
661,"1027901","W.Green","SYD","RUC",0,
774,"1011449","Z.Trew","WCE","MID",31,
401,"1013093","D.Grainger-Barras","HAW","DEF/FWD",27,
298,"1017665","B.Uwland","GCS","DEF",31,
359,"1017751","J.Fahey","GWS","MID",27,
374,"1032119","J.Leake","GWS","DEF",0,
254,"1021015","K.Worner","FRE","DEF",30,
4,"1000068","C.Burgess","ADE","FWD",33,
412,"1022410","W.McCabe","HAW","DEF",0,
783,"1002922","J.Bytel","COL","MID",25,
449,"1012826","B.Laurie","MEL","FWD",28,
709,"1006533","R.Garcia","WBD","FWD",28,
10,"1015329","B.Dowling","ADE","MID/FWD",0,
39,"1017065","Z.Taylor","ADE","MID",0,
49,"1028105","S.Brain","BRL","FWD",0,
60,"1018296","K.Lane","BRL","RUC",0,
65,"1013978","J.Madden","BRL","DEF",27,
70,"1013260","C.Michael","BRL","DEF",0,
80,"1016189","H.Smith","BRL","RUC/FWD",0,
83,"1021108","J.Tunstill","BRL","FWD",22,
88,"1015830","D.Akuei","CAR","DEF",0,
89,"1023533","J.Binns","CAR","MID",0,
91,"1013233","J.Carroll","CAR","MID",9,
103,"297767","S.Durdin","CAR","DEF",0,
111,"1020072","H.Lemmey","CAR","FWD",0,
116,"1023446","A.Mirkov","CAR","RUC",0,
121,"1023489","H.O'Keeffe","CAR","RUC",0,
131,"1022915","E.Allan","COL","MID",0,
132,"1015748","A.Begg","COL","RUC",0,
134,"1027021","J.Carmichael","COL","FWD",15,
140,"1009197","C.Dean","COL","DEF",0,
150,"997254","N.Kreuger","COL","RUC/FWD",8,
156,"1013278","R.McInnes","COL","FWD",21,
165,"1008239","J.Richards","COL","FWD",0,
166,"1020104","J.Ryan","COL","DEF",12,
169,"1022844","O.Steene","COL","RUC/FWD",0,
175,"1017961","J.Davey","ESS","FWD",0,
183,"1023487","L.Hayes","ESS","DEF",0,
187,"1020424","J.Hunter","ESS","FWD",0,
209,"1012521","T.Wanganeen","ESS","FWD",0,
222,"1022927","H.Davies","FRE","DEF",0,
224,"1020668","J.Draper","FRE","DEF",0,
233,"1027701","M.Knobel","FRE","RUC",0,
234,"1012048","S.Kuek","FRE","FWD",0,
235,"992472","O.McDonald","FRE","DEF",0,
240,"1023346","L.Reidy","FRE","RUC",0,
245,"1031801","E.Stanley","FRE","MID",13,
253,"1017970","C.Williams","FRE","MID/FWD",0,
262,"1013315","S.Brock","GCS","DEF",0,
271,"1017089","O.Faulkhead","GCS","MID/FWD",0,
297,"296280","J.Tsitas","GCS","FWD",22,
309,"1023542","T.Clohesy","GEE","FWD",22,
317,"1019945","P.Foster","GEE","FWD",0,
321,"1008825","M.Hardie","GEE","MID",0,
327,"1005150","E.Jeka","GEE","DEF",0,
333,"1027852","O.Murdoch","GEE","DEF",0,
344,"1011633","J.Willis","GEE","MID",0,
346,"1008691","L.Aleer","GWS","DEF",0,
358,"1016140","W.Derksen","GWS","FWD",0,
364,"1027921","M.Gruzewski","GWS","FWD",0,
370,"1020650","D.Jones","GWS","FWD",0,
375,"1023743","N.Madden","GWS","RUC",0,
376,"1027971","T.McMullin","GWS","FWD",18,
383,"1015862","C.Stone","GWS","FWD",16,
388,"1004530","J.Wehr","GWS","MID",26,
391,"1018106","J.Bennetts","HAW","FWD",0,
419,"1023531","J.O'Sullivan","HAW","FWD",0,
420,"1027965","M.Ramsden","HAW","FWD",26,
426,"1004948","C.Stephens","HAW","MID",0,
427,"1027837","C.Tucker","HAW","RUC",0,
433,"1023174","J.Adams","MEL","DEF",0,
440,"1030866","K.Farris-White","MEL","RUC",0,
442,"1013532","T.Fullarton","MEL","FWD",0,
445,"1017122","B.Howes","MEL","DEF",0,
447,"1023486","M.Jefferson","MEL","FWD",0,
456,"1013165","A.Moniz-Wakefield","MEL","FWD",0,
464,"993841","J.Schache","MEL","FWD",22,
465,"1029973","O.Sestan","MEL","FWD",0,
473,"1015473","W.Verrall","MEL","RUC",0,
486,"1023475","B.Drury","NTH","FWD",22,
490,"1020627","H.Free","NTH","RUC",0,
491,"1023544","B.George","NTH","FWD",0,
495,"1023144","R.Hansen Jr","NTH","FWD",15,
504,"1006193","B.Nyuon","NTH","FWD",0,
506,"1002138","T.Pink","NTH","DEF",0,
538,"1015330","H.Jackson","PTA","MID",0,
542,"1021276","K.Marshall","PTA","DEF",0,
544,"1021296","T.McCallum","PTA","DEF",0,
553,"1020066","T.Scully","PTA","FWD",0,
565,"1021152","J.Bauer","RIC","FWD",20,
569,"1023275","S.Campbell","RIC","FWD",0,
571,"1021660","M.Colina","RIC","RUC/FWD",0,
578,"1023056","S.Green","RIC","FWD",0,
599,"1022999","K.Smith","RIC","DEF",0,
605,"1015714","M.Allison","STK","FWD",0,
611,"290246","T.Campbell","STK","RUC",0,
620,"1015886","M.Heath","STK","RUC/FWD",0,
624,"1027959","O.Hotton","STK","MID/FWD",0,
627,"1015323","I.Keeler","STK","FWD",0,
630,"1017077","A.McLennan","STK","DEF",0,
642,"1023547","J.Van Es","STK","DEF",0,
651,"1008460","H.Arnold","SYD","DEF",0,
653,"1009392","J.Buller","SYD","FWD",17,
657,"1017757","W.Edwards","SYD","DEF",0,
669,"1023530","J.Konstanty","SYD","FWD",0,
672,"1015457","J.Magor","SYD","DEF",0,
680,"1024096","C.Mitchell","SYD","DEF/MID",0,
689,"1023498","C.Vickery","SYD","DEF",0,
691,"1018424","Co.Warner","SYD","FWD",21,
694,"1015822","D.Bedendo","WBD","MID",0,
697,"1023017","J.Busslinger","WBD","DEF",0,
698,"1023787","C.Clarke","WBD","FWD",0,
708,"1017087","H.Gallagher","WBD","FWD",0,
716,"998782","B.Khamis","WBD","FWD",21,
737,"1020595","J.Baker","WCE","DEF",0,
738,"1020057","H.Barnett","WCE","RUC/FWD",8,
742,"1023502","C.Burgiel","WCE","DEF",0,
748,"1023142","T.Dewar","WCE","FWD",0,
784,"1017754","P.Voss","FRE","FWD",0,
492,"1031506","T.Goad","NTH","RUC",0,
32,"1027893","O.Ryan","ADE","DEF",0,
62,"1027985","L.Lloyd","BRL","FWD",0,
71,"1028019","L.Morris","BRL","FWD",0,
82,"1024187","R.Torrent","BRL","MID",0,
85,"1032650","Z.Zakostelsky","BRL","DEF/RUC",0,
117,"1020097","A.Moir","CAR","FWD",0,
129,"1027678","B.Wilson","CAR","DEF/MID",0,
148,"1032017","T.Jiath","COL","DEF",0,
192,"1027706","L.Lual","ESS","DEF",0,
203,"1023515","A.Roberts","ESS","DEF",0,
223,"1019975","J.Delean","FRE","FWD",0,
236,"1027990","O.Murphy","FRE","DEF",0,
275,"1026960","W.Graham","GCS","DEF/MID",0,
316,"1024304","M.Edwards","GEE","RUC",0,
326,"1013464","L.Humphries","GEE","DEF/MID",0,
341,"1023681","G.Stevens","GEE","MID",0,
345,"1020881","O.Wiltshire","GEE","MID/FWD",0,
360,"1032629","J.Fonti","GWS","DEF",0,
385,"1027925","H.Thomas","GWS","MID/FWD",0,
398,"1032100","C.Dear","HAW","FWD",0,
422,"1022473","B.Ryan","HAW","DEF",0,
485,"1028551","W.Dawson","NTH","DEF/FWD",0,
521,"1027870","T.Anastasopolous","PTA","FWD",0,
528,"1014013","L.Charleson","PTA","MID/FWD",0,
541,"1029262","W.Lorenz","PTA","MID/FWD",0,
575,"1022383","L.Fawcett","RIC","FWD",0,
613,"1017959","L.Collard","STK","FWD",0,
617,"1027790","H.Garcia","STK","MID/FWD",0,
618,"1027872","A.Hastie","STK","DEF",0,
688,"1024685","P.Snell","SYD","DEF/FWD",0,
723,"1024064","A.O'Driscoll","WBD","FWD",0,
729,"1027702","L.Smith","WBD","RUC",0,
760,"1027969","H.Johnston","WCE","MID/FWD",0,
769,"1027693","A.Reid","WCE","RUC/FWD",0,
76,"1009317","B.Reville","BRL","MID/FWD",0,
92,"1027964","M.Carroll","CAR","DEF",0,
118,"1035129","R.Monahan","CAR","FWD",0,
208,"1027966","V.Visentini","ESS","RUC",0,
232,"1028371","O.Jones","FRE","RUC",0,
318,"1011944","J.Furphy","GEE","RUC",0,
501,"1031792","F.Maley","NTH","RUC/FWD",0,
580,"1035199","O.Hayes-Brown","RIC","RUC",0,
780,"1035372","K.Gallagher","ADE","DEF",0,
782,"1015712","J.Eyre","COL","DEF",0,
785,"1005052","E.Phillips","HAW","DEF",0,
786,"1008747","M.Lefau","RIC","FWD",0,
787,"1031819","T.Sellers","NTH","FWD",0,
