"id","feed_id","player_name","first_name","last_name","team","pos","avg","adp"
517,"1023477","G.Wardlaw","George","Wardlaw","NTH","MID",65,139.3
686,"1006126","J.Rowbottom","James","Rowbottom","SYD","MID",84,140
283,"1004095","J.Lukosius","Jack","Lukosius","GCS","FWD",76,141.1
417,"1007124","C.Nash","Conor","Nash","HAW","MID",86,141.3
46,"1023517","W.Ashcroft","Will","Ashcroft","BRL","MID",84,141.3
128,"294685","Z.Williams","Zac","Williams","CAR","DEF",0,144.8
721,"1002404","A.Naughton","Aaron","Naughton","WBD","FWD",75,144.9
164,"1008089","I.Quaynor","Isaac","Quaynor","COL","DEF",75,145.7
322,"261510","T.Hawkins","Tom","Hawkins","GEE","FWD",78,146
154,"992010","B.Maynard","Brayden","Maynard","COL","DEF",80,146.6
168,"280965","S.Sidebottom","Steele","Sidebottom","COL","MID",85,146.7
531,"1000972","W.Drew","Willem","Drew","PTA","MID",85,147
106,"294036","G.Hewett","George","Hewett","CAR","MID",79,147
498,"1001017","N.Larkey","Nick","Larkey","NTH","FWD",69,147.6
788,"1012873","W.Parker","Wil","Parker","COL","DEF",0,149.2
780,"1035372","K.Gallagher","Karl","Gallagher","ADE","DEF",0,149.3
409,"1017094","C.Macdonald","Connor","Macdonald","HAW","FWD",68,150.8
36,"291748","B.Smith","Brodie","Smith","ADE","DEF",82,151.9
369,"1008083","C.Idun","Connor","Idun","GWS","DEF",81,153.7
434,"296351","J.Billings","Jack","Billings","MEL","FWD",62,154
711,"297899","J.Harmes","James","Harmes","WBD","MID/FWD",46,154.4
256,"998130","B.Ainsworth","Ben","Ainsworth","GCS","FWD",76,154.6
632,"1035198","L.O'Connell","Liam","O'Connell","STK","DEF",0,156.4
586,"1019916","K.McAuliffe","Kane","McAuliffe","RIC","MID",0,157
300,"298524","L.Weller","Lachie","Weller","GCS","DEF",83,157.8
148,"1032017","T.Jiath","Tew","Jiath","COL","DEF",0,158.2
319,"290550","C.Guthrie","Cameron","Guthrie","GEE","MID",84,159
487,"1023494","Z.Duursma","Zane","Duursma","NTH","MID/FWD",0,159.7
755,"1024188","C.Hall","Clay","Hall","WCE","MID",0,159.9
496,"1023625","R.Hardeman","Riley","Hardeman","NTH","DEF",0,160
773,"296296","D.Sheed","Dom","Sheed","WCE","MID",84,160.4
129,"1027678","B.Wilson","Billy","Wilson","CAR","DEF/MID",0,160.7
768,"1020032","L.Rawlinson","Loch","Rawlinson","WCE","MID/FWD",0,160.7
558,"1029158","X.Walsh","Xavier","Walsh","PTA","FWD",0,161.5
75,"1002235","C.Rayner","Cam","Rayner","BRL","FWD",69,161.6
277,"1023500","B.Humphrey","Bailey","Humphrey","GCS","FWD",59,161.9
181,"298421","J.Gresham","Jade","Gresham","ESS","FWD",67,162.1
118,"1035129","R.Monahan","Rob","Monahan","CAR","FWD",0,162.4
592,"290627","D.Prestia","Dion","Prestia","RIC","MID",81,162.7
681,"996765","T.Papley","Tom","Papley","SYD","FWD",73,162.7
485,"1028551","W.Dawson","Wil","Dawson","NTH","DEF/FWD",0,163.3
781,"998480","L.Sullivan","Lachlan","Sullivan","COL","MID",0,163.4
354,"1023266","F.Callaghan","Finn","Callaghan","GWS","MID",73,163.9
50,"990609","C.Cameron","Charlie","Cameron","BRL","FWD",72,164
763,"1028291","C.Livingstone","Coen","Livingstone","WCE","RUC/FWD",0,164.1
100,"1004912","T.De Koning","Tom","De Koning","CAR","RUC",74,164.4
655,"1024057","C.Cleary","Caiden","Cleary","SYD","MID",0,165.1
238,"294613","J.O'Meara","Jaeger","O'Meara","FRE","MID",80,165.5
729,"1027702","L.Smith","Lachlan","Smith","WBD","RUC",0,165.5
430,"1027935","J.Weddle","Josh","Weddle","HAW","DEF",67,166
361,"1032042","P.Gothard","Phoenix","Gothard","GWS","FWD",0,166.1
387,"1034066","N.Wardius","Nathan","Wardius","GWS","FWD",0,166.5
784,"1017754","P.Voss","Patrick","Voss","FRE","FWD",0,167
232,"1028371","O.Jones","Odin","Jones","FRE","RUC",0,167
141,"1027673","H.DeMattia","Harry","DeMattia","COL","MID",0,167.1
341,"1023681","G.Stevens","George","Stevens","GEE","MID",0,167.2
368,"296324","J.Hogan","Jesse","Hogan","GWS","FWD",75,167.7
739,"990290","T.Barrass","Tom","Barrass","WCE","DEF",80,168.1
294,"1019939","W.Rowlands","William","Rowlands","GCS","MID/FWD",0,168.1
374,"1032119","J.Leake","James","Leake","GWS","DEF",0,168.5
172,"1027899","N.Caddy","Nate","Caddy","ESS","FWD",0,169
787,"1031819","T.Sellers","Tyler","Sellers","NTH","FWD",0,169
8,"1024023","D.Curtin","Daniel","Curtin","ADE","DEF/MID",0,169.6
10,"1015329","B.Dowling","Billy","Dowling","ADE","MID/FWD",0,169.9
114,"297255","M.McGovern","Mitch","McGovern","CAR","DEF",80,170.4
162,"1000072","J.Noble","John","Noble","COL","DEF",80,170.7
177,"1005577","S.Draper","Sam","Draper","ESS","RUC",76,171.2
357,"1002251","B.Daniels","Brent","Daniels","GWS","FWD",75,171.3
152,"1012828","F.Macrae","Finlay","Macrae","COL","FWD",39,171.4
637,"1024279","A.Schoenmaker","Arie","Schoenmaker","STK","DEF",0,171.5
677,"1003203","H.McLean","Hayden","McLean","SYD","RUC/FWD",72,171.9
668,"1027058","I.Kirk","Indhi","Kirk","SYD","MID",0,172.1
184,"290629","D.Heppell","Dyson","Heppell","ESS","DEF",80,172.4
299,"1023736","J.Walter","Jed","Walter","GCS","FWD",0,173.6
580,"1035199","O.Hayes-Brown","Oliver","Hayes-Brown","RIC","RUC",0,174
786,"1008747","M.Lefau","Mykelti","Lefau","RIC","FWD",0,174.2
11,"1028671","C.Edwards","Charlie","Edwards","ADE","DEF/MID",0,174.5
92,"1027964","M.Carroll","Matthew","Carroll","CAR","DEF",0,175.2
502,"296355","L.McDonald","Luke","McDonald","NTH","DEF",78,175.5
776,"1006114","B.Williams","Bailey J.","Williams","WCE","RUC",77,175.5
208,"1027966","V.Visentini","Vigo","Visentini","ESS","RUC",0,175.6
658,"998103","O.Florent","Oliver","Florent","SYD","DEF",75,175.7
688,"1024685","P.Snell","Patrick","Snell","SYD","DEF/FWD",0,175.7
475,"1027821","C.Windsor","Caleb","Windsor","MEL","MID/FWD",0,175.8
263,"1008454","C.Budarick","Connor","Budarick","GCS","DEF",77,175.9
707,"1027704","J.Freijah","Joel","Freijah","WBD","MID/FWD",0,175.9
318,"1011944","J.Furphy","Joe","Furphy","GEE","RUC",0,176.3
461,"1008541","K.Pickett","Kysaiah","Pickett","MEL","FWD",68,176.8
508,"1006058","B.Scott","Bailey","Scott","NTH","MID",76,177.2
429,"1023473","N.Watson","Nick","Watson","HAW","MID/FWD",0,177.4
623,"295584","B.Hill","Bradley","Hill","STK","MID/FWD",68,177.5
76,"1009317","B.Reville","Bruce","Reville","BRL","MID/FWD",0,177.7
525,"992128","R.Burton","Ryan","Burton","PTA","DEF",76,178.3
621,"1005988","L.Henry","Liam","Henry","STK","MID",72,178.7
492,"1031506","T.Goad","Taylor","Goad","NTH","RUC",0,179.4
617,"1027790","H.Garcia","Hugo","Garcia","STK","MID/FWD",0,179.7
405,"296254","J.Impey","Jarman","Impey","HAW","DEF",78,180.1
583,"293813","T.Lynch","Tom","Lynch","RIC","FWD",64,180.6
457,"296420","A.Neal-Bullen","Alex","Neal-Bullen","MEL","FWD",72,180.7
265,"1013257","S.Clohesy","Sam","Clohesy","GCS","DEF",0,181.1
142,"293801","J.Elliott","Jamie","Elliott","COL","FWD",73,181.5
115,"1000953","H.McKay","Harry","McKay","CAR","FWD",71,181.8
23,"990882","W.Milera","Wayne","Milera","ADE","DEF",78,181.9
352,"1009708","J.Buckley","Jack","Buckley","GWS","DEF",79,182
567,"295203","N.Broad","Nathan","Broad","RIC","DEF",80,182.1
507,"1011659","T.Powell","Tom","Powell","NTH","FWD",56,182.3
760,"1027969","H.Johnston","Harvey","Johnston","WCE","MID/FWD",0,183.1
646,"1027875","D.Wilson","Darcy","Wilson","STK","MID/FWD",0,184.3
736,"1004385","O.Allen","Oscar","Allen","WCE","FWD",70,184.4
438,"1027949","K.Brown","Kynan","Brown","MEL","MID/FWD",0,184.6
731,"1009301","J.Ugle-Hagan","Jamarra","Ugle-Hagan","WBD","FWD",61,184.7
499,"1012852","C.Lazzaro","Charlie","Lazzaro","NTH","MID/FWD",36,184.7
186,"1017088","B.Hobbs","Ben","Hobbs","ESS","MID",74,185.3
48,"998133","J.Berry","Jarrod","Berry","BRL","MID",76,185.8
269,"293713","B.Ellis","Brandon","Ellis","GCS","MID",79,186.5
410,"1023482","C.Mackenzie","Cam","Mackenzie","HAW","FWD",49,186.9
291,"1018123","J.Rogers","Jake","Rogers","GCS","MID",0,186.9
758,"994385","J.Hunt","Jayden","Hunt","WCE","DEF",76,187.4
330,"993878","S.Mannagh","Shaun","Mannagh","GEE","MID/FWD",0,187.6
306,"1012805","T.Bruhn","Tanner","Bruhn","GEE","MID",69,188
533,"1002253","K.Farrell","Kane","Farrell","PTA","DEF",77,188.4
613,"1017959","L.Collard","Lance","Collard","STK","FWD",0,188.7
469,"1023640","K.Tholstrup","Koltyn","Tholstrup","MEL","FWD",0,189.1
635,"1020137","M.Phillipou","Mattaes","Phillipou","STK","FWD",51,189.9
504,"1006193","B.Nyuon","Bigoa","Nyuon","NTH","FWD",0,190.1
520,"294469","A.Aliir","Aliir","Aliir","PTA","DEF",75,190.4
654,"1013133","B.Campbell","Braeden","Campbell","SYD","DEF/MID",69,190.6
754,"1023025","R.Ginbey","Reuben","Ginbey","WCE","MID",63,190.9
407,"1000887","M.Lewis","Mitch","Lewis","HAW","FWD",71,191.1
356,"1001396","I.Cumming","Isaac","Cumming","GWS","DEF/MID",69,191.1
446,"294557","L.Hunter","Lachie","Hunter","MEL","MID",78,191.2
519,"998484","C.Zurhaar","Cameron","Zurhaar","NTH","FWD",69,191.2
370,"1020650","D.Jones","Darcy","Jones","GWS","FWD",0,191.3
647,"1023270","M.Windhager","Marcus","Windhager","STK","DEF/MID",58,191.8
117,"1020097","A.Moir","Ashton","Moir","CAR","FWD",0,192.6
450,"298281","J.Lever","Jake","Lever","MEL","DEF",75,192.8
466,"1003546","J.Smith","Joel","Smith","MEL","FWD",44,192.8
501,"1031792","F.Maley","Finnbar","Maley","NTH","RUC/FWD",0,193.2
207,"1023785","E.Tsatas","Elijah","Tsatas","ESS","MID/FWD",55,194.5
607,"994599","R.Bonner","Riley","Bonner","STK","MID",51,194.6
35,"270963","R.Sloane","Rory","Sloane","ADE","MID",77,195.6
314,"1025034","O.Dempsey","Oliver","Dempsey","GEE","FWD",33,195.9
428,"1017110","J.Ward","Josh","Ward","HAW","MID",73,196.1
17,"1006203","C.Jones","Chayce","Jones","ADE","DEF/MID",74,196.8
423,"998114","J.Scrimshaw","Jack","Scrimshaw","HAW","DEF",75,197.2
147,"291313","J.Howe","Jeremy","Howe","COL","DEF",71,198.7
468,"999391","T.Sparrow","Tom","Sparrow","MEL","MID",67,198.7
244,"1027656","C.Simpson","Cooper","Simpson","FRE","MID/FWD",0,199
379,"998205","H.Perryman","Harry","Perryman","GWS","DEF",74,200.2
145,"1006148","B.Hill","Bobby","Hill","COL","FWD",57,200.6
275,"1026960","W.Graham","Will","Graham","GCS","DEF/MID",0,200.8
563,"1002245","N.Balta","Noah","Balta","RIC","DEF",74,201.1
206,"293884","J.Stringer","Jake","Stringer","ESS","FWD",65,201.1
574,"1009226","T.Dow","Thomson","Dow","RIC","MID",57,201.3
37,"1017109","J.Soligo","Jake","Soligo","ADE","MID",73,201.5
385,"1027925","H.Thomas","Harvey","Thomas","GWS","MID/FWD",0,201.6
110,"1001398","M.Kennedy","Matthew","Kennedy","CAR","MID",75,203.6
396,"1005144","M.D'Ambrosio","Massimo","D'Ambrosio","HAW","DEF",40,203.6
491,"1023544","B.George","Brayden","George","NTH","FWD",0,203.7
1,"1012807","S.Berry","Sam","Berry","ADE","MID",51,204
785,"1005052","E.Phillips","Ethan","Phillips","HAW","DEF",0,204.3
441,"1001438","B.Fritsch","Bayley","Fritsch","MEL","FWD",71,204.9
404,"1023680","H.Hustwaite","Henry","Hustwaite","HAW","MID",66,204.9
179,"1006096","X.Duursma","Xavier","Duursma","ESS","MID",67,205
199,"1015873","A.Perkins","Archie","Perkins","ESS","FWD",66,205.1
712,"294101","J.Johannisen","Jason","Johannisen","WBD","DEF",75,205.4
155,"1004757","B.McCreery","Beau","McCreery","COL","FWD",54,205.5
353,"1019038","A.Cadman","Aaron","Cadman","GWS","FWD",23,205.7
336,"1027877","C.O'Sullivan","Connor","O'Sullivan","GEE","DEF",0,206.2
225,"1020695","T.Emmett","Tom","Emmett","FRE","FWD",82,206.6
296,"290832","D.Swallow","David","Swallow","GCS","MID",75,206.9
704,"1017126","S.Darcy","Sam","Darcy","WBD","FWD",19,207.2
386,"280109","C.Ward","Callan","Ward","GWS","MID",75,207.4
290,"1027033","E.Read","Ethan","Read","GCS","RUC",0,207.4
135,"998647","M.Cox","Mason","Cox","COL","RUC/FWD",64,207.7
506,"1002138","T.Pink","Toby","Pink","NTH","DEF",0,207.9
201,"1012817","Z.Reid","Zach","Reid","ESS","DEF",0,208.8
63,"1014026","K.Lohmann","Kai","Lohmann","BRL","FWD",30,209
683,"290307","D.Rampe","Dane","Rampe","SYD","DEF",75,209.3
388,"1004530","J.Wehr","Jacob","Wehr","GWS","MID",26,209.8
505,"1012829","W.Phillips","Will","Phillips","NTH","MID",73,209.9
576,"1017059","J.Gibcus","Josh","Gibcus","RIC","DEF",0,210.2
628,"1006143","M.King","Max","King","STK","FWD",61,210.4
212,"295067","J.Aish","James","Aish","FRE","MID",73,210.7
596,"1006133","J.Ross","Jack","Ross","RIC","MID",75,211.1
178,"1015810","S.Durham","Sam","Durham","ESS","MID",65,211.7
685,"1012210","M.Roberts","Matt","Roberts","SYD","MID",31,212.3
320,"1004870","Z.Guthrie","Zach","Guthrie","GEE","DEF",74,212.4
84,"1017067","D.Wilmot","Darcy","Wilmot","BRL","DEF",71,212.5
308,"1023537","J.Clark","Jhye","Clark","GEE","MID",13,212.8
687,"1020339","A.Sheldrick","Angus","Sheldrick","SYD","MID",60,214.3
589,"298144","S.Naismith","Sam","Naismith","RIC","RUC",0,214.7
527,"991930","D.Byrne-Jones","Darcy","Byrne-Jones","PTA","FWD",70,215.1
753,"290801","A.Gaff","Andrew","Gaff","WCE","MID",71,215.6
400,"1012857","J.Ginnivan","Jack","Ginnivan","HAW","FWD",53,216
339,"280317","R.Stanley","Rhys","Stanley","GEE","RUC",71,216.4
305,"998260","J.Bowes","Jack","Bowes","GEE","DEF",61,216.7
377,"1006135","X.O'Halloran","Xavier","O'Halloran","GWS","FWD",60,218.6
131,"1022915","E.Allan","Edward","Allan","COL","MID",0,219.4
448,"298264","E.Langdon","Ed","Langdon","MEL","MID",72,219.6
156,"1013278","R.McInnes","Reef","McInnes","COL","FWD",21,219.6
42,"1011981","J.Worrell","Josh","Worrell","ADE","DEF",74,220.2
547,"1005326","J.Mead","Jackson","Mead","PTA","MID/FWD",40,221.3
600,"1017114","T.Sonsie","Tyler","Sonsie","RIC","FWD",30,221.5
29,"1012218","L.Pedlar","Luke","Pedlar","ADE","FWD",56,222.3
216,"998129","W.Brodie","Will","Brodie","FRE","MID",71,223.1
619,"990840","J.Hayes","Jack","Hayes","STK","FWD",51,223.1
449,"1012826","B.Laurie","Bailey","Laurie","MEL","FWD",28,223.1
123,"298290","M.Pittonet","Marc","Pittonet","CAR","RUC",70,223.5
700,"1005717","N.Coffield","Nick","Coffield","WBD","DEF",0,224.1
40,"1008384","R.Thilthorpe","Riley","Thilthorpe","ADE","FWD",59,224.5
366,"295265","N.Haynes","Nick","Haynes","GWS","DEF",73,224.7
421,"1001024","N.Reeves","Ned","Reeves","HAW","RUC",67,224.7
109,"1009241","B.Kemp","Brodie","Kemp","CAR","DEF",73,225.8
522,"1009191","M.Bergman","Miles","Bergman","PTA","DEF",66,226.5
535,"1010174","M.Georgiades","Mitch","Georgiades","PTA","FWD",59,226.7
554,"1017078","J.Sinn","Josh","Sinn","PTA","MID",22,226.8
343,"292511","Z.Tuohy","Zach","Tuohy","GEE","MID",72,227
250,"993940","C.Wagner","Corey","Wagner","FRE","DEF",73,227.2
85,"1032650","Z.Zakostelsky","Zane","Zakostelsky","BRL","DEF/RUC",0,227.9
512,"1004848","D.Stephens","Dylan","Stephens","NTH","MID",58,228.3
217,"1013224","H.Chapman","Heath","Chapman","FRE","DEF",64,228.3
