"id","feed_id","player_name","first_name","last_name","team","pos","avg","adp"
695,"297373","M.Bontempelli","Marcus","Bontempelli","WBD","MID",130,1.9
138,"1023261","N.Daicos","Nick","Daicos","COL","DEF/MID",116,3.5
706,"1004592","T.English","Tim","English","WBD","RUC",128,3.6
459,"298210","C.Petracca","Christian","Petracca","MEL","MID",119,5.4
20,"293222","R.Laird","Rory","Laird","ADE","MID",117,10.4
9,"992242","J.Dawson","Jordan","Dawson","ADE","MID",116,10.4
663,"1013128","E.Gulden","Errol","Gulden","SYD","MID",111,11.7
629,"992468","R.Marshall","Rowan","Marshall","STK","RUC",114,12.3
526,"1006121","Z.Butters","Zak","Butters","PTA","MID",114,12.5
197,"992016","Z.Merrett","Zach","Merrett","ESS","MID",116,13
425,"297566","J.Sicily","James","Sicily","HAW","DEF",114,13.3
458,"996701","C.Oliver","Clayton","Oliver","MEL","MID",121,13.8
443,"290528","M.Gawn","Max","Gawn","MEL","RUC",104,14.4
342,"291800","T.Stewart","Tom","Stewart","GEE","DEF",114,15
362,"1009528","T.Green","Tom","Green","GWS","MID",111,16.2
717,"290799","T.Liberatore","Tom","Liberatore","WBD","MID",116,18.2
54,"993834","J.Dunkley","Josh","Dunkley","BRL","MID",115,18.3
483,"1002267","L.Davies-Uniacke","Luke","Davies-Uniacke","NTH","MID",114,19.3
242,"1009420","C.Serong","Caleb","Serong","FRE","MID",111,21.4
72,"293535","L.Neale","Lachie","Neale","BRL","MID",110,23.8
241,"998659","L.Ryan","Luke","Ryan","FRE","DEF",109,25.4
215,"1002232","A.Brayshaw","Andrew","Brayshaw","FRE","MID",109,26.3
552,"1001299","C.Rozee","Connor","Rozee","PTA","MID",108,26.8
639,"994389","J.Sinclair","Jack","Sinclair","STK","DEF",107,27.6
509,"1023518","H.Sheezel","Harry","Sheezel","NTH","DEF",100,28.4
537,"994295","D.Houston","Dan","Houston","PTA","DEF",106,30.9
719,"295467","J.Macrae","Jack","Macrae","WBD","MID/FWD",100,31.3
230,"1009399","L.Jackson","Luke","Jackson","FRE","RUC/FWD",98,31.6
350,"1008436","K.Briggs","Kieren","Briggs","GWS","RUC",109,31.7
198,"993817","D.Parish","Darcy","Parish","ESS","MID",108,33
301,"291975","J.Witts","Jarrod","Witts","GCS","RUC",106,34.6
601,"998172","T.Taranto","Tim","Taranto","RIC","MID",107,35.5
126,"1006094","S.Walsh","Sam","Walsh","CAR","MID",103,37.3
93,"1002239","A.Cerra","Adam","Cerra","CAR","MID",108,39
257,"1009199","N.Anderson","Noah","Anderson","GCS","MID",105,39.5
221,"998145","S.Darcy","Sean","Darcy","FRE","RUC",105,39.7
662,"293957","B.Grundy","Brodie","Grundy","SYD","RUC",86,41.1
566,"993993","S.Bolton","Shai","Bolton","RIC","MID/FWD",97,41.2
255,"1009256","H.Young","Hayden","Young","FRE","DEF",94,41.3
286,"298272","T.Miller","Touk","Miller","GCS","MID",98,42.3
598,"992049","J.Short","Jayden","Short","RIC","DEF",99,45.5
730,"291790","A.Treloar","Adam","Treloar","WBD","MID",108,46.6
99,"996731","C.Curnow","Charlie","Curnow","CAR","FWD",98,47
273,"1009260","S.Flanders","Sam","Flanders","GCS","MID/FWD",88,47.6
690,"1012014","Ch.Warner","Chad","Warner","SYD","MID",100,49.7
363,"295344","T.Greene","Toby","Greene","GWS","FWD",91,49.8
120,"297907","N.Newman","Nic","Newman","CAR","DEF",100,50.2
585,"290847","D.Martin","Dustin","Martin","RIC","FWD",94,50.8
372,"296347","J.Kelly","Josh","Kelly","GWS","MID",102,51.6
293,"1009208","M.Rowell","Matt","Rowell","GCS","MID",102,52.9
418,"1020895","J.Newcombe","Jai","Newcombe","HAW","MID",98,54.1
703,"295136","C.Daniel","Caleb","Daniel","WBD","MID/FWD",93,54.2
762,"295898","T.Kelly","Tim","Kelly","WCE","MID",103,54.9
355,"291969","S.Coniglio","Stephen","Coniglio","GWS","MID",102,55.6
640,"296205","J.Steele","Jack","Steele","STK","MID",95,56.4
389,"294305","L.Whitfield","Lachie","Whitfield","GWS","DEF",93,57.5
671,"295342","J.Lloyd","Jake","Lloyd","SYD","DEF",96,57.6
97,"990704","P.Cripps","Patrick","Cripps","CAR","MID",98,57.7
139,"994185","J.De Goey","Jordan","De Goey","COL","MID",97,58.1
137,"1005054","J.Daicos","Josh","Daicos","COL","MID",99,58.8
202,"1001026","J.Ridley","Jordan","Ridley","ESS","DEF",95,59
590,"298174","T.Nankervis","Toby","Nankervis","RIC","RUC",104,61.3
101,"295518","S.Docherty","Sam","Docherty","CAR","MID",101,64.5
474,"291902","J.Viney","Jack","Viney","MEL","MID",100,65.3
27,"297523","R.O'Brien","Reilly","O'Brien","ADE","RUC",96,67
666,"298539","I.Heeney","Isaac","Heeney","SYD","FWD",87,69.4
645,"296422","C.Wilkie","Callum","Wilkie","STK","DEF",94,69.9
415,"1006314","D.Moore","Dylan","Moore","HAW","FWD",91,71.3
200,"997078","M.Redman","Mason","Redman","ESS","DEF",91,72.3
307,"293845","J.Cameron","Jeremy","Cameron","GEE","FWD",83,74.8
67,"1000978","H.McCluggage","Hugh","McCluggage","BRL","MID",94,75.1
702,"996708","B.Dale","Bailey","Dale","WBD","DEF",91,75.1
652,"1006028","N.Blakey","Nick","Blakey","SYD","DEF",89,77.5
193,"1012013","N.Martin","Nic","Martin","ESS","MID",88,77.6
615,"294307","B.Crouch","Brad","Crouch","STK","MID",98,78.4
160,"298288","D.Moore","Darcy","Moore","COL","DEF",91,79.5
643,"1015507","N.Wanganeen-Milera","Nasiah","Wanganeen-Milera","STK","DEF",85,80.3
289,"1007881","W.Powell","Wil","Powell","GCS","DEF",92,81.5
397,"1008550","W.Day","Will","Day","HAW","MID",97,81.6
41,"280506","T.Walker","Taylor","Walker","ADE","FWD",90,83.5
124,"295461","A.Saad","Adam","Saad","CAR","DEF",90,83.9
31,"1001195","I.Rankine","Izak","Rankine","ADE","FWD",83,86
159,"291856","T.Mitchell","Tom","Mitchell","COL","MID",95,86.5
304,"296733","M.Blicavs","Mark","Blicavs","GEE","RUC/MID",92,87.1
603,"294674","N.Vlastuin","Nick","Vlastuin","RIC","DEF",92,87.9
770,"1023492","H.Reid","Harley","Reid","WCE","MID/FWD",0,87.9
315,"281065","M.Duncan","Mitch","Duncan","GEE","DEF",90,90.5
649,"291776","T.Adams","Taylor","Adams","SYD","MID/FWD",78,91.1
68,"1005521","O.McInerney","Oscar","McInerney","BRL","RUC",94,91.2
562,"1000223","L.Baker","Liam","Baker","RIC","DEF/FWD",80,91.8
682,"290778","L.Parker","Luke","Parker","SYD","MID",97,91.9
86,"261224","D.Zorko","Dayne","Zorko","BRL","MID/FWD",86,92.4
7,"297401","M.Crouch","Matt","Crouch","ADE","MID",98,92.6
749,"298268","L.Duggan","Liam","Duggan","WCE","DEF",90,94.1
51,"1006059","K.Coleman","Keidean","Coleman","BRL","DEF",71,95.6
163,"260257","S.Pendlebury","Scott","Pendlebury","COL","MID",94,96.8
594,"1000981","D.Rioli","Daniel","Rioli","RIC","DEF",87,97.5
133,"990291","D.Cameron","Darcy","Cameron","COL","RUC",92,97.8
44,"996059","H.Andrews","Harris","Andrews","BRL","DEF",89,99.4
648,"295340","M.Wood","Mason","Wood","STK","MID",93,100.4
228,"291570","N.Fyfe","Nat","Fyfe","FRE","MID/FWD",51,100.4
560,"294318","O.Wines","Ollie","Wines","PTA","MID",83,101
180,"271129","T.Goldstein","Todd","Goldstein","ESS","RUC",95,101.2
194,"998102","A.McGrath","Andrew","McGrath","ESS","DEF",87,102.1
633,"1023272","M.Owens","Mitch","Owens","STK","FWD",80,102.3
136,"293871","J.Crisp","Jack","Crisp","COL","MID",89,104.1
432,"1002222","J.Worpel","James","Worpel","HAW","MID",90,107.6
725,"1008280","E.Richards","Ed","Richards","WBD","DEF",86,107.8
779,"292128","E.Yeo","Elliot","Yeo","WCE","DEF/MID",80,107.9
19,"993946","B.Keays","Ben","Keays","ADE","FWD",81,108.7
390,"297354","K.Amon","Karl","Amon","HAW","MID",86,109.1
47,"1002312","Z.Bailey","Zac","Bailey","BRL","MID/FWD",78,109.6
312,"270917","P.Dangerfield","Patrick","Dangerfield","GEE","MID",88,109.9
769,"1027693","A.Reid","Archer","Reid","WCE","RUC/FWD",0,110.8
530,"280711","C.Dixon","Charlie","Dixon","PTA","FWD",88,111
367,"993107","H.Himmelberg","Harry","Himmelberg","GWS","DEF",81,111
534,"298111","J.Finlayson","Jeremy","Finlayson","PTA","FWD",85,111.5
488,"999827","Z.Fisher","Zac","Fisher","NTH","FWD",68,112.4
462,"1009378","T.Rivers","Trent","Rivers","MEL","DEF",85,113.5
192,"1027706","L.Lual","Luamon","Lual","ESS","DEF",0,113.7
52,"294518","J.Daniher","Joe","Daniher","BRL","FWD",83,114.7
331,"1004938","G.Miers","Gryan","Miers","GEE","FWD",81,115.1
536,"1011640","J.Horne-Francis","Jason","Horne-Francis","PTA","MID",78,116.3
679,"993905","C.Mills","Callum","Mills","SYD","MID",88,117.1
167,"1000860","L.Schultz","Lachie","Schultz","COL","FWD",79,119.5
218,"1006152","J.Clark","Jordan","Clark","FRE","DEF",82,121.7
16,"1004863","M.Hinge","Mitchell","Hinge","ADE","DEF",85,121.9
778,"998128","A.Witherden","Alex","Witherden","WCE","DEF",84,122.4
220,"997033","B.Cox","Brennan","Cox","FRE","DEF",88,122.8
667,"1013409","J.Jordon","James","Jordon","SYD","MID/FWD",49,124.3
30,"1017051","J.Rachele","Josh","Rachele","ADE","FWD",74,124.7
518,"1004965","T.Xerri","Tristan","Xerri","NTH","RUC",73,125.2
325,"1015889","M.Holmes","Max","Holmes","GEE","MID",80,125.9
503,"1024272","C.McKercher","Colby","McKercher","NTH","MID",0,125.9
87,"296294","B.Acres","Blake","Acres","CAR","MID",88,126.1
752,"993902","M.Flynn","Matt","Flynn","WCE","RUC",88,126.2
348,"1009253","L.Ash","Lachie","Ash","GWS","DEF",84,127.2
451,"281085","S.May","Steven","May","MEL","DEF",84,127.4
302,"994386","T.Atkins","Tom","Atkins","GEE","MID",87,127.5
384,"1005247","S.Taylor","Sam","Taylor","GWS","DEF",84,128
403,"993794","B.Hardwick","Blake","Hardwick","HAW","DEF",86,128.2
555,"998529","I.Soldo","Ivan","Soldo","PTA","RUC",87,128.3
295,"294643","A.Sexton","Alex","Sexton","GCS","FWD",24,128.3
173,"1006103","J.Caldwell","Jye","Caldwell","ESS","MID/FWD",78,128.8
728,"1006130","B.Smith","Bailey","Smith","WBD","MID/FWD",80,129.4
782,"1015712","J.Eyre","Josh","Eyre","COL","DEF",0,131.1
190,"298630","K.Langford","Kyle","Langford","ESS","FWD",79,132.4
463,"296359","C.Salem","Christian","Salem","MEL","DEF",75,132.6
127,"993832","J.Weitering","Jacob","Weitering","CAR","DEF",85,136.1
511,"993998","J.Simpkin","Jy","Simpkin","NTH","MID",79,136.8
766,"294859","J.McGovern","Jeremy","McGovern","WCE","DEF",84,136.9
151,"1003130","P.Lipinski","Patrick","Lipinski","COL","FWD",70,137.1
204,"998215","W.Setterfield","Will","Setterfield","ESS","MID",85,137.3
581,"993903","J.Hopper","Jacob","Hopper","RIC","MID",79,137.3
726,"1017939","R.Sanders","Ryley","Sanders","WBD","MID",0,138.8
