"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Paul",1.9957,19,8,9727,5852,3368,0,10000,0.973,0.585,0.337,0
"Lester",1.7339,18,9,9856,5741,3035,0,10000,0.986,0.574,0.304,0
"Mark",3.4245,17,6,7899,3747,1757,20,10000,0.79,0.375,0.176,0.002
"Anthony",4.4574,16,5,5083,2018,848,109,10000,0.508,0.202,0.085,0.011
"Luke",4.4211,16,5,5078,1770,654,92,10000,0.508,0.177,0.065,0.009
"James",5.6041,14,4,2064,788,328,721,10000,0.206,0.079,0.033,0.072
"Jordan",6.9106,13,4,244,66,23,3071,10000,0.024,0.007,0.002,0.307
"Simon",7.4527,12,2,49,18,4,5987,10000,0.005,0.002,0,0.599
