"coach","wins","draws","losses","total_points","position","simulation"
"Paul",13,0,8,36190,2,9233
"Anthony",12,0,9,35958,3,9233
"Luke",11,0,10,34726,4,9233
"James",9,0,12,34438,5,9233
"Jordan",9,0,12,33865,6,9233
"Simon",8,0,13,34081,7,9233
"Mark",7,0,14,34964,8,9233
"Lester",15,0,6,35611,1,9234
"Anthony",14,0,7,35354,2,9234
"Paul",13,0,8,36564,3,9234
"Mark",12,0,9,35423,4,9234
"Luke",10,0,11,34980,5,9234
"James",8,0,13,34414,6,9234
"Simon",6,0,15,34166,7,9234
"Jordan",6,0,15,32700,8,9234
"Lester",14,0,7,35873,1,9235
"Anthony",13,0,8,34536,2,9235
"Paul",11,0,10,35814,3,9235
"James",11,0,10,34872,4,9235
"Luke",11,0,10,34329,5,9235
"Mark",10,0,11,34593,6,9235
"Simon",8,0,13,33258,7,9235
"Jordan",6,0,15,32531,8,9235
"Lester",16,0,5,36847,1,9236
"Mark",13,0,8,36294,2,9236
"Anthony",13,0,8,35998,3,9236
"Paul",12,0,9,36761,4,9236
"James",10,0,11,35425,5,9236
"Simon",9,0,12,33912,6,9236
"Luke",6,0,15,33655,7,9236
"Jordan",5,0,16,33315,8,9236
"Paul",15,0,6,37037,1,9237
"Lester",13,0,8,36501,2,9237
"Anthony",12,0,9,35229,3,9237
"Mark",11,0,10,35628,4,9237
"Luke",10,0,11,35199,5,9237
"James",9,1,11,34333,6,9237
"Simon",7,1,13,33259,7,9237
"Jordan",6,0,15,33003,8,9237
"Paul",15,0,6,36518,1,9238
"Anthony",13,0,8,35688,2,9238
"Lester",12,0,9,36581,3,9238
"Mark",12,0,9,35808,4,9238
"Jordan",11,0,10,32972,5,9238
"Luke",8,1,12,34744,6,9238
"Simon",6,1,14,34006,7,9238
"James",6,0,15,34095,8,9238
"Paul",15,0,6,36708,1,9239
"Anthony",13,0,8,35660,2,9239
"Luke",13,0,8,34757,3,9239
"Lester",11,0,10,36054,4,9239
"Mark",10,0,11,35073,5,9239
"James",10,0,11,34711,6,9239
"Simon",6,0,15,33500,7,9239
"Jordan",6,0,15,33013,8,9239
"Paul",13,0,8,37540,1,9240
"Lester",12,0,9,36443,2,9240
"Anthony",12,0,9,35032,3,9240
"Jordan",11,0,10,33764,4,9240
"Mark",10,0,11,35706,5,9240
"Luke",10,0,11,35260,6,9240
"Simon",9,0,12,34037,7,9240
"James",7,0,14,34808,8,9240
"Lester",15,0,6,37062,1,9241
"Paul",13,0,8,35606,2,9241
"James",12,0,9,35331,3,9241
"Anthony",11,0,10,34870,4,9241
"Luke",11,0,10,34450,5,9241
"Mark",10,0,11,35310,6,9241
"Jordan",7,0,14,32462,7,9241
"Simon",5,0,16,33893,8,9241
"Paul",16,0,5,36958,1,9242
"Lester",15,0,6,36340,2,9242
"Anthony",13,0,8,35837,3,9242
"Mark",10,0,11,36054,4,9242
"Luke",10,0,11,35145,5,9242
"James",8,0,13,33562,6,9242
"Simon",7,0,14,33718,7,9242
"Jordan",5,0,16,32625,8,9242
"Lester",18,0,3,37134,1,9243
"Luke",13,0,8,35113,2,9243
"Paul",11,0,10,36845,3,9243
"James",11,0,10,34630,4,9243
"Mark",9,0,12,35375,5,9243
"Anthony",8,0,13,34072,6,9243
"Jordan",8,0,13,33188,7,9243
"Simon",6,0,15,33759,8,9243
"James",14,0,7,35837,1,9244
"Mark",13,0,8,35346,2,9244
"Lester",12,0,9,36288,3,9244
"Anthony",12,0,9,35318,4,9244
"Paul",11,0,10,36060,5,9244
"Luke",9,0,12,34600,6,9244
"Simon",7,0,14,33672,7,9244
"Jordan",6,0,15,32888,8,9244
"Lester",16,1,4,36550,1,9245
"Paul",15,0,6,36462,2,9245
"Anthony",11,0,10,35795,3,9245
"Luke",11,0,10,35462,4,9245
"Mark",10,0,11,35791,5,9245
"Simon",7,1,13,33522,6,9245
"James",7,0,14,33865,7,9245
"Jordan",6,0,15,33113,8,9245
"Lester",14,0,7,36830,1,9246
"Mark",14,0,7,36668,2,9246
"Paul",13,0,8,36341,3,9246
"Anthony",12,0,9,35837,4,9246
"Luke",11,0,10,35191,5,9246
"James",8,0,13,34695,6,9246
"Simon",6,0,15,33714,7,9246
"Jordan",6,0,15,33067,8,9246
"Lester",16,0,5,36722,1,9247
"Paul",13,0,8,36617,2,9247
"Anthony",13,0,8,35893,3,9247
"Luke",12,0,9,34514,4,9247
"Mark",10,0,11,34885,5,9247
"James",8,0,13,35081,6,9247
"Jordan",7,0,14,32795,7,9247
"Simon",5,0,16,33342,8,9247
"Lester",15,0,6,37477,1,9248
"Anthony",14,0,7,35704,2,9248
"Luke",12,0,9,35058,3,9248
"Paul",11,0,10,36175,4,9248
"Simon",10,0,11,34845,5,9248
"Mark",8,1,12,35609,6,9248
"Jordan",7,0,14,33127,7,9248
"James",6,1,14,34653,8,9248
"Lester",14,0,7,36422,1,9249
"Paul",14,0,7,36177,2,9249
"Mark",12,0,9,36185,3,9249
"Luke",11,0,10,34835,4,9249
"Anthony",10,0,11,35107,5,9249
"James",8,0,13,34635,6,9249
"Simon",7,1,13,33352,7,9249
"Jordan",7,1,13,33211,8,9249
"Lester",13,0,8,36227,1,9250
"Anthony",13,0,8,35826,2,9250
"Paul",12,0,9,36407,3,9250
"Luke",12,0,9,34642,4,9250
"Mark",11,0,10,36092,5,9250
"James",10,0,11,34573,6,9250
"Simon",7,0,14,33812,7,9250
"Jordan",6,0,15,32621,8,9250
"Lester",14,0,7,36553,1,9251
"Paul",13,0,8,36124,2,9251
"Mark",13,0,8,35469,3,9251
"Anthony",13,0,8,35151,4,9251
"Luke",12,0,9,35445,5,9251
"James",11,0,10,35109,6,9251
"Jordan",6,0,15,33065,7,9251
"Simon",2,0,19,33020,8,9251
"Lester",17,0,4,36983,1,9252
"Anthony",13,0,8,35222,2,9252
"Paul",11,0,10,36676,3,9252
"James",10,1,10,34722,4,9252
"Mark",9,1,11,34741,5,9252
"Luke",9,0,12,34769,6,9252
"Simon",7,0,14,33839,7,9252
"Jordan",7,0,14,33320,8,9252
"Lester",14,0,7,37146,1,9253
"Paul",13,0,8,35913,2,9253
"James",12,0,9,34984,3,9253
"Luke",12,0,9,34479,4,9253
"Mark",11,0,10,35819,5,9253
"Anthony",11,0,10,35377,6,9253
"Jordan",6,0,15,32926,7,9253
"Simon",5,0,16,33535,8,9253
"Paul",17,0,4,37323,1,9254
"Lester",14,0,7,36353,2,9254
"Mark",13,0,8,36649,3,9254
"Anthony",11,0,10,35216,4,9254
"James",11,0,10,34750,5,9254
"Luke",7,1,13,34653,6,9254
"Simon",7,0,14,33357,7,9254
"Jordan",3,1,17,32909,8,9254
"Paul",15,0,6,37043,1,9255
"Lester",14,0,7,36173,2,9255
"Mark",13,0,8,36516,3,9255
"Anthony",12,0,9,35133,4,9255
"Luke",9,0,12,34808,5,9255
"Jordan",8,0,13,32988,6,9255
"James",7,0,14,34482,7,9255
"Simon",6,0,15,33520,8,9255
"Lester",16,0,5,36471,1,9256
"Paul",13,0,8,36585,2,9256
"Anthony",11,0,10,34845,3,9256
"James",11,0,10,34285,4,9256
"Mark",10,0,11,34783,5,9256
"Jordan",10,0,11,33415,6,9256
"Luke",8,0,13,34850,7,9256
"Simon",5,0,16,33023,8,9256
"Lester",14,0,7,36318,1,9257
"Paul",13,0,8,36027,2,9257
"Luke",13,0,8,34696,3,9257
"Mark",11,0,10,35405,4,9257
"Anthony",11,0,10,34720,5,9257
"Jordan",9,0,12,33304,6,9257
"James",8,0,13,33594,7,9257
"Simon",5,0,16,33269,8,9257
"Paul",13,0,8,37533,1,9258
"Anthony",13,0,8,35875,2,9258
"Lester",12,0,9,35474,3,9258
"James",11,0,10,35222,4,9258
"Mark",11,0,10,34883,5,9258
"Luke",11,0,10,34385,6,9258
"Jordan",8,0,13,33514,7,9258
"Simon",5,0,16,33330,8,9258
"Lester",16,0,5,37276,1,9259
"Anthony",13,0,8,35782,2,9259
"Luke",13,0,8,34973,3,9259
"Mark",11,0,10,35978,4,9259
"Paul",10,0,11,36468,5,9259
"James",8,0,13,34374,6,9259
"Jordan",7,0,14,32502,7,9259
"Simon",6,0,15,33892,8,9259
"Lester",15,0,6,36373,1,9260
"Paul",14,0,7,37295,2,9260
"Luke",13,0,8,34548,3,9260
"Mark",11,0,10,35580,4,9260
"Anthony",9,0,12,34709,5,9260
"James",8,0,13,34172,6,9260
"Jordan",8,0,13,33210,7,9260
"Simon",6,0,15,33107,8,9260
"Lester",15,0,6,35778,1,9261
"Anthony",15,0,6,35658,2,9261
"Paul",14,0,7,36458,3,9261
"Luke",11,0,10,34640,4,9261
"James",9,0,12,34715,5,9261
"Jordan",8,0,13,32896,6,9261
"Simon",7,0,14,33752,7,9261
"Mark",5,0,16,34412,8,9261
"Paul",12,0,9,36763,1,9262
"Lester",12,0,9,36288,2,9262
"Luke",12,0,9,35561,3,9262
"Anthony",11,0,10,35454,4,9262
"James",11,0,10,34728,5,9262
"Mark",10,0,11,34719,6,9262
"Jordan",9,0,12,33600,7,9262
"Simon",7,0,14,33418,8,9262
"Paul",13,0,8,35876,1,9263
"Lester",12,0,9,35928,2,9263
"Mark",11,0,10,35710,3,9263
"Anthony",11,0,10,35589,4,9263
"Jordan",11,0,10,33718,5,9263
"Luke",9,0,12,35256,6,9263
"James",9,0,12,34596,7,9263
"Simon",8,0,13,33541,8,9263
"Paul",15,0,6,37211,1,9264
"Luke",14,0,7,35074,2,9264
"Lester",13,0,8,36772,3,9264
"Anthony",10,0,11,35044,4,9264
"Mark",9,0,12,35103,5,9264
"Jordan",9,0,12,33610,6,9264
"James",8,0,13,34327,7,9264
"Simon",6,0,15,33335,8,9264
"Lester",15,0,6,35949,1,9265
"Paul",13,0,8,36734,2,9265
"Anthony",13,0,8,36025,3,9265
"Luke",11,0,10,35079,4,9265
"James",9,0,12,34460,5,9265
"Mark",9,0,12,34380,6,9265
"Simon",7,0,14,32963,7,9265
"Jordan",7,0,14,32704,8,9265
"Lester",14,0,7,36800,1,9266
"Paul",13,0,8,37151,2,9266
"Anthony",12,0,9,35272,3,9266
"Jordan",12,0,9,34120,4,9266
"Mark",10,0,11,35217,5,9266
"Luke",10,0,11,35059,6,9266
"James",9,0,12,35260,7,9266
"Simon",4,0,17,33679,8,9266
"Lester",17,0,4,36787,1,9267
"Paul",12,0,9,36094,2,9267
"Anthony",11,0,10,35126,3,9267
"James",11,0,10,34668,4,9267
"Luke",10,0,11,34595,5,9267
"Jordan",10,0,11,33413,6,9267
"Mark",9,0,12,35674,7,9267
"Simon",4,0,17,33195,8,9267
"Lester",18,0,3,36992,1,9268
"Mark",13,0,8,36695,2,9268
"James",12,0,9,34662,3,9268
"Paul",10,0,11,35464,4,9268
"Anthony",9,0,12,35156,5,9268
"Luke",9,0,12,34517,6,9268
"Jordan",8,0,13,32741,7,9268
"Simon",5,0,16,33259,8,9268
"Lester",15,0,6,36921,1,9269
"Paul",13,0,8,36751,2,9269
"Anthony",13,0,8,36103,3,9269
"Mark",11,0,10,35837,4,9269
"Luke",9,0,12,34586,5,9269
"Jordan",9,0,12,33098,6,9269
"James",8,0,13,34703,7,9269
"Simon",6,0,15,33694,8,9269
"Paul",16,0,5,37727,1,9270
"Lester",13,0,8,36784,2,9270
"Mark",11,0,10,35589,3,9270
"Anthony",10,0,11,35893,4,9270
"Luke",10,0,11,34967,5,9270
"Jordan",9,0,12,33593,6,9270
"James",8,0,13,34451,7,9270
"Simon",7,0,14,33531,8,9270
"Paul",15,0,6,37109,1,9271
"Lester",15,0,6,36255,2,9271
"Mark",14,0,7,36271,3,9271
"Anthony",10,0,11,35134,4,9271
"Luke",8,0,13,34081,5,9271
"Jordan",8,0,13,32092,6,9271
"James",7,0,14,34583,7,9271
"Simon",7,0,14,33704,8,9271
"Lester",14,0,7,36500,1,9272
"Paul",14,0,7,36047,2,9272
"Anthony",14,0,7,35468,3,9272
"Mark",11,0,10,35800,4,9272
"Luke",10,0,11,35072,5,9272
"James",9,0,12,34679,6,9272
"Simon",7,0,14,34097,7,9272
"Jordan",5,0,16,32452,8,9272
"Anthony",14,0,7,36105,1,9273
"Lester",13,1,7,36557,2,9273
"Paul",12,0,9,36684,3,9273
"Mark",12,0,9,35980,4,9273
"Luke",11,0,10,34507,5,9273
"Jordan",8,0,13,32948,6,9273
"James",7,0,14,34650,7,9273
"Simon",6,1,14,34176,8,9273
"Lester",14,0,7,36401,1,9274
"Paul",13,0,8,36098,2,9274
"Mark",12,0,9,35682,3,9274
"James",11,0,10,35223,4,9274
"Luke",10,0,11,35032,5,9274
"Anthony",9,0,12,35251,6,9274
"Simon",8,0,13,33863,7,9274
"Jordan",7,0,14,33347,8,9274
"Paul",14,0,7,37232,1,9275
"Lester",14,0,7,36029,2,9275
"Anthony",12,0,9,35683,3,9275
"James",12,0,9,34847,4,9275
"Mark",11,0,10,35243,5,9275
"Luke",8,0,13,34491,6,9275
"Jordan",7,0,14,32922,7,9275
"Simon",6,0,15,32697,8,9275
"Paul",14,0,7,36419,1,9276
"Lester",13,0,8,36572,2,9276
"Mark",12,0,9,35080,3,9276
"Luke",11,0,10,34703,4,9276
"Anthony",10,0,11,34326,5,9276
"James",10,0,11,34292,6,9276
"Simon",7,0,14,33164,7,9276
"Jordan",7,0,14,32809,8,9276
"Lester",15,0,6,36088,1,9277
"Paul",14,0,7,36059,2,9277
"Luke",12,0,9,34997,3,9277
"Anthony",11,0,10,34873,4,9277
"James",11,0,10,34649,5,9277
"Mark",10,0,11,34805,6,9277
"Jordan",6,0,15,32754,7,9277
"Simon",5,0,16,33119,8,9277
"Lester",16,0,5,36774,1,9278
"Paul",14,0,7,36677,2,9278
"Mark",13,0,8,35964,3,9278
"Anthony",13,0,8,35425,4,9278
"Luke",11,0,10,35227,5,9278
"James",8,0,13,35055,6,9278
"Simon",6,0,15,33520,7,9278
"Jordan",3,0,18,32402,8,9278
"Lester",15,0,6,37503,1,9279
"Paul",15,0,6,36615,2,9279
"Anthony",13,0,8,35508,3,9279
"Mark",11,0,10,35290,4,9279
"Luke",10,0,11,35170,5,9279
"James",9,0,12,34644,6,9279
"Jordan",7,0,14,32685,7,9279
"Simon",4,0,17,32572,8,9279
"Paul",14,0,7,36884,1,9280
"Lester",13,0,8,36229,2,9280
"Mark",13,0,8,36229,3,9280
"Anthony",12,0,9,35399,4,9280
"Luke",10,0,11,34882,5,9280
"James",10,0,11,34676,6,9280
"Jordan",8,0,13,33955,7,9280
"Simon",4,0,17,33279,8,9280
"Lester",17,0,4,36837,1,9281
"Anthony",15,0,6,36102,2,9281
"Paul",14,0,7,37637,3,9281
"Luke",12,0,9,35012,4,9281
"James",8,0,13,34289,5,9281
"Mark",7,0,14,34357,6,9281
"Jordan",7,0,14,33327,7,9281
"Simon",4,0,17,32288,8,9281
"Lester",14,0,7,36448,1,9282
"Paul",13,0,8,37128,2,9282
"Luke",12,0,9,35440,3,9282
"Mark",11,0,10,34956,4,9282
"Anthony",11,0,10,34314,5,9282
"James",10,0,11,35086,6,9282
"Simon",8,0,13,33449,7,9282
"Jordan",5,0,16,32413,8,9282
"Anthony",13,0,8,34702,1,9283
"Paul",12,0,9,36408,2,9283
"Mark",12,0,9,35427,3,9283
"James",12,0,9,34902,4,9283
"Lester",11,0,10,35653,5,9283
"Luke",10,0,11,35470,6,9283
"Jordan",10,0,11,33732,7,9283
"Simon",4,0,17,32917,8,9283
"Lester",13,0,8,36838,1,9284
"Mark",12,0,9,35584,2,9284
"Anthony",12,0,9,35482,3,9284
"James",11,0,10,34747,4,9284
"Paul",10,0,11,36128,5,9284
"Luke",9,0,12,34977,6,9284
"Simon",9,0,12,34125,7,9284
"Jordan",8,0,13,33520,8,9284
"Paul",15,0,6,37372,1,9285
"Lester",13,1,7,36042,2,9285
"Anthony",12,1,8,35682,3,9285
"Luke",12,0,9,35002,4,9285
"Mark",10,0,11,36624,5,9285
"James",9,0,12,34662,6,9285
"Jordan",7,0,14,33163,7,9285
"Simon",5,0,16,33076,8,9285
"Lester",16,0,5,36576,1,9286
"Paul",15,0,6,37374,2,9286
"Mark",12,0,9,35848,3,9286
"Anthony",12,0,9,35415,4,9286
"Luke",8,0,13,34540,5,9286
"Jordan",8,0,13,32936,6,9286
"James",7,0,14,34067,7,9286
"Simon",6,0,15,33880,8,9286
"Paul",13,0,8,36825,1,9287
"Lester",13,0,8,36245,2,9287
"Anthony",13,0,8,35016,3,9287
"Mark",10,0,11,35809,4,9287
"Luke",10,0,11,35100,5,9287
"James",9,0,12,34474,6,9287
"Simon",8,0,13,33916,7,9287
"Jordan",8,0,13,33235,8,9287
"Lester",15,0,6,36783,1,9288
"Anthony",13,0,8,35439,2,9288
"Paul",12,0,9,36923,3,9288
"Mark",10,0,11,35689,4,9288
"Luke",10,0,11,34814,5,9288
"Jordan",10,0,11,32961,6,9288
"James",7,0,14,34462,7,9288
"Simon",7,0,14,33159,8,9288
"Paul",14,0,7,36704,1,9289
"Lester",13,0,8,36591,2,9289
"Anthony",13,0,8,35696,3,9289
"Mark",11,0,10,34910,4,9289
"James",10,0,11,35313,5,9289
"Simon",9,0,12,33979,6,9289
"Luke",7,0,14,35377,7,9289
"Jordan",7,0,14,33196,8,9289
"Lester",13,0,8,36524,1,9290
"Mark",13,0,8,35561,2,9290
"Luke",12,0,9,35122,3,9290
"Paul",10,0,11,35844,4,9290
"Anthony",10,0,11,35116,5,9290
"James",9,0,12,34936,6,9290
"Jordan",9,0,12,32713,7,9290
"Simon",8,0,13,34078,8,9290
"Lester",16,0,5,36230,1,9291
"Anthony",14,0,7,35958,2,9291
"Mark",11,0,10,35049,3,9291
"James",11,0,10,34827,4,9291
"Luke",10,0,11,34451,5,9291
"Paul",9,0,12,35693,6,9291
"Simon",7,0,14,33263,7,9291
"Jordan",6,0,15,32804,8,9291
"Lester",15,0,6,36878,1,9292
"Mark",14,0,7,36069,2,9292
"Paul",13,0,8,36978,3,9292
"Luke",11,0,10,34590,4,9292
"Anthony",10,0,11,34113,5,9292
"Jordan",9,0,12,33610,6,9292
"James",8,0,13,34140,7,9292
"Simon",4,0,17,33102,8,9292
"Paul",13,0,8,37277,1,9293
"Lester",13,0,8,35564,2,9293
"Mark",12,0,9,35956,3,9293
"Anthony",11,0,10,35527,4,9293
"Luke",10,0,11,35603,5,9293
"James",9,0,12,34971,6,9293
"Simon",9,0,12,34403,7,9293
"Jordan",7,0,14,33274,8,9293
"Lester",16,0,5,36935,1,9294
"Paul",14,0,7,36875,2,9294
"Anthony",11,0,10,35387,3,9294
"Luke",10,0,11,35293,4,9294
"James",10,0,11,34550,5,9294
"Mark",9,0,12,34803,6,9294
"Simon",8,0,13,33454,7,9294
"Jordan",6,0,15,33624,8,9294
"Lester",15,0,6,36376,1,9295
"Paul",14,0,7,37228,2,9295
"Luke",13,0,8,34678,3,9295
"Anthony",11,0,10,34618,4,9295
"Jordan",9,0,12,33154,5,9295
"Mark",8,0,13,35158,6,9295
"James",8,0,13,34867,7,9295
"Simon",6,0,15,33475,8,9295
"Lester",17,0,4,36554,1,9296
"Paul",14,0,7,36555,2,9296
"Mark",11,0,10,35257,3,9296
"Anthony",10,0,11,34408,4,9296
"James",9,0,12,34738,5,9296
"Luke",9,0,12,34734,6,9296
"Simon",8,0,13,33509,7,9296
"Jordan",6,0,15,33187,8,9296
"Lester",15,0,6,36137,1,9297
"Paul",14,0,7,36956,2,9297
"Luke",12,0,9,35220,3,9297
"Mark",11,0,10,36033,4,9297
"Anthony",11,0,10,34706,5,9297
"Jordan",8,0,13,33505,6,9297
"James",7,0,14,34705,7,9297
"Simon",6,0,15,33592,8,9297
"Lester",15,0,6,36380,1,9298
"Paul",14,0,7,36504,2,9298
"Luke",12,0,9,35251,3,9298
"Anthony",10,0,11,35374,4,9298
"Mark",10,0,11,34961,5,9298
"James",8,0,13,34535,6,9298
"Simon",8,0,13,33090,7,9298
"Jordan",7,0,14,33150,8,9298
"Paul",13,0,8,36238,1,9299
"Lester",12,0,9,35487,2,9299
"Luke",12,0,9,35160,3,9299
"Mark",11,0,10,35990,4,9299
"Anthony",11,0,10,35264,5,9299
"James",10,0,11,34669,6,9299
"Jordan",8,0,13,32839,7,9299
"Simon",7,0,14,32844,8,9299
"Paul",14,0,7,37422,1,9300
"Lester",13,0,8,36224,2,9300
"Mark",11,0,10,35896,3,9300
"Anthony",11,0,10,35345,4,9300
"Jordan",10,0,11,33791,5,9300
"Luke",9,0,12,35051,6,9300
"James",9,0,12,34978,7,9300
"Simon",7,0,14,33183,8,9300
"Paul",14,0,7,37208,1,9301
"Lester",14,0,7,36380,2,9301
"Mark",12,0,9,35961,3,9301
"Anthony",12,0,9,35577,4,9301
"Luke",12,0,9,35143,5,9301
"Jordan",8,0,13,33702,6,9301
"James",7,0,14,34346,7,9301
"Simon",5,0,16,33617,8,9301
"Lester",15,0,6,36607,1,9302
"Paul",14,0,7,37013,2,9302
"Anthony",13,0,8,35458,3,9302
"Mark",11,0,10,36097,4,9302
"James",11,0,10,34757,5,9302
"Luke",10,0,11,34520,6,9302
"Jordan",7,0,14,33200,7,9302
"Simon",3,0,18,32790,8,9302
"Paul",13,0,8,35588,1,9303
"Anthony",12,0,9,34844,2,9303
"Luke",12,0,9,34745,3,9303
"Lester",11,0,10,35568,4,9303
"Mark",10,0,11,36304,5,9303
"James",10,0,11,34824,6,9303
"Simon",9,0,12,34003,7,9303
"Jordan",7,0,14,33380,8,9303
"Paul",16,0,5,38059,1,9304
"Lester",15,0,6,36821,2,9304
"Luke",12,0,9,35203,3,9304
"James",10,0,11,34959,4,9304
"Anthony",10,0,11,34841,5,9304
"Jordan",8,1,12,32520,6,9304
"Mark",7,1,13,34188,7,9304
"Simon",5,0,16,33587,8,9304
"Lester",17,0,4,36897,1,9305
"Paul",13,0,8,37244,2,9305
"Mark",11,0,10,34865,3,9305
"Anthony",10,0,11,35269,4,9305
"Luke",10,0,11,34754,5,9305
"James",9,0,12,34084,6,9305
"Simon",7,0,14,33880,7,9305
"Jordan",7,0,14,32921,8,9305
"Paul",14,0,7,36032,1,9306
"Lester",13,0,8,36258,2,9306
"Luke",13,0,8,35008,3,9306
"Anthony",12,0,9,35095,4,9306
"Mark",10,0,11,35336,5,9306
"Jordan",8,0,13,33124,6,9306
"James",7,0,14,33974,7,9306
"Simon",7,0,14,33284,8,9306
"Anthony",14,0,7,35589,1,9307
"Paul",13,0,8,37027,2,9307
"James",13,0,8,35760,3,9307
"Mark",12,0,9,34994,4,9307
"Lester",9,0,12,35801,5,9307
"Luke",8,0,13,34908,6,9307
"Jordan",8,0,13,32897,7,9307
"Simon",7,0,14,33453,8,9307
"Paul",16,0,5,37417,1,9308
"Lester",15,0,6,36669,2,9308
"Mark",11,0,10,35241,3,9308
"Simon",11,0,10,34358,4,9308
"Anthony",10,0,11,34861,5,9308
"Luke",8,0,13,34698,6,9308
"James",7,0,14,34058,7,9308
"Jordan",6,0,15,32503,8,9308
"Lester",15,0,6,35647,1,9309
"Paul",12,0,9,37430,2,9309
"Mark",12,0,9,35821,3,9309
"Luke",12,0,9,34980,4,9309
"James",10,0,11,35108,5,9309
"Anthony",9,0,12,34769,6,9309
"Simon",8,0,13,34294,7,9309
"Jordan",6,0,15,33081,8,9309
"Paul",17,0,4,36688,1,9310
"Lester",13,0,8,35522,2,9310
"James",11,0,10,34373,3,9310
"Mark",9,0,12,35137,4,9310
"Luke",9,0,12,34595,5,9310
"Jordan",9,0,12,33496,6,9310
"Anthony",8,0,13,35109,7,9310
"Simon",8,0,13,33847,8,9310
"Paul",16,0,5,36566,1,9311
"Lester",14,0,7,35438,2,9311
"Luke",13,0,8,34879,3,9311
"James",12,0,9,34443,4,9311
"Mark",11,0,10,35525,5,9311
"Anthony",9,0,12,34957,6,9311
"Jordan",5,0,16,32048,7,9311
"Simon",4,0,17,32907,8,9311
"Paul",15,0,6,37240,1,9312
"Lester",13,0,8,36445,2,9312
"Anthony",11,0,10,35515,3,9312
"Mark",10,0,11,35651,4,9312
"Luke",9,0,12,35469,5,9312
"James",9,0,12,34196,6,9312
"Jordan",9,0,12,33120,7,9312
"Simon",8,0,13,34202,8,9312
"Lester",16,0,5,36529,1,9313
"Anthony",14,0,7,35195,2,9313
"Paul",12,0,9,36405,3,9313
"Mark",10,0,11,35472,4,9313
"Luke",10,0,11,34699,5,9313
"James",10,0,11,34527,6,9313
"Jordan",7,0,14,32510,7,9313
"Simon",5,0,16,32987,8,9313
"Paul",15,0,6,37784,1,9314
"Lester",15,0,6,36913,2,9314
"James",12,0,9,34686,3,9314
"Anthony",10,0,11,36247,4,9314
"Mark",9,0,12,35812,5,9314
"Jordan",9,0,12,34082,6,9314
"Luke",8,0,13,34768,7,9314
"Simon",6,0,15,33533,8,9314
"Paul",16,0,5,37726,1,9315
"Lester",13,0,8,36086,2,9315
"Anthony",11,0,10,34800,3,9315
"Luke",11,0,10,34581,4,9315
"James",9,0,12,34378,5,9315
"Jordan",9,0,12,33418,6,9315
"Mark",8,0,13,34989,7,9315
"Simon",7,0,14,33869,8,9315
"Paul",14,1,6,36821,1,9316
"Anthony",14,0,7,36056,2,9316
"Lester",12,0,9,36075,3,9316
"Luke",10,0,11,34406,4,9316
"Mark",9,0,12,34955,5,9316
"James",9,0,12,34537,6,9316
"Jordan",8,0,13,32763,7,9316
"Simon",7,1,13,32953,8,9316
"Lester",17,0,4,36852,1,9317
"Paul",15,0,6,37006,2,9317
"Anthony",12,0,9,34930,3,9317
"Mark",9,0,12,36198,4,9317
"Luke",9,0,12,34540,5,9317
"James",8,0,13,34273,6,9317
"Jordan",8,0,13,33440,7,9317
"Simon",6,0,15,33872,8,9317
"Paul",13,0,8,36314,1,9318
"Luke",13,0,8,35274,2,9318
"Mark",12,0,9,35678,3,9318
"Anthony",12,0,9,35594,4,9318
"Lester",11,0,10,35817,5,9318
"James",8,0,13,34810,6,9318
"Jordan",8,0,13,32734,7,9318
"Simon",7,0,14,33543,8,9318
"Lester",16,0,5,37565,1,9319
"Paul",14,0,7,37010,2,9319
"Anthony",14,0,7,35378,3,9319
"James",9,0,12,35073,4,9319
"Mark",9,0,12,34845,5,9319
"Luke",9,0,12,33992,6,9319
"Jordan",7,0,14,32738,7,9319
"Simon",6,0,15,32880,8,9319
"Lester",15,0,6,36267,1,9320
"Anthony",13,0,8,36296,2,9320
"Paul",12,0,9,37037,3,9320
"Luke",10,0,11,35356,4,9320
"Mark",10,0,11,34829,5,9320
"James",9,0,12,33804,6,9320
"Simon",8,0,13,33203,7,9320
"Jordan",7,0,14,33308,8,9320
"Paul",14,0,7,36688,1,9321
"Lester",14,0,7,36502,2,9321
"Luke",14,0,7,35379,3,9321
"James",11,0,10,34896,4,9321
"Mark",10,0,11,35094,5,9321
"Anthony",10,0,11,34097,6,9321
"Jordan",6,0,15,33426,7,9321
"Simon",5,0,16,33193,8,9321
"Lester",16,0,5,36977,1,9322
"Paul",14,0,7,37039,2,9322
"Luke",11,0,10,35262,3,9322
"James",10,0,11,35191,4,9322
"Mark",10,0,11,34921,5,9322
"Anthony",10,0,11,34529,6,9322
"Simon",7,0,14,34202,7,9322
"Jordan",6,0,15,32858,8,9322
"Paul",16,0,5,37087,1,9323
"Lester",15,0,6,36160,2,9323
"Anthony",14,0,7,35967,3,9323
"Mark",10,0,11,35113,4,9323
"James",8,0,13,34674,5,9323
"Jordan",8,0,13,33101,6,9323
"Luke",7,0,14,34406,7,9323
"Simon",6,0,15,33961,8,9323
"Lester",15,0,6,36889,1,9324
"Mark",12,0,9,36413,2,9324
"Paul",12,0,9,36222,3,9324
"Anthony",12,0,9,34467,4,9324
"James",11,0,10,35035,5,9324
"Luke",11,0,10,34931,6,9324
"Simon",6,0,15,33940,7,9324
"Jordan",5,0,16,33092,8,9324
