"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Lester",1.1051,15,13,10000,6186,3641,0,10000,1,0.619,0.364,0
"Paul",2.796,13,11,9994,6453,3503,0,10000,0.999,0.645,0.35,0
"Mark",3.8582,12,10,8704,3888,1748,0,10000,0.87,0.389,0.175,0
"Luke",2.3722,14,12,10000,3066,954,0,10000,1,0.307,0.095,0
"Anthony",5.4347,11,9,676,247,116,0,10000,0.068,0.025,0.012,0
"James",5.6534,11,9,626,160,60,0,10000,0.063,0.016,0.006,0
"Jordan",6.7804,10,8,0,0,0,0,10000,0,0,0,0
"Simon",8,6,4,0,0,0,10000,10000,0,0,0,1
