"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Lester",1,14,14,10000,6238,3776,0,10000,1,0.624,0.378,0
"Paul",2,13,13,10000,7096,3568,0,10000,1,0.71,0.357,0
"Mark",4,11,11,10000,3762,1908,0,10000,1,0.376,0.191,0
"Luke",3,13,13,10000,2904,767,0,10000,1,0.29,0.077,0
"Anthony",5,10,10,0,0,0,0,10000,0,0,0,0
"James",6,9,9,0,0,0,0,10000,0,0,0,0
"Jordan",7,8,8,0,0,0,0,10000,0,0,0,0
"Simon",8,5,5,0,0,0,10000,10000,0,0,0,1
