"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Luke",1.4972,19,11,10000,6393,3551,0,10000,1,0.639,0.355,0
"Anthony",1.6688,19,11,10000,6084,3249,0,10000,1,0.608,0.325,0
"Lester",3.0628,16,8,9604,4044,1857,0,10000,0.96,0.404,0.186,0
"Mark",4.7376,14,6,5422,1861,717,377,10000,0.542,0.186,0.072,0.038
"Paul",6.0118,12,4,1597,566,229,1858,10000,0.16,0.057,0.023,0.186
"Simon",6.0812,12,4,1517,485,196,1993,10000,0.152,0.048,0.02,0.199
"James",6.4126,12,4,1015,331,134,2732,10000,0.102,0.033,0.013,0.273
"Jordan",6.528,12,4,845,236,96,3040,10000,0.084,0.024,0.01,0.304
