"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Luke",1.3743,16,13,10000,6146,3442,0,10000,1,0.615,0.344,0
"Anthony",1.6722,16,13,10000,5281,2650,0,10000,1,0.528,0.265,0
"Lester",3.1548,13,10,9689,4537,2209,0,10000,0.969,0.454,0.221,0
"James",4.385,12,9,6278,2306,914,0,10000,0.628,0.231,0.091,0
"Mark",5.4246,11,8,2113,895,412,100,10000,0.211,0.09,0.041,0.01
"Paul",6.0728,10,7,1005,446,201,306,10000,0.1,0.045,0.02,0.031
"Simon",5.976,10,7,915,389,183,158,10000,0.092,0.039,0.018,0.016
"Jordan",7.9403,8,5,0,0,0,9436,10000,0,0,0,0.944
