"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Luke",1.559,18,11,10000,6291,3522,0,10000,1,0.629,0.352,0
"Anthony",1.7465,18,11,9999,6122,3262,0,10000,1,0.612,0.326,0
"Lester",2.8037,16,9,9833,4265,1969,0,10000,0.983,0.426,0.197,0
"Mark",5.1867,13,6,3921,1294,515,678,10000,0.392,0.129,0.052,0.068
"Simon",5.6883,12,5,2498,875,333,1299,10000,0.25,0.088,0.033,0.13
"James",6.0712,12,5,1631,524,200,2001,10000,0.163,0.052,0.02,0.2
"Paul",6.6494,11,4,871,292,117,3567,10000,0.087,0.029,0.012,0.357
"Jordan",6.2952,12,5,1247,337,104,2455,10000,0.125,0.034,0.01,0.246
