"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Anthony",2.0298,20,7,9341,5190,2808,19,10000,0.934,0.519,0.281,0.002
"Luke",2.6701,19,5,8627,4517,2337,72,10000,0.863,0.452,0.234,0.007
"Lester",3.4257,18,5,7364,3912,2012,204,10000,0.736,0.391,0.201,0.02
"Mark",4.5085,17,4,5175,2294,1017,694,10000,0.517,0.229,0.102,0.069
"Paul",5.2484,16,2,3496,1673,817,1312,10000,0.35,0.167,0.082,0.131
"Jordan",5.6689,16,2,2598,968,355,1819,10000,0.26,0.097,0.035,0.182
"James",6.1818,16,2,1752,735,355,2856,10000,0.175,0.074,0.035,0.286
"Simon",6.2668,15,2,1647,711,324,3024,10000,0.165,0.071,0.032,0.302
