"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Luke",1.7523,15,14,10000,5771,3201,0,10000,1,0.577,0.32,0
"Anthony",1.2477,16,15,10000,5729,2868,0,10000,1,0.573,0.287,0
"Lester",3,12,11,10000,4633,2502,0,10000,1,0.463,0.25,0
"James",4.2483,11,10,7517,2822,997,0,10000,0.752,0.282,0.1,0
"Simon",4.7517,10,9,2483,1045,452,0,10000,0.248,0.104,0.045,0
"Mark",6.2483,9,8,0,0,0,0,10000,0,0,0,0
"Paul",6.7517,8,7,0,0,0,0,10000,0,0,0,0
"Jordan",8,7,6,0,0,0,10000,10000,0,0,0,1
