"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Luke",1.7801,15,13,10000,5684,3117,0,10000,1,0.568,0.312,0
"Anthony",1.3109,16,14,10000,5522,2791,0,10000,1,0.552,0.279,0
"Lester",2.909,13,11,10000,4754,2491,0,10000,1,0.475,0.249,0
"James",4.6584,11,9,5474,2127,800,0,10000,0.547,0.213,0.08,0
"Simon",5.2281,10,8,2701,1154,501,0,10000,0.27,0.115,0.05,0
"Mark",5.7704,10,8,1407,572,237,372,10000,0.141,0.057,0.024,0.037
"Paul",6.451,9,7,418,187,79,601,10000,0.042,0.019,0.008,0.06
"Jordan",7.8921,8,6,0,0,0,9027,10000,0,0,0,0.903
