"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Luke",1.1488,17,13,10000,6167,3608,0,10000,1,0.617,0.361,0
"Anthony",1.9114,16,12,10000,5018,2374,0,10000,1,0.502,0.237,0
"Lester",3.4255,13,9,8792,4216,1975,0,10000,0.879,0.422,0.198,0
"Mark",4.8763,12,8,4251,1791,809,82,10000,0.425,0.179,0.081,0.008
"James",4.9062,12,8,4035,1623,677,174,10000,0.404,0.162,0.068,0.017
"Simon",5.4098,11,7,2460,1015,491,207,10000,0.246,0.102,0.049,0.021
"Paul",6.6117,10,6,458,170,80,1784,10000,0.046,0.017,0.008,0.178
"Jordan",7.7103,9,5,4,0,0,7753,10000,0,0,0,0.775
