"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Anthony",1.776,21,8,9666,5391,2881,7,10000,0.967,0.539,0.288,0.001
"Luke",2.3289,19,7,9181,5041,2634,27,10000,0.918,0.504,0.263,0.003
"Lester",3.7978,18,5,6811,3461,1812,261,10000,0.681,0.346,0.181,0.026
"Paul",4.712,16,4,4753,2225,1065,709,10000,0.475,0.222,0.106,0.071
"Mark",4.9337,17,4,4151,1739,726,863,10000,0.415,0.174,0.073,0.086
"Simon",5.8504,15,2,2298,934,390,2030,10000,0.23,0.093,0.039,0.203
"Jordan",6.049,16,2,1952,716,289,2467,10000,0.195,0.072,0.029,0.247
"James",6.5522,14,1,1188,493,232,3636,10000,0.119,0.049,0.023,0.364
