"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Luke",1.725,19,10,9985,6259,3534,0,10000,0.999,0.626,0.353,0
"Anthony",1.4469,20,11,9999,6227,3311,0,10000,1,0.623,0.331,0
"Lester",3.3263,16,7,9027,3795,1710,8,10000,0.903,0.38,0.171,0.001
"Mark",4.3741,15,6,6197,2063,801,173,10000,0.62,0.206,0.08,0.017
"Paul",5.6985,13,4,2104,744,319,1181,10000,0.21,0.074,0.032,0.118
"James",5.9771,13,4,1516,522,200,1638,10000,0.152,0.052,0.02,0.164
"Simon",6.5417,12,3,763,262,107,2854,10000,0.076,0.026,0.011,0.285
"Jordan",6.9104,12,3,409,128,38,4146,10000,0.041,0.013,0.004,0.415
