"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Luke",2,14,14,10000,5486,3228,0,10000,1,0.549,0.323,0
"Anthony",1,16,16,10000,5970,2955,0,10000,1,0.597,0.296,0
"Lester",3,12,12,10000,4514,2484,0,10000,1,0.451,0.248,0
"James",4,10,10,10000,4030,1346,0,10000,1,0.403,0.135,0
"Simon",5,9,9,0,0,0,0,10000,0,0,0,0
"Mark",6,9,9,0,0,0,0,10000,0,0,0,0
"Paul",7,8,8,0,0,0,0,10000,0,0,0,0
"Jordan",8,6,6,0,0,0,10000,10000,0,0,0,1
