"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Luke",1.4277,17,12,10000,6051,3423,0,10000,1,0.605,0.342,0
"Anthony",1.6984,17,12,10000,5098,2389,0,10000,1,0.51,0.239,0
"Lester",3.168,14,9,9459,4474,2165,0,10000,0.946,0.447,0.216,0
"Simon",4.886,12,7,4371,1878,883,191,10000,0.437,0.188,0.088,0.019
"Mark",5.3628,12,7,2742,1148,542,445,10000,0.274,0.115,0.054,0.044
"James",5.3305,12,7,2898,1137,495,537,10000,0.29,0.114,0.05,0.054
"Paul",6.8622,10,5,388,158,84,3456,10000,0.039,0.016,0.008,0.346
"Jordan",7.2644,10,5,142,56,32,5371,10000,0.014,0.006,0.003,0.537
