"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Anthony",1.9457,19,7,9583,5448,2936,6,10000,0.958,0.545,0.294,0.001
"Luke",1.9677,19,7,9543,5464,2926,10,10000,0.954,0.546,0.293,0.001
"Lester",4.2245,16,5,5898,2844,1400,451,10000,0.59,0.284,0.14,0.045
"Mark",4.5513,17,5,5147,2066,921,622,10000,0.515,0.207,0.092,0.062
"Paul",5.255,15,3,3496,1553,742,1282,10000,0.35,0.155,0.074,0.128
"Simon",5.3954,16,3,3190,1370,584,1353,10000,0.319,0.137,0.058,0.135
"James",6.1637,15,3,1820,761,325,2697,10000,0.182,0.076,0.032,0.27
"Jordan",6.4967,15,2,1323,494,191,3579,10000,0.132,0.049,0.019,0.358
