"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Luke",1.2676,18,12,10000,6084,3449,0,10000,1,0.608,0.345,0
"Anthony",1.9872,17,11,9997,4982,2341,0,10000,1,0.498,0.234,0
"Lester",2.9226,15,9,9685,4737,2280,1,10000,0.969,0.474,0.228,0
"Simon",5.2829,12,6,3643,1496,671,837,10000,0.364,0.15,0.067,0.084
"James",5.6883,12,6,2474,1031,470,1275,10000,0.247,0.103,0.047,0.128
"Mark",5.785,12,6,2197,858,395,1375,10000,0.22,0.086,0.04,0.138
"Paul",6.2715,11,5,1342,582,299,2448,10000,0.134,0.058,0.03,0.245
"Jordan",6.7949,11,5,662,230,107,4064,10000,0.066,0.023,0.011,0.406
