"playerName","playerId","teamAbbr","salarySuperCoach","positionSuperCoach","ownershipSuperCoach","pricedAt","age","playerIdVoid","gms","subCount","kicks","handballs","marks","tackles","hitouts","ruckContestPercentage","goals","centreBounceAttendancePercentage","kickins","playOnPercentage","timeOnGroundPercentage","FP","consistency","FPadj","FPfirst","FPsecond","FPreg","FPfin","maxFP","minFP","pointsPerMinute","gm100","gm120","gmSub90","cbaPre","kiPre","poPre","togPre","fpPre","ppmPre","changeOwn","dollarsPerPoint","rankSalary","rankReg","rankAdj","rankFirst","rankSecond","feedID"
"Trent Rivers","CD_I1009378","MEL",462900,"DEF/MID",3.4,85.9,23,"CD_I1009378","23",,"13.3","8.0","5.3","2.6","0.0","0","0.1","30","12","100","78","85.9","0.276","85.9","78.0","94.5","85.9",,"143","45","0.89","5","2","12","0","0",,"84","80.0","0.78",0,"5389",55,"55","64","85","35",1009378
"Mattaes Phillipou","CD_I1020137","STK",313800,"FWD/MID",8.2,58.2,20,"CD_I1020137","13",,"8.2","6.2","2.9","3.7","0.0","0","0.6","26","0",,"75","58.2","0.507","58.2","42.1","94.5","58.2",,"112","18","0.63","2","0","11","50","0",,"40","42.0","0.88",-0.2,"5392",139,"142","158","159","35",1020137
"Tim Taranto","CD_I998172","RIC",509400,"MID",1.4,94.5,27,"CD_I998172","15",,"12.3","12.7","3.5","5.3","0.0","0","0.4","73","0",,"80","94.5","0.273","97.9","94.8","94.4","94.5",,"139","48","0.96","8","3","5","61","0",,"78","115.0","1.27",0,"5390",39,"40","38","41","38",998172
"James Rowbottom","CD_I1006126","SYD",509300,"MID",0.1,94.5,24,"CD_I1006126","24",,"9.8","9.2","2.0","7.8","0.0","0","0.3","71","0",,"79","95.1","0.272","95.1","94.6","94.4","94.5","99.0","163","51","0.96","8","3","9","67","0",,"77","101.0","1.14",0,"5389",40,"40","44","42","38",1006126
"Jason Horne-Francis","CD_I1011640","PTA",537000,"FWD/MID",51,99.6,21,"CD_I1011640","24",,"15.5","6.2","4.4","3.0","0.0","0","1.1","54","0",,"79","98.2","0.214","98.2","105.9","94.0","99.7","87.7","141","46","1.00","9","4","9","68","0",,"80","105.0","1.12",1.1,"5386",31,"32","37","23","40",1011640
"Edward Allan","CD_I1022915","COL",194000,"MID",6.9,36,20,"CD_I1022915","2",,"7.0","7.0","0.5","4.0","0.0","0","0.5","34","0",,"80","60.0","0.567","60.0","26.0","94.0","60.0",,"94","26","0.53","0","0","1",,,,,,,-0.2,"3233",181,"138","153","168","40",1022915
"Jy Simpkin","CD_I993998","NTH",429300,"FWD/MID",2.5,79.6,26,"CD_I993998","18",,"12.1","8.9","3.1","3.1","0.0","0","0.6","53","0",,"85","79.7","0.303","79.7","57.9","93.5","79.7",,"129","43","0.74","4","1","12","0","0",,"20","24.0","1.00",0.7,"5386",79,"79","86","134","42",993998
"Massimo D'Ambrosio","CD_I1005144","HAW",472500,"MID",2.1,87.7,21,"CD_I1005144","24",,"12.5","8.7","5.0","2.0","0.0","0","0.3","0","5","80","77","88.8","0.294","92.8","82.0","93.4","87.7","101.0","134","30","0.93","11","3","9","0","0",,"76","77.0","0.82",0,"5388",51,"51","45","72","43",1005144
"Josh Kelly","CD_I296347","GWS",538500,"MID",0.3,99.9,30,"CD_I296347","17",,"13.0","11.3","4.2","3.6","0.0","0","0.9","38","0",,"84","96.5","0.176","96.5","104.8","92.7","99.9","71.0","132","69","0.91","5","2","5","32","0",,"56","69.0","1.00",0,"5390",30,"31","41","27","44",296347
"Max Holmes","CD_I1015889","GEE",533900,"DEF/MID",20.5,99.1,22,"CD_I1015889","25",,"15.0","9.2","5.6","3.0","0.0","0","0.5","32","20","70","79","100.3","0.207","100.3","105.0","92.6","99.1","114.0","152","69","1.00","12","4","9","32","0",,"65","108.0","1.39",0.1,"5387",33,"34","35","25","45",1015889
"Josh Daicos","CD_I1005054","COL",482600,"MID",1.3,89.5,26,"CD_I1005054","23",,"14.2","10.7","5.2","3.2","0.0","0","0.3","10","13","100","88","89.6","0.263","89.6","87.3","92.1","89.6",,"140","50","0.80","9","3","11","6","0",,"64","83.0","1.12",0,"5386",47,"47","51","59","46",1005054
"George Wardlaw","CD_I1023477","NTH",461300,"MID",0.5,85.6,20,"CD_I1023477","18",,"11.3","7.8","3.3","4.3","0.0","0","0.4","66","0",,"73","85.6","0.276","85.6","80.9","91.5","85.6",,"123","43","0.92","6","3","12","79","0",,"74","63.0","0.71",0,"5389",57,"56","66","77","47",1023477
"Sam Durham","CD_I1015810","ESS",482300,"MID",1.3,89.5,23,"CD_I1015810","22",,"10.7","10.7","4.0","4.4","0.0","0","0.5","48","0",,"75","89.5","0.207","91.9","87.9","91.1","89.5",,"122","39","0.96","6","1","10","68","0",,"69","75.0","0.91",0,"5389",48,"48","47","56","48",1015810
"Finn Callaghan","CD_I1023266","GWS",441600,"MID",1,81.9,21,"CD_I1023266","24",,"9.3","13.6","2.8","3.6","0.0","0","0.1","43","0",,"81","80.2","0.276","80.2","72.7","89.7","82.0","60.5","122","30","0.78","6","1","16",,,,,,,0,"5385",70,"68","82","99","49",1023266
"Steele Sidebottom","CD_I280965","COL",405800,"MID",0.2,75.3,34,"CD_I280965","22","1","12.3","6.0","4.1","3.1","0.0","0","0.2","11","16","75","84","75.3","0.371","77.0","62.6","88.0","75.3",,"125","26","0.70","6","2","16","0","0",,"88","69.0","0.68",0,"5389",94,"96","98","124","50",280965
"Will Day","CD_I1008550","HAW",491300,"MID",13.8,91.2,23,"CD_I1008550","16",,"9.1","10.2","2.7","4.6","0.0","0","0.2","61","3","67","71","91.2","0.393","96.6","96.7","87.9","91.2",,"142","10","1.04","9","3","6",,,,,,,-0.2,"5387",44,"45","39","38","51",1008550
"Darcy Parish","CD_I993817","ESS",481400,"MID",1.5,89.3,27,"CD_I993817","12",,"12.2","12.4","4.6","4.3","0.0","0","0.2","66","0",,"76","89.3","0.294","89.3","90.4","87.8","89.3",,"148","59","0.96","4","2","8","64","0",,"75","123.0","1.37",-0.1,"5391",49,"49","53","50","52",993817
"James Worpel","CD_I1002222","HAW",470400,"MID",0.3,87.3,26,"CD_I1002222","25",,"11.2","10.6","2.1","4.4","0.0","0","0.2","69","0",,"76","86.4","0.278","86.4","86.9","87.7","87.3","76.5","150","47","0.91","6","2","13","57","0",,"73","54.0","0.60",0,"5388",52,"52","62","60","53",1002222
"Dion Prestia","CD_I290627","RIC",426100,"MID",0.1,79.1,32,"CD_I290627","13",,"10.3","11.7","3.2","1.9","0.0","0","0.2","54","0",,"74","79.1","0.308","84.6","66.0","87.3","79.1",,"106","13","0.86","2","0","7","33","0",,"55","46.0","0.72",0,"5387",81,"81","68","113","54",290627
"Willem Drew","CD_I1000972","PTA",487800,"MID",0.2,90.5,26,"CD_I1000972","26",,"10.9","8.5","3.6","6.1","0.0","0","0.2","56","0",,"80","90.3","0.3","90.3","93.8","87.0","90.5","89.0","163","52","0.90","8","3","16","68","0",,"75","94.0","1.07",0.1,"5390",46,"46","49","43","55",1000972
"Blake Acres","CD_I296294","CAR",500600,"MID",0.2,92.9,29,"CD_I296294","23",,"12.7","9.7","6.0","2.8","0.0","0","0.6","0","1","0","86","92.3","0.24","92.3","97.9","86.9","92.9","80.0","129","41","0.85","10","2","8","0","0",,"83","82.0","0.80",0,"5389",42,"43","46","36","56",296294
"Scott Pendlebury","CD_I260257","COL",465800,"MID",0.2,86.4,37,"CD_I260257","20",,"11.0","9.7","3.1","4.0","0.0","0","0.4","65","3","100","73","86.5","0.354","89.8","86.3","86.7","86.5",,"147","23","0.92","9","2","10",,,,,,,0,"5385",54,"54","50","62","57",260257
"Matt Rowell","CD_I1009208","GCS",550300,"MID",3,102.1,23,"CD_I1009208","23",,"10.6","12.8","1.4","8.0","0.0","0","0.3","76","0",,"81","102.1","0.27","102.1","116.5","86.5","102.1",,"155","51","1.01","11","8","9","71","0",,"67","61.0","0.74",0.1,"5390",27,"28","28","10","58",1009208
"Lachlan Sholl","CD_I1006136","ADE",458500,"MID",0.1,85.1,24,"CD_I1006136","20","1","14.7","7.0","5.3","2.3","0.0","0","0.6","0","0",,"81","85.1","0.289","87.5","83.7","86.3","85.1",,"129","40","0.84","6","1","11","0","0",,"84","91.0","0.86",0,"5388",58,"57","58","68","59",1006136
"Justin McInerney","CD_I1011936","SYD",443700,"MID",0.1,82.3,24,"CD_I1011936","20",,"10.2","8.7","5.4","2.3","0.1","0","0.3","15","5","80","81","77.6","0.25","78.3","80.3","86.2","82.4","50.7","107","23","0.77","2","0","14","33","0",,"71","83.0","1.02",0,"5385",67,"66","93","79","60",1011936
"Jase Burgoyne","CD_I1013462","PTA",430800,"MID",0.4,79.9,21,"CD_I1013462","23","2","11.0","7.2","5.0","3.6","0.0","0","0.2","0","0",,"82","81.8","0.326","86.7","73.7","86.2","80.0","94.3","123","29","0.80","7","1","13","0","0",,"63","67.0","0.91",0,"5385",78,"78","61","96","60",1013462
"Dylan Shiel","CD_I291783","ESS",413700,"MID",1,76.8,31,"CD_I291783","9","1","10.4","10.6","3.8","3.4","0.0","0","0.2","53","0",,"62","76.8","0.442","85.8","5.0","85.8","76.8",,"124","5","1.01","3","1","6",,,,,,,0.2,"5387",89,"91","65","178","62",291783
"Alex Neal-Bullen","CD_I296420","ADE",458500,"FWD/MID",1.3,85.1,29,"CD_I296420","23",,"9.7","9.1","3.3","5.1","0.0","0","0.4","20","0",,"81","85.1","0.25","85.1","85.2","85.0","85.1",,"134","49","0.84","4","1","14","11","0",,"83","110.0","1.08",0,"5388",58,"57","67","64","63",296420
"Jack Crisp","CD_I293871","COL",469700,"MID",0.3,87.1,31,"CD_I293871","23","1","10.4","9.9","2.8","5.4","0.0","0","0.6","56","0",,"77","87.2","0.261","87.7","89.5","84.6","87.2",,"134","50","0.89","9","2","13","61","0",,"73","89.0","1.05",0,"5386",53,"53","57","52","64",293871
"Jack Bowes","CD_I998260","GEE",449100,"MID",0.1,83.3,27,"CD_I998260","22","3","11.5","6.8","3.1","4.7","0.0","0","0.5","39","7","71","68","82.7","0.399","90.8","82.1","84.4","83.4","76.5","146","28","0.95","8","4","12","16","0",,"30","61.0","1.70",0,"5385",63,"61","48","71","65",998260
"Ed Langdon","CD_I298264","MEL",432300,"MID",0.1,80.2,29,"CD_I298264","22",,"11.0","9.4","5.4","2.4","0.0","0","0.4","1","0",,"95","80.2","0.284","80.2","76.1","84.4","80.2",,"146","39","0.68","3","2","16","0","0",,"92","60.0","0.53",0,"5390",74,"74","82","90","65",298264
"Touk Miller","CD_I298272","GCS",552600,"MID",0.8,102.5,29,"CD_I298272","18",,"12.1","14.3","3.2","4.8","0.0","0","0.2","61","0",,"79","102.6","0.26","106.6","111.8","84.0","102.6",,"149","33","1.05","9","5","4","75","0",,"79","116.0","1.19",0,"5386",26,"27","20","15","67",298272
"Jordan De Goey","CD_I994185","COL",441800,"MID",0.6,82,28,"CD_I994185","13",,"11.2","9.7","3.8","3.5","0.0","0","0.8","63","0",,"81","82.0","0.325","82.0","80.9","83.8","82.0",,"138","39","0.80","3","1","7","67","0",,"69","111.0","1.39",0,"5388",69,"68","76","77","68",994185
"Patrick Dangerfield","CD_I270917","GEE",454200,"MID",0.3,84.3,34,"CD_I270917","16",,"12.2","7.9","3.4","3.9","0.1","1","0.5","66","0",,"71","84.4","0.207","84.6","87.5","83.0","84.3","85.0","134","60","0.94","2","1","11","44","0",,"65","48.0","0.62",0,"5388",60,"59","68","57","69",270917
"Oliver Dempsey","CD_I1025034","GEE",408100,"MID",0.6,75.7,22,"CD_I1025034","25",,"9.2","8.2","4.4","2.4","0.0","0","0.9","0","0",,"87","75.2","0.307","75.2","69.7","82.4","75.7","68.5","122","28","0.68","3","1","17","0","0",,"85","93.0","0.91",0,"5391",92,"94","104","104","70",1025034
"Jake Lloyd","CD_I295342","SYD",444400,"DEF/MID",0.7,82.4,31,"CD_I295342","26",,"12.3","7.4","6.4","1.8","0.0","0","0.2","0","38","97","85","84.5","0.231","84.5","82.8","82.2","82.5","99.7","132","53","0.80","4","2","17",,,,,,,0,"5387",66,"65","70","70","71",295342
"Will Ashcroft","CD_I1023517","BRL",441200,"MID",26,81.9,20,"CD_I1023517","13",,"12.8","10.1","5.2","2.5","0.0","0","0.2","33","0",,"77","88.5","0.288","88.5",,"81.9","81.9","103.3","129","54","0.90","4","2","7",,,,,,,-0.2,"5387",71,"70","55",,"72",1023517
"Bailey Scott","CD_I1006058","NTH",397100,"MID",0.2,73.7,24,"CD_I1006058","23",,"13.6","6.7","5.0","2.5","0.0","0","0.2","0","30","97","83","73.7","0.334","73.7","65.2","81.5","73.7",,"125","29","0.70","3","1","16","0","3","100","78","96.0","1.03",0,"5388",95,"97","106","117","73",1006058
"Jacob Hopper","CD_I993903","RIC",435600,"MID",0.4,80.8,28,"CD_I993903","12",,"11.0","12.8","3.7","3.4","0.0","0","0.3","66","0",,"74","80.8","0.187","82.5","81.0","80.8","80.8",,"98","55","0.88","0","0","9","56","0",,"68","27.0","0.34",0,"5391",72,"72","73","76","74",993903
"Matthew Kennedy","CD_I1001398","WBD",414400,"FWD/MID",1.8,76.9,27,"CD_I1001398","24","3","10.2","7.5","4.4","3.4","0.5","3","0.7","33","0",,"71","75.1","0.344","81.9","73.3","80.8","76.9","33.0","119","25","0.83","3","0","17",,,,,,,-0.1,"5389",88,"90","77","97","74",1001398
"Liam Baker","CD_I1000223","WCE",443600,"FWD/MID",4.5,82.3,27,"CD_I1000223","18",,"11.5","8.4","3.3","3.8","0.0","0","0.8","35","0",,"81","82.3","0.292","82.3","84.1","80.6","82.3",,"140","45","0.82","5","1","10","11","0",,"73","62.0","0.73",0.1,"5390",68,"67","74","67","76",1000223
"Miles Bergman","CD_I1009191","PTA",418200,"DEF/MID",0.6,77.6,23,"CD_I1009191","26",,"10.8","4.9","6.5","2.8","0.0","0","0.2","1","2","100","85","76.2","0.26","76.2","74.8","80.6","77.6","65.3","119","34","0.72","2","0","18","0","0",,"74","29.0","0.34",0,"5389",84,"86","101","92","76",1009191
"Callan Ward","CD_I280109","GWS",417000,"MID",0.2,77.4,34,"CD_I280109","20",,"9.7","8.8","4.4","2.7","0.0","0","0.7","16","0",,"78","79.8","0.28","82.2","72.5","79.8","77.4","101.5","118","34","0.81","4","0","14","82","0",,"76","77.0","0.82",0,"5388",85,"87","75","100","78",280109
"Conor Nash","CD_I1007124","HAW",411900,"MID",0.2,76.4,26,"CD_I1007124","25",,"8.4","10.5","2.5","5.5","1.4","7","0.0","65","0",,"74","76.4","0.281","77.3","73.8","79.3","76.4","75.5","121","28","0.83","4","1","19","83","0",,"82","73.0","0.72",0,"5391",91,"93","96","94","79",1007124
"Jack Viney","CD_I291902","MEL",474200,"MID",0.2,88,30,"CD_I291902","23",,"11.2","9.8","2.6","6.2","0.0","0","0.4","69","0",,"78","88.0","0.321","88.0","96.3","79.0","88.0",,"138","34","0.91","8","3","11","71","0",,"77","114.0","1.21",-0.1,"5389",50,"50","56","39","80",291902
"Jake Soligo","CD_I1017109","ADE",447900,"MID",0.5,83.1,22,"CD_I1017109","23","1","10.9","11.1","2.6","3.7","0.0","0","0.3","56","0",,"74","83.1","0.308","86.8","86.9","79.0","83.1",,"146","18","0.89","4","3","14","32","0",,"48","35.0","0.58",0,"5390",64,"63","60","60","80",1017109
"Archie Roberts","CD_I1023515","ESS",338400,"DEF/MID",1.9,62.8,19,"CD_I1023515","4",,"11.8","10.0","5.3","3.0","0.0","0","0.3","0","1","100","82","78.5","0.27","78.5",,"78.5","78.5",,"103","46","0.78","1","0","2",,,,,,,0,"4311",126,"83","90",,"82",1023515
"Cooper Lord","CD_I1032108","CAR",253800,"MID",0.8,47.1,19,"CD_I1032108","2",,"5.0","12.0","4.0","4.5","0.0","0","0.0","53","0",,"66","78.5","0.121","78.5",,"78.5","78.5",,"88","69","0.98","0","0","2",,,,,,,0,"3233",162,"83","90",,"82",1032108
"Jarrod Berry","CD_I998133","BRL",449300,"MID",0.2,83.4,27,"CD_I998133","27",,"11.2","8.8","6.2","3.6","0.0","0","0.2","20","2","50","73","86.5","0.281","89.3","90.0","77.3","83.4","104.3","125","13","0.93","6","1","11","0","1","100","62","73.0","1.03",0,"5387",62,"61","53","51","84",998133
"Travis Boak","CD_I250365","PTA",423500,"MID",0.1,78.6,36,"CD_I250365","23",,"10.8","7.4","5.0","2.9","0.0","0","0.2","2","0",,"78","78.4","0.309","80.7","81.1","76.1","78.6","77.3","133","29","0.81","4","2","15","0","0",,"80","92.0","0.99",0,"5388",82,"82","79","75","85",250365
"Tom Atkins","CD_I994386","GEE",431600,"MID",0.1,80.1,29,"CD_I994386","22","1","8.0","9.1","1.5","6.5","0.0","0","0.0","54","0",,"69","79.2","0.261","81.9","83.7","75.7","80.1","70.5","124","45","0.89","3","1","15","32","0",,"38","51.0","1.12",0,"5388",77,"76","77","68","86",994386
"Tom Powell","CD_I1011659","NTH",432000,"MID",0.9,80.1,22,"CD_I1011659","23",,"9.6","10.5","3.7","4.2","0.0","0","0.4","50","8","63","78","80.2","0.302","80.2","85.2","75.6","80.2",,"129","37","0.81","5","2","14","38","0",,"85","50.0","0.49",0.1,"5387",75,"74","82","64","87",1011659
"Caleb Poulter","CD_I1011589","WBD",281300,"MID",0.2,52.2,22,"CD_I1011589","7","1","9.9","4.6","3.9","2.4","0.0","0","0.4","0","0",,"73","58.0","0.563","66.3","15.0","75.2","58.0",,"111","8","0.64","1","0","6",,,,,,,0.1,"4850",153,"143","131","173","88",1011589
"Zak Jones","CD_I991988","STK",328300,"MID",0.1,60.9,29,"CD_I991988","13","3","7.8","8.1","3.2","2.5","0.0","0","0.2","36","0",,"59","60.9","0.453","76.4","38.2","75.1","60.9",,"108","17","0.85","1","0","12",,,,,,,0,"5391",132,"134","100","165","89",991988
"Hunter Clark","CD_I1002264","STK",412000,"MID",0.2,76.4,25,"CD_I1002264","11",,"12.0","7.3","2.7","4.2","0.0","0","0.1","47","0",,"62","76.5","0.262","76.5","91.0","75.0","76.5",,"96","31","1.02","0","0","7",,,,,,,0,"5386",90,"92","99","48","90",1002264
"Mason Wood","CD_I295340","STK",431700,"FWD/MID",0.3,80.1,31,"CD_I295340","18",,"11.9","6.4","7.4","1.9","0.0","0","0.9","0","0",,"83","80.1","0.36","84.4","88.6","74.7","80.1",,"140","8","0.80","5","1","11","0","0",,"79","59.0","0.62",0,"5390",76,"76","71","55","91",295340
"Xavier Duursma","CD_I1006096","ESS",422100,"MID",0.2,78.3,24,"CD_I1006096","15",,"11.0","7.5","6.4","2.7","0.0","0","0.6","0","0",,"81","78.3","0.272","78.3","81.6","74.6","78.3",,"116","45","0.78","3","0","10","0","0",,"78","63.0","0.67",0,"5391",83,"85","93","73","92",1006096
"Harley Reid","CD_I1023492","WCE",434000,"MID",5.7,80.5,19,"CD_I1023492","20",,"8.6","10.0","2.3","4.0","0.0","0","0.5","70","1","100","82","80.6","0.311","80.6","85.5","74.4","80.6",,"147","48","0.79","3","2","15","61","3","100","73","88.0","0.96",-0.1,"5385",73,"73","80","63","93",1023492
"Bailey Williams","CD_I992351","WBD",414700,"MID",0.1,76.9,27,"CD_I992351","24",,"10.5","8.5","5.7","2.1","0.0","0","0.4","0","1","100","84","76.2","0.275","76.2","79.3","74.4","77.0","59.0","119","34","0.72","4","0","19","0","0",,"70","58.0","0.67",0,"5386",87,"89","101","83","93",992351
"Sam Berry","CD_I1012807","ADE",342800,"MID",0.3,63.6,23,"CD_I1012807","18","5","6.8","6.9","1.4","5.1","0.0","0","0.2","47","0",,"56","63.6","0.399","80.1","47.0","74.2","63.6",,"106","15","0.90","2","0","16","39","0",,"72","115.0","1.27",0,"5390",122,"126","85","151","95",1012807
"Clayton Oliver","CD_I996701","MEL",451600,"MID",50.5,83.8,27,"CD_I996701","21",,"10.9","12.3","2.8","4.0","0.0","0","0.1","71","0",,"78","83.8","0.299","83.8","91.3","73.9","83.8",,"141","32","0.88","5","2","11",,,,,,,0.1,"5389",61,"60","72","47","96",996701
"Jayden Hunt","CD_I994385","WCE",359100,"DEF/MID",0.3,66.6,29,"CD_I994385","20",,"10.7","5.6","3.6","2.1","0.0","0","0.2","0","21","95","85","66.7","0.384","66.7","60.0","73.3","66.7",,"138","26","0.63","1","1","16","0","4","100","83","72.0","0.69",0,"5384",113,"116","128","129","97",994385
"Adam Cerra","CD_I1002239","CAR",447700,"MID",4.4,83.1,25,"CD_I1002239","13",,"10.7","8.7","2.5","3.6","0.0","0","0.3","49","1","100","70","82.5","0.253","87.3","93.2","73.0","83.1","76.0","128","38","0.93","2","1","9","54","0",,"79","69.0","0.71",0,"5387",65,"63","59","45","98",1002239
"James Peatling","CD_I1006013","ADE",352800,"MID",22.1,65.5,24,"CD_I1006013","19","7","8.4","5.4","1.7","5.1","0.0","0","0.4","42","0",,"59","67.3","0.573","89.4","56.9","71.5","65.5","82.5","133","11","0.90","4","1","11","25","0",,"29","35.0","0.98",-0.1,"5386",115,"118","52","135","99",1006013
"Luke Parker","CD_I290778","NTH",343600,"FWD/MID",24.1,63.7,32,"CD_I290778","10","3","8.1","6.0","3.2","2.3","0.0","0","1.4","33","0",,"73","63.8","0.393","64.7",,"70.9","70.9","47.3","109","23","0.70","2","0","8",,,,,,,-0.4,"4846",121,"102","139",,"100",290778
"Patrick Lipinski","CD_I1003130","COL",407600,"FWD/MID",0.9,75.6,26,"CD_I1003130","23","1","8.0","9.5","3.2","3.1","0.0","0","0.8","5","0",,"81","75.7","0.359","78.8","80.2","70.7","75.7",,"131","7","0.73","5","1","16","0","0",,"88","126.0","1.23",0,"5384",93,"94","89","80","101",1003130
"Mark Blicavs","CD_I296733","GEE",367400,"MID",0.3,68.2,33,"CD_I296733","24",,"6.8","7.5","3.2","3.6","9.6","25","0.2","37","0",,"82","69.0","0.258","69.0","65.9","70.5","68.2","77.5","101","27","0.65","1","0","19","12","0",,"77","72.0","0.78",0,"5387",110,"112","123","114","102",296733
"Jaeger O'Meara","CD_I294613","FRE",351500,"MID",0.2,65.2,31,"CD_I294613","22","3","8.3","7.0","3.6","2.9","0.0","0","0.4","4","0",,"70","65.2","0.354","71.7","60.0","70.5","65.2",,"95","9","0.76","0","0","19","4","0",,"75","33.0","0.38",0,"5391",117,"120","112","129","102",294613
"Jack Graham","CD_I990827","WCE",376000,"FWD/MID",1.2,69.8,26,"CD_I990827","14",,"7.3","10.1","2.1","4.4","0.0","0","0.1","37","0",,"71","69.8","0.304","72.4","68.8","70.3","69.8",,"98","35","0.79","0","0","11","0","0",,"76","51.0","0.58",0,"5387",105,"106","108","107","104",990827
"Reuben Ginbey","CD_I1023025","WCE",373900,"MID",0.5,69.4,20,"CD_I1023025","23",,"7.6","8.1","2.7","3.6","0.0","0","0.0","34","2","100","82","69.4","0.263","69.4","68.9","69.9","69.4",,"103","30","0.67","2","0","19",,,,,,,0,"5388",107,"108","121","106","105",1023025
"Toby Bedford","CD_I1008139","GWS",330200,"FWD/MID",0.9,61.3,24,"CD_I1008139","23",,"4.5","7.2","1.8","6.1","0.0","0","0.4","45","0",,"84","61.8","0.327","61.8","52.7","69.8","61.3","74.0","97","22","0.58","0","0","21","11","0",,"81","72.0","0.72",0,"5387",130,"132","151","144","106",1008139
"Shai Bolton","CD_I993993","FRE",416100,"FWD/MID",11.2,77.2,26,"CD_I993993","22",,"9.9","6.9","3.8","2.6","0.0","0","1.5","54","0",,"87","77.2","0.322","77.2","84.8","69.6","77.2",,"133","36","0.72","3","2","17","39","0",,"88","88.0","0.86",-0.1,"5390",86,"88","97","66","107",993993
"Alex Davies","CD_I1013268","GCS",333200,"MID",0.2,61.8,22,"CD_I1013268","7","1","5.3","10.3","1.1","7.0","0.1","3","0.1","50","0",,"58","68.7","0.331","74.5","67.7","69.5","68.7",,"98","34","0.93","0","0","5",,,,,,,0,"4850",129,"110","105","110","108",1013268
"Oliver Hollands","CD_I1023495","CAR",333300,"MID",2.3,61.8,21,"CD_I1023495","23",,"8.8","5.2","3.8","3.4","0.0","0","0.2","1","1","100","83","62.0","0.344","62.0","54.4","69.4","61.9","64.0","116","22","0.59","1","0","20","29","0",,"81","60.0","0.60",0.1,"5384",128,"131","148","140","109",1023495
"Zac Bailey","CD_I1002312","BRL",379900,"FWD/MID",0.9,70.5,25,"CD_I1002312","22",,"9.9","6.4","4.3","2.4","0.0","0","1.0","13","0",,"76","71.8","0.234","71.8","73.8","68.8","70.5","77.5","110","26","0.74","1","0","19",,,,,,,0,"5389",103,"104","111","94","110",1002312
"Ryan Byrnes","CD_I1011994","STK",325500,"MID",0.1,60.4,23,"CD_I1011994","15","1","10.7","5.6","4.6","2.3","0.0","0","0.1","2","0",,"78","60.4","0.333","63.7","53.6","68.1","60.4",,"93","14","0.63","0","0","14","25","0",,"78","119.0","1.27",0,"5389",135,"137","144","141","111",1011994
"Brayden Fiorini","CD_I993799","GCS",393800,"MID",0.1,73.1,27,"CD_I993799","12",,"10.4","8.6","4.9","1.8","0.0","0","0.5","0","0",,"84","73.1","0.316","73.1","74.2","67.5","73.1",,"108","37","0.69","2","0","9","0","0",,"87","87.0","0.81",0,"5387",97,"98","107","93","112",993799
"Will Phillips","CD_I1012829","NTH",336500,"MID",0.1,62.4,22,"CD_I1012829","11",,"5.3","8.7","2.0","5.0","0.0","0","0.2","58","0",,"69","62.5","0.266","65.2","51.0","66.8","62.5",,"95","35","0.71","0","0","10","58","0",,"63","48.0","0.64",0,"5384",127,"130","137","148","113",1012829
"Isaac Cumming","CD_I1001396","ADE",287700,"MID",5.8,53.4,26,"CD_I1001396","6",,"7.7","6.3","4.0","4.2","0.0","0","0.5","0","1","0","72","72.3","0.315","79.6",,"66.8","66.8","83.5","103","36","0.78","1","0","4",,,,,,,0,"4307",148,"114","87",,"113",1001396
"Billy Dowling","CD_I1015329","ADE",359800,"MID",0.1,66.8,20,"CD_I1015329","9",,"10.6","6.4","5.3","1.9","0.0","0","0.4","2","0",,"78","66.8","0.236","66.8",,"66.8","66.8",,"101","44","0.68","1","0","8",,,,,,,0,"5386",112,"114","127",,"113",1015329
"Taylor Adams","CD_I291776","SYD",370100,"FWD/MID",0.4,68.7,31,"CD_I291776","19","1","8.4","8.8","3.0","3.6","0.0","0","0.5","29","0",,"67","68.7","0.321","70.8","72.9","66.3","68.7",,"115","29","0.82","1","0","16","42","0",,"50","43.0","0.75",0,"5387",109,"110","116","98","116",291776
"Darcy Tucker","CD_I993816","NTH",355400,"DEF/MID",0.5,65.9,28,"CD_I993816","23",,"11.0","6.4","4.4","2.5","0.0","0","0.1","0","7","86","81","66.0","0.353","66.0","66.1","65.8","66.0",,"132","31","0.64","2","1","20","0","0",,"80","80.0","0.83",0,"5385",114,"117","132","112","117",993816
"Caleb Windsor","CD_I1027821","MEL",321300,"MID",0.7,59.6,19,"CD_I1027821","19",,"8.7","5.8","3.0","2.6","0.0","0","0.4","0","0",,"79","59.6","0.426","59.6","56.6","64.9","59.6",,"120","25","0.61","2","1","17","0","0",,"66","77.0","0.95",0,"5391",138,"140","154","136","118",1027821
"Sam Clohesy","CD_I1013257","GCS",375600,"MID",0.2,69.7,22,"CD_I1013257","20",,"10.2","6.0","4.2","2.4","0.0","0","0.3","0","4","100","83","69.7","0.345","69.7","76.3","64.3","69.7",,"124","29","0.68","3","1","16",,,,,,,0,"5389",106,"107","120","88","119",1013257
"Christian Petracca","CD_I298210","MEL",556200,"MID",4.5,103.2,29,"CD_I298210","13",,"11.4","12.0","4.5","3.0","0.0","0","1.1","56","0",,"78","103.2","0.253","106.5","106.5","64.0","103.2",,"146","59","1.08","6","3","4","61","0",,"71","79.0","0.91",-0.1,"5390",25,"26","21","20","120",298210
