"feed_id","player_id","first_name","last_name","team_abbrev","pos_1","pos_2","round","projected_points","points","avg","avg3","avg5","price","user_team_id","team","coach","picked","type","position"
1000953,111,"Harry","McKay","CAR","FWD",,19,,,76.5882,71.6667,74.8,339800,22859,"Ariana Grundy","Lester",FALSE,"nonscoring","FWD"
1002228,102,"Lachie","Fogarty","CAR","FWD",,19,,,66.8,48.3333,52.6,291300,,,,,,
290629,187,"Dyson","Heppell","ESS","MID",,19,,102,98.8667,99,103.8,511900,23413,"The West Wingard","Simon",TRUE,"scoring","MID"
992128,528,"Ryan","Burton","PTA","DEF",,19,,65,72.8889,85.6667,83,381600,2018,"Surviving J.Kelly","Mark",TRUE,"scoring","DEF"
1006028,647,"Nick","Blakey","SYD","FWD","MID",19,,70,57.1667,80.3333,69.2,333100,,,,,,
994599,526,"Riley","Bonner","PTA","DEF",,19,,91,63.5,78.3333,67.2,314600,,,,,,
294077,411,"Michael","Hartley","HAW","DEF",,19,,,75.3333,75.3333,75.3333,333700,,,,,,
1010174,539,"Mitch","Georgiades","PTA","FWD",,19,,38,61,64.6667,53.6,294200,,,,,,
1003203,670,"Hayden","McLean","SYD","FWD",,19,,,53,56.6667,56.4,296500,,,,,,
1006232,687,"Sam","Wicks","SYD","FWD",,19,,56,60.2353,51,59.8,283200,,,,,,
1006137,511,"Curtis","Taylor","NTH","FWD",,19,,46,49,55.3333,52,265100,,,,,,
1008543,34,"Harry","Schoenberg","ADE","FWD",,19,,96,72.3333,96,81.2,396000,,,,,,
298358,288,"Oleg","Markov","GCS","DEF",,19,,8,75.7647,44.3333,53.4,341300,23413,"The West Wingard","Simon",FALSE,"nonscoring","DEF"
290228,410,"Kyle","Hartigan","HAW","DEF",,19,,60,53.4,64,66.8,298900,,,,,,
1003029,169,"Brayden","Sier","COL","MID",,19,,,44.5714,39,43.6,242200,,,,,,
991939,693,"Zaine","Cordy","WBD","DEF",,19,,80,59.6154,50.6667,50,265800,,,,,,
998167,130,"Tom","Williamson","CAR","DEF",,19,,36,42,47.6667,43.8,243200,,,,,,
1008198,667,"Tom","McCartin","SYD","FWD",,19,,78,71.1176,97.6667,73.4,385400,,,,,,
1009399,453,"Luke","Jackson","MEL","FWD",,19,,57,66.8824,49.6667,55,305700,,,,,,
990882,27,"Wayne","Milera","ADE","DEF",,19,,,0,0,0,312200,,,,,,
998647,137,"Mason","Cox","COL","FWD",,19,,30,50.5714,38.6667,44.8,254600,,,,,,
240399,656,"Lance","Franklin","SYD","FWD",,19,,70,85.3571,72.3333,92,428900,2016,"At Witts End","Paul",TRUE,"scoring","FWD"
280012,166,"Jordan","Roughead","COL","DEF",,19,,81,72.6471,78.3333,77,384000,,,,,,
1008171,134,"Tyler","Brown","COL","MID",,19,,,51.5,55,51.2,281400,,,,,,
296324,372,"Jesse","Hogan","GWS","FWD",,19,,88,79,71.3333,79,347400,,,,,,
1000972,533,"Willem","Drew","PTA","MID",,19,,117,87.3333,90.6667,91.2,448000,,,,,,
999824,335,"Quinton","Narkle","GEE","MID",,19,,39,66.6,70.6667,67.6,356200,,,,,,
999309,14,"Jackson","Hately","ADE","MID",,19,,,43.3333,43.3333,43.3333,287300,,,,,,
291947,730,"Brendon","Ah Chee","WCE","FWD",,19,,,63.8,47.3333,63.8,281100,,,,,,
296420,464,"Alex","Neal-Bullen","MEL","FWD",,19,,86,68.3889,65.6667,63.6,322500,,,,,,
297473,19,"Jake","Kelly","ADE","DEF",,19,,48,71.3529,84.6667,83,394900,2018,"Surviving J.Kelly","Mark",TRUE,"scoring","DEF"
1008280,716,"Ed","Richards","WBD","FWD","MID",19,,49,67.25,64.3333,67.25,324700,,,,,,
1002253,536,"Kane","Farrell","PTA","FWD","MID",19,,,48.2,42,43.2,261200,,,,,,
240254,279,"Jarrod","Harbrow","GCS","DEF",,19,,,58.3333,58.3333,58.3333,306500,,,,,,
240060,89,"Eddie","Betts","CAR","FWD",,19,,10,61,50,55.6,295400,,,,,,
280990,555,"Steven","Motlop","PTA","FWD",,19,,,69.0625,73,74.4,368700,,,,,,
298280,195,"Jayden","Laverde","ESS","FWD",,19,,72,66.0556,69.3333,65.8,330200,,,,,,
1008882,262,"Charlie","Ballard","GCS","DEF",,19,,58,70,69.6667,73.6,375200,,,,,,
1002401,86,"Brandon","Starcevich","BRL","DEF",,19,,45,60.5556,53,54.8,301200,,,,,,
996464,287,"Darcy","MacPherson","GCS","FWD",,19,,,55,20.6667,43.2,258600,,,,,,
290289,170,"Josh","Thomas","COL","FWD",,19,,,58,50.6667,60.2,321600,,,,,,
1004912,97,"Tom","De Koning","CAR","RUC",,19,,88,62.2222,87,73.4,340100,,,,,,
