"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"James",3.1114,20,5,7614,4011,2120,275,10000,0.761,0.401,0.212,0.028
"Paul",3.0814,19,4,7623,3989,2061,252,10000,0.762,0.399,0.206,0.025
"Luke",4.0006,19,3,5965,3026,1511,644,10000,0.597,0.303,0.151,0.064
"Simon",4.0313,19,4,5909,2998,1506,651,10000,0.591,0.3,0.151,0.065
"Mark",4.9511,18,2,4129,1959,949,1340,10000,0.413,0.196,0.095,0.134
"Lester",5.1661,17,1,3695,1581,714,1616,10000,0.37,0.158,0.071,0.162
"Anthony",5.8091,16,2,2571,1228,587,2604,10000,0.257,0.123,0.059,0.26
"Jordan",5.849,17,2,2494,1208,572,2618,10000,0.249,0.121,0.057,0.262
