"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Paul",2.422,18,6,8710,4881,2658,63,10000,0.871,0.488,0.266,0.006
"Jordan",3.3499,18,5,7298,3803,1946,272,10000,0.73,0.38,0.195,0.027
"Luke",3.4036,18,5,7228,3714,1896,278,10000,0.723,0.371,0.19,0.028
"Anthony",4.4186,16,4,5139,2563,1233,762,10000,0.514,0.256,0.123,0.076
"Simon",4.6067,17,5,4792,2116,960,888,10000,0.479,0.212,0.096,0.089
"James",5.5624,16,3,2883,1293,617,1868,10000,0.288,0.129,0.062,0.187
"Lester",5.8712,16,3,2354,908,364,2361,10000,0.235,0.091,0.036,0.236
"Mark",6.3656,14,2,1596,722,345,3508,10000,0.16,0.072,0.034,0.351
