"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Paul",1.7964,19,8,9709,5671,3254,2,10000,0.971,0.567,0.325,0
"Luke",2.6803,18,7,8862,4523,2146,32,10000,0.886,0.452,0.215,0.003
"Jordan",3.3504,17,6,7725,4083,2067,92,10000,0.772,0.408,0.207,0.009
"Simon",3.6706,17,6,7060,2906,1262,128,10000,0.706,0.291,0.126,0.013
"Anthony",5.2706,15,4,3205,1474,724,1001,10000,0.32,0.147,0.072,0.1
"Mark",6.2116,14,3,1426,614,265,2433,10000,0.143,0.061,0.026,0.243
"James",6.406,14,3,1106,421,181,2820,10000,0.111,0.042,0.018,0.282
"Lester",6.6141,14,3,907,308,118,3492,10000,0.091,0.031,0.012,0.349
