"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Paul",1.7345,18,9,9759,5810,3400,0,10000,0.976,0.581,0.34,0
"Jordan",3.3699,16,7,7738,3962,1980,55,10000,0.774,0.396,0.198,0.005
"Luke",3.4076,16,7,7766,3905,1947,85,10000,0.777,0.39,0.195,0.009
"Simon",2.7373,17,8,8882,3850,1586,13,10000,0.888,0.385,0.159,0.001
"Anthony",5.2899,14,5,2969,1339,636,856,10000,0.297,0.134,0.064,0.086
"James",5.6683,14,5,1967,769,316,1032,10000,0.197,0.077,0.032,0.103
"Lester",6.7314,13,4,587,206,81,3301,10000,0.059,0.021,0.008,0.33
"Mark",7.0611,12,3,332,159,80,4658,10000,0.033,0.016,0.008,0.466
