"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Paul",3.3602,18,5,7075,3812,2030,406,10000,0.708,0.381,0.203,0.041
"Luke",3.432,18,4,6962,3498,1782,447,10000,0.696,0.35,0.178,0.045
"Jordan",4.328,17,4,5345,2804,1469,928,10000,0.534,0.28,0.147,0.093
"Anthony",4.4652,18,4,5060,2506,1248,1037,10000,0.506,0.251,0.125,0.104
"James",4.5968,17,4,4818,2319,1147,1127,10000,0.482,0.232,0.115,0.113
"Simon",4.585,18,4,4832,2342,1118,1175,10000,0.483,0.234,0.112,0.117
"Mark",5.3884,16,2,3350,1707,839,2024,10000,0.335,0.171,0.084,0.202
"Lester",5.8444,16,2,2558,1012,386,2856,10000,0.256,0.101,0.039,0.286
