"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Paul",2.2089,16,10,9601,5120,2698,0,10000,0.96,0.512,0.27,0
"Jordan",2.7417,15,9,9023,4772,2470,2,10000,0.902,0.477,0.247,0
"Simon",2.1241,16,10,9636,4392,1951,0,10000,0.964,0.439,0.195,0
"Luke",3.8581,14,8,6945,3540,1864,52,10000,0.695,0.354,0.186,0.005
"James",5.2582,13,7,2490,1118,524,422,10000,0.249,0.112,0.052,0.042
"Anthony",5.8035,12,6,1619,795,396,839,10000,0.162,0.08,0.04,0.084
"Lester",6.4617,12,6,628,237,96,1790,10000,0.063,0.024,0.01,0.179
"Mark",7.5438,10,4,58,26,12,6895,10000,0.006,0.003,0.001,0.69
