"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Paul",1.9863,19,7,9350,5305,3002,15,10000,0.935,0.53,0.3,0.002
"Luke",2.971,18,6,8057,4177,1982,121,10000,0.806,0.418,0.198,0.012
"Jordan",3.7948,17,5,6672,3444,1814,375,10000,0.667,0.344,0.181,0.038
"Simon",4.1063,17,5,5887,2578,1163,470,10000,0.589,0.258,0.116,0.047
"Anthony",4.8007,16,5,4372,2105,1030,861,10000,0.437,0.21,0.103,0.086
"Mark",5.9403,15,3,2195,981,449,2364,10000,0.22,0.098,0.045,0.236
"James",6.0306,15,3,1963,863,382,2507,10000,0.196,0.086,0.038,0.251
"Lester",6.37,15,3,1504,547,205,3287,10000,0.15,0.055,0.02,0.329
