"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Jordan",1,15,15,10000,6063,3190,0,10000,1,0.606,0.319,0
"Paul",2,13,13,10000,5237,2769,0,10000,1,0.524,0.277,0
"Luke",3,12,12,10000,4763,2360,0,10000,1,0.476,0.236,0
"Simon",4,12,12,10000,3937,1699,0,10000,1,0.394,0.17,0
"Lester",5,10,10,0,0,0,0,10000,0,0,0,0
"Anthony",6,8,8,0,0,0,0,10000,0,0,0,0
"James",7,8,8,0,0,0,0,10000,0,0,0,0
"Mark",8,6,6,0,0,0,10000,10000,0,0,0,1
