"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Paul",1.4946,19,9,9886,5910,3438,0,10000,0.989,0.591,0.344,0
"Luke",2.9556,17,7,8550,4377,2116,45,10000,0.855,0.438,0.212,0.004
"Jordan",3.7435,16,6,7007,3620,1839,158,10000,0.701,0.362,0.184,0.016
"Simon",3.192,17,7,8207,3452,1423,57,10000,0.821,0.345,0.142,0.006
"Anthony",5.7192,14,4,2304,1071,544,1561,10000,0.23,0.107,0.054,0.156
"James",5.9937,14,4,1758,693,296,2037,10000,0.176,0.069,0.03,0.204
"Mark",6.6235,13,3,926,410,197,3514,10000,0.093,0.041,0.02,0.351
"Lester",6.2779,14,4,1362,467,167,2628,10000,0.136,0.047,0.017,0.263
