"coach","RANK.MEAN","WIN.MAX","WIN.MIN","FINALS","GFINAL","CHAMP","SPOON","sim","pcnt_finals","pcnt_gfinal","pcnt_champ","pcnt_spoon"
"Paul",2.846,18,5,8064,4352,2372,199,10000,0.806,0.435,0.237,0.02
"Luke",2.9968,19,6,7812,4019,1998,177,10000,0.781,0.402,0.2,0.018
"Jordan",3.8371,17,4,6345,3332,1727,497,10000,0.634,0.333,0.173,0.05
"Simon",4.0893,18,5,5809,2672,1236,561,10000,0.581,0.267,0.124,0.056
"Anthony",4.944,17,3,4131,2013,969,1231,10000,0.413,0.201,0.097,0.123
"James",5.0585,16,3,3849,1835,911,1330,10000,0.385,0.184,0.091,0.133
"Mark",5.945,16,3,2273,1080,516,2607,10000,0.227,0.108,0.052,0.261
"Lester",6.2833,15,3,1717,697,295,3398,10000,0.172,0.07,0.029,0.34
